Entity,Year,Total wealth per capita,Produced capital,"Natural capital, renewable (excluding sub-soil assets)","Forest, timber","Forest, non-timber",Protected areas,Cropland,Pastureland,"Sub-soil assets (fossil energy resources, metals and minerals)","Fossil energy resources (oil, natural gas, coal)",Oil,Natural gas,Coal,Metals and minerals,Human capital,"Human capital, male","Human capital, female",Net foreign assets,Adjusted net national income,Adjusted net saving,GDP,Gross national income,"Natural capital (timber, non-timber, protected areas, land, sub-soil assets)","Land (crop, pasture)"
Albania,1995,31372.98,9770.88,10055.26,743.32,371.35,17.22,,,,834.55,,,,109.23,10676.01,,,-72.95,,,,,,8923.37
Albania,2000,29610.35,10495.80,8302.46,57.13,378.42,28.45,,,,364.05,,,,0.00,10757.17,,,-309.13,,,,,,7838.45
Albania,2005,35801.06,13889.29,9034.33,43.46,394.77,65.33,,,,470.13,,,,24.03,12905.30,,,-522.01,,,,,,8530.77
Albania,2010,47548.81,17561.26,8995.68,68.56,404.94,127.88,,,,933.69,,,,399.08,21097.73,,,-1438.63,,,,,,8394.30
Albania,2014,53107.24,18807.68,11284.08,180.30,405.63,170.28,,,,1752.93,,,,338.26,22818.33,,,-1894.06,,,,,,10527.87
Argentina,1995,101364.38,32865.78,9546.24,102.43,3285.25,400.25,,,,642.81,,,,7.07,59968.78,,,-1666.31,,,,,,5758.31
Argentina,2000,116973.34,33956.99,9298.57,128.51,2965.87,393.26,,,,1089.01,,,,90.68,75451.72,,,-2913.63,,,,,,5810.93
Argentina,2005,108954.02,36828.58,13493.28,263.37,2660.15,618.89,,,,2688.08,,,,342.13,56195.26,,,-593.31,,,,,,9950.87
Argentina,2010,126328.79,37701.13,13363.27,295.00,2393.04,694.48,,,,3807.70,,,,1063.13,69921.65,,,471.90,,,,,,9980.75
Argentina,2014,126516.06,37869.34,12253.58,320.18,2199.91,581.48,,,,2966.98,,,,964.30,71429.27,,,1032.58,,,,,,9152.01
Armenia,1995,18937.75,5912.94,5283.47,10.71,75.66,878.04,,,,0.00,,,,60.24,7673.81,,,7.29,,,,,,4319.06
Armenia,2000,23081.78,7209.93,6481.97,4.90,79.04,1780.06,,,,0.00,,,,82.29,10323.66,,,-1016.06,,,,,,4617.97
Armenia,2005,33904.23,9522.34,6417.82,10.76,80.40,1494.51,,,,0.00,,,,288.37,18736.13,,,-1060.44,,,,,,4832.15
Armenia,2010,45944.64,15920.97,8381.97,85.40,81.55,1880.38,,,,0.00,,,,1052.17,23020.09,,,-2430.56,,,,,,6334.64
Armenia,2014,52893.84,15450.82,10552.17,183.04,80.59,2634.67,,,,0.00,,,,2149.77,27329.41,,,-2588.32,,,,,,7653.87
Australia,1995,688270.63,203166.84,86005.61,2309.19,67379.83,1476.57,,,,4053.31,,,,9487.28,409659.93,,,-24102.35,,,,,,14840.03
Australia,2000,739021.08,217113.94,82113.53,2243.36,63651.00,1388.70,,,,4873.55,,,,11236.58,447624.94,,,-23941.46,,,,,,14830.46
Australia,2005,864772.29,281795.32,79595.41,2277.11,59218.68,2040.02,,,,13080.82,,,,21549.79,499529.08,,,-30778.13,,,,,,16059.60
Australia,2010,998606.30,311345.85,70124.36,2378.42,52916.17,2151.69,,,,32682.73,,,,75000.21,548781.70,,,-39328.55,,,,,,12678.07
Australia,2014,1046785.26,311442.43,65749.57,1626.04,50190.04,2034.60,,,,25475.34,,,,89567.19,585737.46,,,-31186.74,,,,,,11898.89
Austria,1995,531269.26,171927.37,16588.73,845.23,4973.69,3096.85,,,,188.60,,,,0.00,348599.19,,,-6034.63,,,,,,7672.95
Austria,2000,560869.30,199895.73,13795.32,845.63,4974.58,2593.42,,,,193.06,,,,0.00,356413.44,,,-9428.24,,,,,,5381.69
Austria,2005,569649.23,212560.31,13526.00,826.81,4860.23,2675.12,,,,303.82,,,,44.15,353572.26,,,-10357.31,,,,,,5163.84
Austria,2010,643473.56,243213.01,14210.28,1008.02,4792.62,3079.82,,,,379.73,,,,496.72,389435.41,,,-4261.59,,,,,,5329.82
Austria,2014,694616.19,256743.88,15258.33,945.82,4701.40,3704.30,,,,396.36,,,,610.85,421845.75,,,-238.98,,,,,,5906.80
Azerbaijan,1995,28149.25,12658.60,4614.91,2.20,143.83,270.75,,,,5435.21,,,,0.00,5590.51,,,-149.99,,,,,,4198.13
Azerbaijan,2000,22262.31,9167.69,4419.92,1.77,138.93,363.93,,,,3974.24,,,,0.00,6020.25,,,-1319.79,,,,,,3915.29
Azerbaijan,2005,44340.28,12503.73,6146.07,2.15,134.07,722.54,,,,19132.25,,,,0.91,9238.95,,,-2681.63,,,,,,5287.31
Azerbaijan,2010,69076.15,10892.37,8768.19,0.71,142.83,1265.59,,,,32174.54,,,,76.35,12200.25,,,4964.44,,,,,,7359.05
Azerbaijan,2014,85340.62,20061.24,9997.00,8.40,149.74,1905.06,,,,35811.18,,,,126.94,11960.71,,,7383.55,,,,,,7933.80
Bahrain,1995,315831.88,120853.38,1203.21,0.56,0.56,14.14,,,,12011.29,,,,0.00,157655.61,,,24108.39,,,,,,1187.95
Bahrain,2000,277561.76,84454.32,836.53,0.50,0.60,18.26,,,,8800.65,,,,0.00,164512.09,,,18958.17,,,,,,817.17
Bahrain,2005,279132.92,90039.18,376.53,0.29,0.55,14.56,,,,8361.52,,,,0.00,162911.64,,,17444.04,,,,,,361.14
Bahrain,2010,253852.58,76034.44,359.31,0.27,0.45,12.67,,,,12523.58,,,,0.00,147588.95,,,17346.31,,,,,,345.93
Bahrain,2014,270310.66,76788.06,575.77,0.38,0.46,12.44,,,,13451.23,,,,0.00,157679.38,,,21816.22,,,,,,562.49
Bangladesh,1995,5667.39,1426.03,1373.12,3.00,7.65,15.50,,,,11.18,,,,0.00,3061.19,,,-204.14,,,,,,1346.97
Bangladesh,2000,5788.46,1362.61,1085.40,1.97,6.84,26.36,,,,17.71,,,,0.00,3496.02,,,-173.28,,,,,,1050.23
Bangladesh,2005,7029.42,1568.56,1164.08,1.87,6.23,24.67,,,,65.01,,,,0.00,4437.77,,,-206.00,,,,,,1131.31
Bangladesh,2010,10536.67,2533.65,1924.31,3.48,5.82,28.97,,,,123.47,,,,0.00,6130.55,,,-175.31,,,,,,1886.04
Bangladesh,2014,12713.77,3434.48,2149.01,4.28,5.51,28.93,,,,85.04,,,,0.00,7169.60,,,-124.37,,,,,,2110.30
Belarus,1995,49348.97,20529.93,15728.95,1103.44,1944.52,1171.76,,,,202.44,,,,0.00,13071.33,,,-183.68,,,,,,11509.23
Belarus,2000,57428.95,19254.93,14571.31,1035.08,2047.29,1083.39,,,,301.19,,,,0.00,23938.61,,,-637.08,,,,,,10405.55
Belarus,2005,69619.46,22393.32,14089.94,667.07,2155.82,1107.05,,,,645.03,,,,0.00,33165.05,,,-673.88,,,,,,10159.99
Belarus,2010,94140.12,28915.33,17510.90,701.59,2220.70,1467.26,,,,830.94,,,,0.00,50493.16,,,-3610.20,,,,,,13121.35
Belarus,2014,99685.45,33388.20,20714.70,1112.07,2245.21,1410.48,,,,1167.05,,,,0.00,49003.62,,,-4588.11,,,,,,15946.93
Belgium,1995,463528.99,138586.98,6031.12,227.30,751.72,162.22,,,,2.91,,,,0.00,313740.79,,,5167.19,,,,,,4889.89
Belgium,2000,533134.44,159216.90,5438.26,240.25,737.74,230.51,,,,0.05,,,,0.00,343429.59,,,25049.63,,,,,,4229.76
Belgium,2005,542256.91,175584.60,5226.95,222.13,729.20,288.99,,,,0.00,,,,0.00,347800.14,,,13645.23,,,,,,3986.63
Belgium,2010,612261.77,201723.34,4826.68,219.64,708.57,414.02,,,,0.00,,,,0.00,375720.31,,,29991.44,,,,,,3484.44
Belgium,2014,645968.92,211872.66,5012.84,232.89,689.18,473.64,,,,0.00,,,,0.00,404997.32,,,24086.10,,,,,,3617.14
Belize,1995,62457.93,10699.74,33021.48,576.66,14711.38,10444.99,,,,0.00,,,,0.00,20343.08,,,-1606.37,,,,,,7288.46
Belize,2000,59152.93,11965.72,26625.40,392.06,11683.75,8170.73,,,,0.00,,,,0.06,23034.52,,,-2472.78,,,,,,6378.86
Belize,2005,59757.29,13404.16,26149.85,297.31,9901.34,10681.52,,,,281.85,,,,0.00,25739.37,,,-5817.94,,,,,,5269.68
Belize,2010,58177.18,14723.19,25511.15,381.09,8566.50,11092.66,,,,646.94,,,,0.00,24260.35,,,-6964.45,,,,,,5470.90
Belize,2014,58871.92,12302.62,27970.63,526.71,7720.42,13650.80,,,,1864.55,,,,0.00,23988.59,,,-7254.47,,,,,,6072.70
Bolivia,1995,39484.28,5053.29,12675.30,24.18,4828.83,1596.10,,,,424.74,,,,28.67,22715.02,,,-1412.73,,,,,,6226.19
Bolivia,2000,41667.65,5807.30,12153.89,19.93,4284.95,1922.55,,,,509.13,,,,25.86,25355.60,,,-2184.13,,,,,,5926.46
Bolivia,2005,41719.01,5517.26,14122.11,13.80,3827.49,2987.43,,,,2354.98,,,,52.39,21587.99,,,-1915.72,,,,,,7293.39
Bolivia,2010,47709.07,5446.25,15309.47,19.24,3370.14,3794.01,,,,3579.24,,,,888.60,22276.86,,,208.65,,,,,,8126.08
Bolivia,2014,49235.46,6626.45,14205.51,19.44,3099.67,3483.39,,,,1939.01,,,,1382.80,24805.08,,,276.61,,,,,,7603.00
Bosnia and Herzegovina,1995,10827.79,3312.91,4031.52,15.51,1090.66,1.95,,,,130.96,,,,25.79,3615.73,,,-289.13,,,,,,2923.39
Bosnia and Herzegovina,2000,26318.71,7459.09,5878.29,797.38,1109.16,3.42,,,,39.45,,,,11.62,13480.94,,,-550.67,,,,,,3968.32
Bosnia and Herzegovina,2005,32848.25,10339.32,5782.22,640.27,1097.45,40.69,,,,492.52,,,,207.38,17304.96,,,-1278.16,,,,,,4003.81
Bosnia and Herzegovina,2010,38596.71,12694.14,6355.74,598.30,1096.91,97.39,,,,1357.48,,,,892.94,19978.58,,,-2682.18,,,,,,4563.14
Bosnia and Herzegovina,2014,40485.79,13842.20,6690.04,671.94,1101.99,122.44,,,,1066.82,,,,1235.52,20242.92,,,-2591.72,,,,,,4793.67
Botswana,1995,73518.08,10844.46,21788.19,445.41,9376.78,3985.23,,,,179.81,,,,235.56,37256.32,,,3213.74,,,,,,7980.76
Botswana,2000,61123.67,11184.65,17597.49,472.37,8127.77,3419.75,,,,110.87,,,,221.60,28361.87,,,3647.18,,,,,,5577.61
Botswana,2005,64390.62,13330.86,14670.16,413.99,7214.53,2605.39,,,,190.31,,,,846.32,31397.65,,,3955.31,,,,,,4436.26
Botswana,2010,89331.33,19473.26,18384.88,558.44,6241.39,4280.76,,,,351.38,,,,6886.94,40741.27,,,3493.61,,,,,,7304.30
Botswana,2014,95797.42,19908.05,22142.35,585.48,5550.16,6003.89,,,,345.82,,,,3651.88,47087.41,,,2661.91,,,,,,10002.82
Brazil,1995,152726.14,30169.11,21989.70,1276.14,9826.14,2142.01,,,,486.50,,,,979.24,100346.84,,,-1245.25,,,,,,8745.40
Brazil,2000,151375.47,30516.62,20257.03,990.98,8881.08,2467.85,,,,660.59,,,,895.06,102643.01,,,-3596.83,,,,,,7917.12
Brazil,2005,176869.09,33408.52,24484.45,1315.26,8051.96,4362.90,,,,2160.41,,,,2774.54,117260.46,,,-3219.29,,,,,,10754.34
Brazil,2010,194390.91,35284.20,26162.10,1199.51,7516.28,6131.43,,,,2612.97,,,,6408.86,128520.60,,,-4597.82,,,,,,11314.88
Brazil,2014,197899.23,32067.09,28167.18,1436.64,7186.86,7251.22,,,,2881.58,,,,5929.57,132712.63,,,-3858.82,,,,,,12292.46
Bulgaria,1995,34556.01,11886.99,8569.61,574.10,1095.02,243.37,,,,188.16,,,,600.92,14826.67,,,-1516.35,,,,,,6657.13
Bulgaria,2000,41244.37,6944.03,9409.91,517.37,1134.70,442.94,,,,79.50,,,,706.44,25641.22,,,-1536.73,,,,,,7314.90
Bulgaria,2005,56904.85,12361.07,9657.87,460.90,1309.42,1701.50,,,,469.19,,,,706.70,36297.33,,,-2587.30,,,,,,6186.04
Bulgaria,2010,68903.23,19822.87,9986.18,489.80,1388.00,2896.16,,,,1077.85,,,,2274.19,43293.68,,,-7551.53,,,,,,5212.21
Bulgaria,2014,81877.86,23185.53,13224.03,501.57,1447.14,4922.66,,,,888.58,,,,2570.84,47592.76,,,-5583.88,,,,,,6352.66
Burkina Faso,1995,8466.33,1413.46,4955.04,754.46,52.05,1092.88,,,,0.00,,,,8.49,2193.20,,,-103.87,,,,,,3055.65
Burkina Faso,2000,9919.42,1469.86,5175.49,966.83,43.18,1164.76,,,,0.00,,,,1.50,3522.38,,,-249.80,,,,,,3000.72
Burkina Faso,2005,10496.62,1375.28,4691.08,552.80,35.56,1079.70,,,,0.00,,,,6.86,4623.25,,,-199.85,,,,,,3023.03
Burkina Faso,2010,11671.02,1516.06,5294.33,637.56,28.99,1167.46,,,,0.00,,,,189.90,4800.15,,,-129.42,,,,,,3460.32
Burkina Faso,2014,12323.38,1753.96,5020.79,598.07,24.67,1036.27,,,,0.00,,,,734.14,4969.97,,,-155.48,,,,,,3361.78
Burundi,1995,12409.84,2433.35,5059.02,131.19,17.18,74.58,,,,0.00,,,,4.42,5099.92,,,-186.87,,,,,,4836.06
Burundi,2000,10408.90,982.79,4915.09,93.58,12.88,67.00,,,,0.00,,,,0.00,4833.33,,,-322.31,,,,,,4741.63
Burundi,2005,10663.25,976.69,4478.29,70.02,10.04,81.92,,,,0.00,,,,8.47,5468.12,,,-268.32,,,,,,4316.31
Burundi,2010,8383.77,595.43,3648.00,96.51,11.77,87.73,,,,0.00,,,,18.57,4188.17,,,-66.39,,,,,,3451.98
Burundi,2014,7579.09,486.04,2688.92,102.61,11.05,71.42,,,,0.00,,,,14.90,4496.12,,,-106.88,,,,,,2503.84
Cambodia,1995,6421.98,861.28,2869.53,505.07,207.81,616.02,,,,0.00,,,,0.00,2801.76,,,-110.58,,,,,,1540.62
Cambodia,2000,7871.15,1149.32,3772.36,541.50,171.80,1398.61,,,,0.00,,,,0.00,3053.63,,,-104.16,,,,,,1660.45
Cambodia,2005,8273.03,1391.36,2936.86,361.02,146.22,655.37,,,,0.00,,,,0.00,4076.36,,,-131.55,,,,,,1774.25
Cambodia,2010,12772.39,1661.79,5420.59,467.66,127.55,1275.67,,,,0.00,,,,0.00,5796.23,,,-106.22,,,,,,3549.72
Cambodia,2014,16932.63,2211.66,7700.30,591.75,113.49,2138.65,,,,0.00,,,,0.00,7337.50,,,-316.83,,,,,,4856.41
Cameroon,1995,23515.18,3981.32,7375.09,1113.22,509.99,881.90,,,,464.89,,,,0.67,12770.19,,,-1076.98,,,,,,4869.98
Cameroon,2000,23950.67,3845.66,6910.91,1105.01,424.88,1064.16,,,,463.17,,,,0.41,13518.22,,,-787.72,,,,,,4316.86
Cameroon,2005,24219.94,3784.86,6967.12,779.81,354.76,1497.36,,,,603.60,,,,5.03,13329.32,,,-469.99,,,,,,4335.18
Cameroon,2010,26123.85,3599.86,10181.33,979.11,295.97,2573.26,,,,588.20,,,,18.72,11761.37,,,-25.63,,,,,,6332.99
Cameroon,2014,31397.89,3768.27,13025.13,1086.03,255.78,3586.54,,,,504.42,,,,27.77,14413.89,,,-341.58,,,,,,8096.78
Canada,1995,778812.18,137145.05,20175.21,2267.26,8498.77,3318.90,,,,7175.15,,,,1237.19,628814.30,,,-15734.71,,,,,,6090.27
Canada,2000,848542.15,150484.58,22104.31,2263.93,8102.26,4634.76,,,,8553.32,,,,920.97,669031.44,,,-2552.47,,,,,,7103.35
Canada,2005,891926.60,172935.20,19688.42,1711.18,7710.51,4219.94,,,,23859.40,,,,1420.88,679648.38,,,-5625.69,,,,,,6046.79
Canada,2010,949092.18,209506.37,21691.25,1028.73,7320.80,6338.68,,,,29685.08,,,,5349.87,691134.42,,,-8274.80,,,,,,7003.04
Canada,2014,1016593.09,229998.97,24523.26,919.44,7000.00,8573.70,,,,22421.46,,,,5493.77,730831.93,,,3323.71,,,,,,8030.11
Central African Republic,1995,15457.44,1542.59,12640.03,1138.82,506.15,4955.54,,,,0.00,,,,1.16,1603.79,,,-330.13,,,,,,6039.51
Central African Republic,2000,18188.63,1807.92,15292.93,1521.88,451.58,6534.18,,,,0.00,,,,0.17,1524.70,,,-437.10,,,,,,6785.31
Central African Republic,2005,18585.23,1865.42,15565.72,1306.57,413.44,6928.10,,,,0.00,,,,0.27,1542.20,,,-388.39,,,,,,6917.62
Central African Republic,2010,21421.75,2319.65,18104.63,1347.34,375.90,8123.60,,,,0.00,,,,2.67,1223.34,,,-228.55,,,,,,8257.79
Central African Republic,2014,21055.26,2432.60,17973.12,1260.80,346.81,7100.64,,,,0.00,,,,5.34,845.83,,,-201.63,,,,,,9264.86
Chad,1995,14555.82,2736.48,8172.33,1277.14,98.37,1143.56,,,,0.00,,,,0.00,3960.87,,,-313.86,,,,,,5653.26
Chad,2000,14644.94,2466.94,8373.56,1260.53,80.15,1153.75,,,,0.00,,,,0.00,4313.52,,,-509.08,,,,,,5879.13
Chad,2005,17914.14,1775.64,6099.04,834.38,64.48,932.68,,,,3105.94,,,,2.36,7553.36,,,-622.20,,,,,,4267.50
Chad,2010,18732.01,1704.56,5280.39,506.53,48.94,842.94,,,,4015.11,,,,2.28,8332.39,,,-602.72,,,,,,3881.98
Chad,2014,20076.87,1618.68,6017.28,433.86,38.91,954.30,,,,3953.02,,,,2.93,9099.10,,,-614.13,,,,,,4590.20
Chile,1995,109946.69,22260.86,11628.21,1644.00,4048.62,1528.70,,,,211.36,,,,9754.40,68747.40,,,-2655.54,,,,,,4406.89
Chile,2000,125165.64,27159.81,10508.87,1229.19,3857.60,1399.95,,,,126.16,,,,7523.02,83961.03,,,-4113.25,,,,,,4022.13
Chile,2005,150696.33,30015.66,9628.20,1421.98,3683.39,1095.83,,,,201.27,,,,15991.97,97885.92,,,-3026.70,,,,,,3426.99
Chile,2010,213796.81,37399.66,9818.06,1742.12,3525.62,1079.91,,,,214.34,,,,43902.82,124216.63,,,-1754.69,,,,,,3470.41
Chile,2014,237712.88,45095.99,10833.28,2024.71,3627.58,991.83,,,,316.23,,,,43963.12,139511.87,,,-2007.61,,,,,,4189.16
China,1995,30585.45,4632.77,4647.58,252.99,264.75,204.06,,,,433.13,,,,27.60,20975.36,,,-130.98,,,,,,3925.77
China,2000,40047.09,7048.13,5776.79,192.46,267.65,308.93,,,,317.04,,,,26.64,26798.89,,,79.61,,,,,,5007.74
China,2005,47465.16,11341.94,7149.15,143.96,282.71,511.73,,,,1123.75,,,,175.80,27112.96,,,561.55,,,,,,6210.75
China,2010,81791.59,19131.29,8774.10,230.28,286.33,657.99,,,,3069.10,,,,1395.32,48083.33,,,1338.45,,,,,,7599.49
China,2014,108171.81,28565.76,10577.48,258.40,289.39,849.61,,,,3029.10,,,,1526.59,63368.82,,,1104.06,,,,,,9180.08
Colombia,1995,117235.38,24491.96,15915.75,342.35,3633.23,2731.18,,,,1389.68,,,,88.62,76370.21,,,-1020.84,,,,,,9208.99
Colombia,2000,105177.17,17964.45,13676.11,205.32,3297.03,2352.72,,,,1025.78,,,,76.64,73535.19,,,-1101.00,,,,,,7821.05
Colombia,2005,105583.77,19169.59,12104.02,175.53,2998.00,2220.38,,,,1770.11,,,,215.99,73854.26,,,-1530.20,,,,,,6710.11
Colombia,2010,135559.37,23170.89,12260.13,197.71,2752.61,2372.11,,,,3246.04,,,,584.10,98081.77,,,-1783.55,,,,,,6937.69
Colombia,2014,155703.35,27857.00,11292.70,277.73,2639.89,2060.27,,,,3931.61,,,,708.16,114088.46,,,-2174.59,,,,,,6314.81
Comoros,1995,10738.13,5060.65,2770.94,324.67,56.72,10.44,,,,0.00,,,,0.00,3470.03,,,-563.49,,,,,,2379.10
Comoros,2000,9965.97,3502.53,3451.59,408.73,47.55,25.06,,,,0.00,,,,0.00,3702.63,,,-690.79,,,,,,2970.25
Comoros,2005,9438.54,3291.00,2816.77,298.05,39.29,122.67,,,,0.00,,,,0.00,3704.61,,,-373.85,,,,,,2356.76
Comoros,2010,7844.11,2049.26,2637.87,275.33,32.31,200.30,,,,0.00,,,,0.00,3348.82,,,-191.83,,,,,,2129.93
Comoros,2014,8835.67,2585.44,2898.07,268.75,28.11,300.91,,,,0.00,,,,0.00,3402.28,,,-50.12,,,,,,2300.30
Congo,1995,43953.12,15347.29,8646.45,3744.38,559.85,159.14,,,,8079.67,,,,38.28,19608.22,,,-7766.79,,,,,,4183.08
Congo,2000,44939.66,10389.09,7785.45,3212.41,488.15,230.41,,,,11715.28,,,,2.36,19628.80,,,-4581.34,,,,,,3854.48
Congo,2005,50830.15,11070.99,8389.51,2942.35,431.64,1094.35,,,,13180.51,,,,2.27,21900.88,,,-3714.00,,,,,,3921.17
Congo,2010,54866.60,9199.90,10913.82,2171.23,370.88,2780.36,,,,13363.42,,,,6.40,24462.22,,,-3079.15,,,,,,5591.36
Congo,2014,68779.18,15400.83,15291.45,2187.96,333.83,5875.03,,,,17539.36,,,,12.10,25906.01,,,-5370.56,,,,,,6894.63
Costa Rica,1995,101569.36,16057.98,24410.79,1968.53,3690.56,3000.98,,,,0.00,,,,0.00,62502.29,,,-1401.70,,,,,,15750.71
Costa Rica,2000,105265.15,17317.45,23242.99,1658.08,3175.22,3083.20,,,,0.00,,,,0.00,66319.13,,,-1614.43,,,,,,15326.50
Costa Rica,2005,128954.34,19302.24,22494.10,1082.72,3076.25,3117.26,,,,0.00,,,,2.00,88859.77,,,-1703.78,,,,,,15217.87
Costa Rica,2010,160314.11,22327.90,24032.31,1844.94,3006.52,3378.27,,,,0.00,,,,31.98,116470.17,,,-2548.24,,,,,,15802.59
Costa Rica,2014,166985.41,24681.26,24127.88,1708.68,3005.54,3849.74,,,,0.00,,,,32.22,122639.85,,,-4495.80,,,,,,15563.92
Cote d'Ivoire,1995,26368.67,4932.52,14913.72,1403.98,236.33,2727.95,,,,41.84,,,,6.14,9570.98,,,-3096.54,,,,,,10545.47
Cote d'Ivoire,2000,22669.84,5350.14,9045.32,1330.94,207.15,1192.84,,,,137.78,,,,2.61,9932.29,,,-1798.30,,,,,,6314.39
Cote d'Ivoire,2005,17835.21,4485.76,6765.70,833.64,190.11,741.54,,,,130.53,,,,8.98,7261.14,,,-816.89,,,,,,5000.41
Cote d'Ivoire,2010,19318.34,3508.74,8072.80,842.71,171.20,1173.97,,,,357.49,,,,56.39,7748.91,,,-425.97,,,,,,5884.91
Cote d'Ivoire,2014,24484.68,4390.52,10379.55,1006.47,155.53,1661.25,,,,421.56,,,,214.41,8986.18,,,92.44,,,,,,7556.31
Croatia,1995,97942.96,37052.16,5331.86,499.63,1614.39,347.82,,,,609.09,,,,0.50,54634.14,,,315.22,,,,,,2870.02
Croatia,2000,123127.30,44769.11,6925.50,638.26,1718.98,1417.20,,,,537.91,,,,0.00,73624.00,,,-2729.21,,,,,,3151.06
Croatia,2005,145949.72,51423.33,7508.22,584.87,1729.15,2460.20,,,,726.21,,,,0.00,93619.11,,,-7327.15,,,,,,2734.01
Croatia,2010,148696.66,56943.89,8276.15,744.85,1754.16,3168.89,,,,954.32,,,,0.09,95231.89,,,-12709.67,,,,,,2608.25
Croatia,2014,147544.62,58766.00,8242.44,974.04,1829.93,2758.77,,,,1156.01,,,,0.37,90548.63,,,-11168.82,,,,,,2679.70
Democratic Republic of Congo,1995,18298.14,3963.48,11361.76,2233.41,551.25,2872.25,,,,94.42,,,,151.67,3676.50,,,-949.69,,,,,,5704.86
Democratic Republic of Congo,2000,11662.80,1500.84,7661.20,2301.70,479.21,1427.95,,,,84.96,,,,35.87,2586.35,,,-206.43,,,,,,3452.34
Democratic Republic of Congo,2005,8494.38,1640.79,4396.23,1554.76,406.45,598.07,,,,85.71,,,,56.78,2629.76,,,-314.89,,,,,,1836.95
Democratic Republic of Congo,2010,9009.07,780.67,4838.39,1646.43,342.28,857.88,,,,111.35,,,,563.38,2816.26,,,-100.98,,,,,,1991.80
Democratic Republic of Congo,2014,12256.00,2369.29,5219.14,1525.38,298.99,1291.75,,,,111.73,,,,1374.04,3300.76,,,-118.96,,,,,,2103.02
Denmark,1995,663278.10,204637.48,11620.74,255.67,1186.14,608.25,,,,1874.95,,,,0.00,458833.24,,,-13688.30,,,,,,9570.67
Denmark,2000,714585.28,230629.73,9977.68,216.97,1206.11,824.54,,,,2700.07,,,,0.00,479567.19,,,-8289.39,,,,,,7730.05
Denmark,2005,799289.91,253682.82,8443.99,139.81,1131.92,832.80,,,,6421.50,,,,63.96,528761.98,,,1915.67,,,,,,6339.45
Denmark,2010,819306.51,265400.35,8489.25,224.32,1164.05,968.12,,,,7889.23,,,,0.00,530270.95,,,7256.73,,,,,,6132.77
Denmark,2014,854330.87,273019.31,9343.76,246.47,1183.42,1054.88,,,,6917.58,,,,0.00,538947.02,,,26103.20,,,,,,6858.98
Djibouti,1995,15017.78,4264.42,4107.28,5.41,9.52,0.00,,,,0.00,,,,0.00,6128.47,,,517.61,,,,,,4092.35
Djibouti,2000,21318.19,9475.36,3455.71,4.63,8.71,0.00,,,,0.00,,,,0.00,8118.02,,,269.10,,,,,,3442.36
Djibouti,2005,16679.67,4440.46,3260.57,3.65,8.09,4.91,,,,0.00,,,,0.00,8740.33,,,238.31,,,,,,3243.92
Djibouti,2010,27357.10,10182.70,5684.52,5.22,7.58,20.16,,,,0.00,,,,0.00,11465.49,,,24.39,,,,,,5651.57
Djibouti,2014,22913.61,6035.88,5437.05,6.87,7.18,34.45,,,,0.00,,,,0.00,12096.85,,,-656.17,,,,,,5388.54
Dominican Republic,1995,50740.26,9420.17,5714.49,10.26,573.01,1439.43,,,,0.00,,,,156.54,36323.18,,,-874.11,,,,,,3691.78
Dominican Republic,2000,64407.68,13037.03,4372.95,12.01,605.83,903.88,,,,0.00,,,,210.89,47868.71,,,-1081.90,,,,,,2851.23
Dominican Republic,2005,70798.94,17836.98,4189.44,13.47,624.30,850.57,,,,0.00,,,,468.16,49763.80,,,-1459.44,,,,,,2701.10
Dominican Republic,2010,81697.30,20501.86,4766.63,24.33,640.83,1062.95,,,,0.00,,,,111.69,58977.84,,,-2660.72,,,,,,3038.51
Dominican Republic,2014,97257.29,21807.83,5039.12,42.32,654.10,1055.33,,,,0.00,,,,1179.55,73054.90,,,-3824.10,,,,,,3287.36
Ecuador,1995,54361.25,12380.69,6242.35,801.74,2311.23,999.99,,,,3497.20,,,,0.44,34918.46,,,-2677.88,,,,,,2129.38
Ecuador,2000,66137.76,16158.24,9502.40,815.08,2027.21,2855.94,,,,5463.41,,,,0.12,38819.24,,,-3805.65,,,,,,3804.16
Ecuador,2005,76299.26,15259.71,12558.73,284.83,1810.44,4018.02,,,,7709.76,,,,10.91,42746.94,,,-1986.78,,,,,,6445.44
Ecuador,2010,95493.73,18409.49,12688.00,413.46,1615.88,4195.59,,,,13483.48,,,,67.43,51678.91,,,-833.58,,,,,,6463.08
Ecuador,2014,102451.21,20469.26,15447.01,556.55,1480.57,6822.69,,,,14410.88,,,,148.64,52696.45,,,-721.03,,,,,,6587.21
Egypt,1995,27391.07,5593.52,5591.08,1.38,0.93,206.07,,,,1668.14,,,,16.02,14681.72,,,-159.41,,,,,,5382.71
Egypt,2000,28622.75,4362.84,5600.00,1.18,0.97,389.12,,,,1407.39,,,,17.56,17635.72,,,-400.77,,,,,,5208.72
Egypt,2005,32246.54,5420.45,6341.97,1.32,1.01,553.83,,,,2847.67,,,,36.17,17716.58,,,-116.30,,,,,,5785.81
Egypt,2010,38784.54,6436.83,7980.15,1.58,0.96,839.20,,,,4977.13,,,,210.06,19873.54,,,-693.18,,,,,,7138.41
Egypt,2014,38469.82,5604.55,6850.43,1.66,0.91,959.02,,,,4073.68,,,,304.77,22591.21,,,-954.82,,,,,,5888.84
