Entity,Year,Cropland (HYDE (2017)),Grazing (HYDE (2017)),Total Irrigated Area (HYDE (2017)),Irrigated Non-rice Crops (HYDE (2017)),Irrigated Rice (HYDE (2017)),Pastureland (HYDE (2017)),Rangeland (HYDE (2017)),Total Rainfed Area (HYDE (2017)),Rainfed Non-rice Crops (HYDE (2017)),Total Rice Area (HYDE (2017)),Built-up Area (HYDE (2017)),Total population (HYDE (2017)),Urban population (HYDE (2017)),Rural Population (HYDE (2017)),Agricultural area (crops & grazing) (HYDE (2017)),Cropland per capita (HYDE (2017)),Grazing land per capita (HYDE (2017)),Agricultural land per capita (HYDE (2017))
Europe (excl. Russia),-3000,7385877.7,2544001.5,,,,,,,,,1444,,,,9929879.2,1.673017344,,2.249273655
Europe (excl. Russia),-2000,14809414.6,5303887.4,,,,,,,,,4496,,,,20113302,1.591544132,,2.16154444
Europe (excl. Russia),-1000,24993724.3,9668756.9,,,,,,,,,9781,,,,34662481.2,1.506176815,,2.088837378
Europe (excl. Russia),0,46435539.2,21276659.3,,,,,,,,,32812,,,,67712198.5,1.255121336,,1.830215101
Europe (excl. Russia),100,49297221.5,22110637.5,,,,,,,,,36103,,,,71407859,1.270109668,,1.839775333
Europe (excl. Russia),200,50284096.5,22785713,,,,,,,,,39616,,,,73069809.5,1.239524367,,1.801201885
Europe (excl. Russia),300,46564574.5,21312697.1,,,,,,,,,42562,,,,67877271.6,1.208363294,,1.761433544
Europe (excl. Russia),400,42643543.3,19899719.8,,,,,,,,,47798,,,,62543263.1,1.167953876,,1.712982573
Europe (excl. Russia),500,36919733.3,17501818.8,,,,,,,,,45460,,,,54421552.1,1.146163316,,1.689502633
Europe (excl. Russia),600,31879526.8,15108763.7,,,,,,,,,38255,,,,46988290.5,1.148135767,,1.692275336
Europe (excl. Russia),700,34635923,22983806.1,,,,,,,,,52701,,,,57619729.1,1.139694362,,1.895976048
Europe (excl. Russia),800,38255088.2,34886737.1,,,,,,,,,66890,,,,73141825.3,1.14831388,,2.195519005
Europe (excl. Russia),900,43517141,50079375.9,,,,,,,,,128824,,,,93596516.9,1.172764143,,2.522377077
Europe (excl. Russia),1000,48283868,58585961.3,,,,,,,,,133472,,,,106869829.3,1.175607953,,2.602049638
Europe (excl. Russia),1100,53076049,84231900,,,,,,,,,162106,,,,137307949,1.150002494,,2.975061007
Europe (excl. Russia),1200,71091274,97059670,,,,,,,,,212019,,,,168150944,1.138537422,,2.692962604
Europe (excl. Russia),1300,87416644,101869973,,,,,,,,,305289,,,,189286617,1.03299423,,2.236782085
Europe (excl. Russia),1400,61505630,81005550,,,,,,,,,227542,,,,142511180,1.01403355,,2.349559182
Europe (excl. Russia),1500,74833432,81938943,,,,,,,,,299823,,,,156772375,0.96803091,,2.027977346
Europe (excl. Russia),1600,88218851,87558972,,,,,,,,,401970,,,,175777823,0.881733888,,1.756872387
Europe (excl. Russia),1700,94342023,97256220,,,,,,,,,434914,,,,191598243,0.833320368,,1.692381754
Europe (excl. Russia),1710,97718190,96999336,,,,,,,,,472941,,,,194717526,0.812324683,,1.618673582
Europe (excl. Russia),1720,100372446,94765263,,,,,,,,,499378,,,,195137709,0.800417042,,1.556119773
Europe (excl. Russia),1730,103153845,92070516,,,,,,,,,529584,,,,195224361,0.789054257,,1.493328854
Europe (excl. Russia),1740,106020414,88876318,,,,,,,,,560988,,,,194896732,0.778875856,,1.431803114
Europe (excl. Russia),1750,111204377,85181486,,,,,,,,,591520,,,,196385863,0.785373676,,1.386962378
Europe (excl. Russia),1760,113719625,85732164,,,,,,,,,621092,,,,199451789,0.772553385,,1.354974173
Europe (excl. Russia),1770,116232583,86142009,,,,,,,,,668731,,,,202374592,0.760140386,,1.323493779
Europe (excl. Russia),1780,118890410,86719521,,,,,,,,,718353,,,,205609931,0.74703827,,1.291933362
Europe (excl. Russia),1790,121434600,87366326,,,,,,,,,771860,,,,208800926,0.731926444,,1.258512148
Europe (excl. Russia),1800,124584120,87630133,,,,,,,,,826108,,,,212214253,0.722316258,,1.230379964
Europe (excl. Russia),1810,127649180,89381151,,,,,,,,,890532,,,,217030331,0.707512016,,1.202918554
Europe (excl. Russia),1820,132801460,92820356,,,,,,,,,985070,,,,225621816,0.690053877,,1.172360672
Europe (excl. Russia),1830,138346930,96662580,,,,,,,,,1091356,,,,235009510,0.662753478,,1.12581732
Europe (excl. Russia),1840,145587090,100328628,,,,,,,,,1207322,,,,245915718,0.645435163,,1.090224768
Europe (excl. Russia),1850,153082790,103252977,,,,,,,,,1329863,,,,256335767,0.640990786,,1.073333357
Europe (excl. Russia),1860,158723770,106294911,,,,,,,,,1508538,,,,265018681,0.621742086,,1.038113369
Europe (excl. Russia),1870,165997960,108594634,,,,,,,,,1703220,,,,274592594,0.608830309,,1.007122581
Europe (excl. Russia),1880,174279630,111895912,,,,,,,,,1983701,,,,286175542,0.587221022,,0.964245186
Europe (excl. Russia),1890,182374550,113688988,,,,,,,,,2304425,,,,296063538,0.568119109,,0.922274261
Europe (excl. Russia),1900,192746720,115619844,,,,,,,,,2716653,,,,308366564,0.552040369,,0.883183858
Europe (excl. Russia),1910,203164920,119404328,,,,,,,,,3285226,,,,322569248,0.529878792,,0.841299785
Europe (excl. Russia),1920,203967160,117751396,,,,,,,,,3427468,,,,321718556,0.519620642,,0.819600581
Europe (excl. Russia),1930,210591690,118811806,,,,,,,,,3717983,,,,329403496,0.501412216,,0.784299403
Europe (excl. Russia),1940,216635390,118903442,,,,,,,,,3993341,,,,335538832,0.487554991,,0.755156543
Europe (excl. Russia),1950,220706920,117536720,,,,,,,,,4316699,,,,338243640,0.469264147,,0.719169174
Europe (excl. Russia),1960,230206860,111415752,,,,,,,,,5042702,,,,341622612,0.445630252,,0.661306838
Europe (excl. Russia),1970,225310000,110385590,,,,,,,,,6017180,,,,335695590,0.399039151,,0.594539448
Europe (excl. Russia),1980,221070550,107508150,,,,,,,,,6871882,,,,328578700,0.36871048,,0.548016958
Europe (excl. Russia),1990,217475520,106773840,,,,,,,,,7506299,,,,324249360,0.347184025,,0.517640781
Europe (excl. Russia),2000,204095310,104103870,,,,,,,,,7948930,,,,308199180,0.317393677,,0.479288187
Europe (excl. Russia),2001,201061120,105346680,,,,,,,,,8019860,,,,306407800,0.311525767,,0.474750787
Europe (excl. Russia),2002,199659830,104951110,,,,,,,,,8089027,,,,304610940,0.308222936,,0.4702402
Europe (excl. Russia),2003,196782380,104455080,,,,,,,,,8158934,,,,301237460,0.302673718,,0.46333753
Europe (excl. Russia),2004,197714070,103357820,,,,,,,,,8229558,,,,301071890,0.303002335,,0.461401082
Europe (excl. Russia),2005,196236800,103732610,,,,,,,,,8308882,,,,299969410,0.299649925,,0.458047682
Europe (excl. Russia),2006,196213140,103339270,,,,,,,,,8381289,,,,299552410,0.298534011,,0.455762456
Europe (excl. Russia),2007,193883680,102665810,,,,,,,,,8454268,,,,296549490,0.293929157,,0.449571319
Europe (excl. Russia),2008,194456030,102421920,,,,,,,,,8532277,,,,296877950,0.293743613,,0.448461288
Europe (excl. Russia),2009,193888460,101286930,,,,,,,,,8612188,,,,295175390,0.291841602,,0.444299051
Europe (excl. Russia),2010,192846290,101417930,,,,,,,,,8687726,,,,294264220,0.28924084,,0.441352697
Europe (excl. Russia),2011,191695700,100704970,,,,,,,,,8781266,,,,292400670,0.286590582,,0.437147407
Europe (excl. Russia),2012,191823500,99826750,,,,,,,,,8868745,,,,291650250,0.285860062,,0.434624322
Europe (excl. Russia),2013,190362010,99391330,,,,,,,,,8960969,,,,289753340,0.282773282,,0.43041415
Europe (excl. Russia),2014,189377350,98910750,,,,,,,,,9050156,,,,288288100,0.280413938,,0.426872598
Europe (excl. Russia),2015,188468260,98146880,,,,,,,,,9149639,,,,286615140,0.278180204,,0.423045547
Europe (excl. Russia),2016,187422520,97586850,,,,,,,,,9239378,,,,285009370,0.275761069,,0.41934389
Greenland,-10000,0,0,,,,,,,,,0,,,,0,,,
Greenland,-9000,0,0,,,,,,,,,0,,,,0,,,
Greenland,-8000,0,0,,,,,,,,,0,,,,0,,,
Greenland,-7000,0,0,,,,,,,,,0,,,,0,,,
Greenland,-6000,0,0,,,,,,,,,0,,,,0,,,
Greenland,-5000,0,0,,,,,,,,,0,,,,0,,,
Greenland,-4000,0,0,,,,,,,,,0,,,,0,,,
Greenland,-3000,0,0,,,,,,,,,0,,,,0,,,
Greenland,-2000,0,0,,,,,,,,,0,,,,0,,,
Greenland,-1000,0,0,,,,,,,,,0,,,,0,,,
Greenland,0,0,0,,,,,,,,,0,,,,0,,,
Greenland,100,0,0,,,,,,,,,0,,,,0,,,
Greenland,200,0,0,,,,,,,,,0,,,,0,,,
Greenland,300,0,0,,,,,,,,,0,,,,0,,,
Greenland,400,0,0,,,,,,,,,0,,,,0,,,
Greenland,500,0,0,,,,,,,,,0,,,,0,,,
Greenland,600,0,0,,,,,,,,,0,,,,0,,,
Greenland,700,0,0,,,,,,,,,0,,,,0,,,
Greenland,800,0,0,,,,,,,,,0,,,,0,,,
Greenland,900,0,0,,,,,,,,,0,,,,0,,,
Greenland,1000,0,0,,,,,,,,,0,,,,0,0,,0
Greenland,1100,0,0,,,,,,,,,0,,,,0,0,,0
Greenland,1200,0,0,,,,,,,,,0,,,,0,0,,0
Greenland,1300,0,0,,,,,,,,,1,,,,0,0,,0
Greenland,1400,0,0,,,,,,,,,1,,,,0,0,,0
Greenland,1500,0,0,,,,,,,,,1,,,,0,0,,0
Greenland,1600,0,0,,,,,,,,,2,,,,0,0,,0
Greenland,1700,0,0,,,,,,,,,2,,,,0,0,,0
Greenland,1710,0,0,,,,,,,,,3,,,,0,0,,0
Greenland,1720,0,0,,,,,,,,,4,,,,0,0,,0
Greenland,1730,0,0,,,,,,,,,5,,,,0,0,,0
Greenland,1740,0,0,,,,,,,,,6,,,,0,0,,0
Greenland,1750,0,0,,,,,,,,,9,,,,0,0,,0
Greenland,1760,0,0,,,,,,,,,12,,,,0,0,,0
Greenland,1770,0,0,,,,,,,,,16,,,,0,0,,0
Greenland,1780,0,0,,,,,,,,,21,,,,0,0,,0
Greenland,1790,0,0,,,,,,,,,27,,,,0,0,,0
Greenland,1800,0,0,,,,,,,,,34,,,,0,0,,0
Greenland,1810,0,0,,,,,,,,,43,,,,0,0,,0
Greenland,1820,0,0,,,,,,,,,52,,,,0,0,,0
Greenland,1830,0,0,,,,,,,,,63,,,,0,0,,0
Greenland,1840,0,0,,,,,,,,,74,,,,0,0,,0
Greenland,1850,0,0,,,,,,,,,87,,,,0,0,,0
Greenland,1860,0,0,,,,,,,,,103,,,,0,0,,0
Greenland,1870,0,0,,,,,,,,,123,,,,0,0,,0
Greenland,1880,0,0,,,,,,,,,150,,,,0,0,,0
Greenland,1890,0,0,,,,,,,,,187,,,,0,0,,0
Greenland,1900,0,0,,,,,,,,,242,,,,0,0,,0
Greenland,1910,0,0,,,,,,,,,321,,,,0,0,,0
Greenland,1920,0,0,,,,,,,,,369,,,,0,0,,0
Greenland,1930,0,0,,,,,,,,,427,,,,0,0,,0
Greenland,1940,0,0,,,,,,,,,497,,,,0,0,,0
Greenland,1950,0,0,,,,,,,,,580,,,,0,0,,0
Greenland,1960,0,0,,,,,,,,,934,,,,0,0,,0
Greenland,1970,0,0,,,,,,,,,1696,,,,0,0,,0
Greenland,1980,0,0,,,,,,,,,1974,,,,0,0,,0
Greenland,1990,0,0,,,,,,,,,2355,,,,0,0,,0
Greenland,2000,0,0,,,,,,,,,2514,,,,0,0,,0
Greenland,2001,0,0,,,,,,,,,2534,,,,0,0,,0
Greenland,2002,0,0,,,,,,,,,2554,,,,0,0,,0
Greenland,2003,0,0,,,,,,,,,2574,,,,0,0,,0
Greenland,2004,0,0,,,,,,,,,2595,,,,0,0,,0
Greenland,2005,0,0,,,,,,,,,2615,,,,0,0,,0
Greenland,2006,0,0,,,,,,,,,2635,,,,0,0,,0
Greenland,2007,0,0,,,,,,,,,2656,,,,0,0,,0
Greenland,2008,0,0,,,,,,,,,2676,,,,0,0,,0
Greenland,2009,0,0,,,,,,,,,2697,,,,0,0,,0
Greenland,2010,0,0,,,,,,,,,2718,,,,0,0,,0
Greenland,2011,0,0,,,,,,,,,2731,,,,0,0,,0
Greenland,2012,0,0,,,,,,,,,2744,,,,0,0,,0
Greenland,2013,0,0,,,,,,,,,2757,,,,0,0,,0
Greenland,2014,0,0,,,,,,,,,2770,,,,0,0,,0
Greenland,2015,0,0,,,,,,,,,2784,,,,0,0,,0
Greenland,2016,0,0,,,,,,,,,2797,,,,0,0,,0
India,-10000,0,0,,,,,,,,,5,,,,0,0,,0
India,-9000,0,0,,,,,,,,,14,,,,0,0,,0
India,-8000,0,0,,,,,,,,,38,,,,0,0,,0
India,-7000,1440736,0,,,,,,,,,99,,,,1440736,2.218844662,,2.218844662
India,-6000,2581365,0,,,,,,,,,259,,,,2581365,2.017151569,,2.017151569
India,-5000,4625072,0,,,,,,,,,681,,,,4625072,1.833792402,,1.833792402
India,-4000,8286811,0,,,,,,,,,5694,,,,8286811,1.667118846,,1.667118846
India,-3000,14847650,85946.87,,,,,,,,,12079,,,,14933596.87,1.515592608,,1.524365744
India,-2000,26602490,171894.2,,,,,,,,,25496,,,,26774384.2,1.377805527,,1.386708332
India,-1000,47663680,343800.1,,,,,,,,,53582,,,,48007480.1,1.252555505,,1.26159024
India,0,85397760,687627.3,,,,,,,,,112169,,,,86085387.3,1.138668743,,1.147837365
India,100,81516850,1375257,,,,,,,,,124672,,,,82892107,1.035165415,,1.052629516
India,200,77635280,1440747,,,,,,,,,137831,,,,79076027,0.941060708,,0.95852481
India,300,73786520,1506244,,,,,,,,,151648,,,,75292764,0.855516833,,0.872980959
India,400,69995380,1571732,,,,,,,,,166121,,,,71567112,0.777749051,,0.795213248
India,500,66284050,1637204,,,,,,,,,181250,,,,67921254,0.707046097,,0.724510007
India,600,62668630,1702703,,,,,,,,,197036,,,,64371333,0.642772373,,0.66023646
India,700,59162840,1768201,,,,,,,,,213479,,,,60931041,0.584336985,,0.601801076
India,800,55777060,1833684,,,,,,,,,230578,,,,57610744,0.531220922,,0.548684935
India,900,52518050,1899134,,,,,,,,,248334,,,,54417184,0.482935744,,0.500399448
India,1000,49390060,1964635,,,,,,,,,266746,,,,51354695,0.439032434,,0.456496241
India,1100,46396860,2030116,,,,,,,,,285815,,,,48426976,0.399119847,,0.41658352
India,1200,43539710,2095599,,,,,,,,,338622,,,,45635309,0.362836662,,0.380300263
India,1300,40818630,2161099,,,,,,,,,325923,,,,42979729,0.329854659,,0.347318463
India,1400,38232490,2226600,,,,,,,,,333401,,,,40459090,0.299866383,,0.317330128
India,1500,35779110,2292074,,,,,,,,,340738,,,,38071184,0.272606689,,0.290070363
India,1600,33456680,2357619,,,,,,,,,347934,,,,35814299,0.2478277,,0.265291575
India,1700,37173670,2881480,,,,,,,,,422148,,,,40055150,0.225295666,,0.242759235
India,1710,39971430,2945504,,,,,,,,,428356,,,,42916934,0.236986739,,0.254450347
India,1720,42979580,3009540,,,,,,,,,434426,,,,45989120,0.249400574,,0.266864239
India,1730,46214320,3073571,,,,,,,,,440356,,,,49287891,0.262583557,,0.280047174
India,1740,49692340,3137603,,,,,,,,,446148,,,,52829943,0.276582507,,0.294046086
India,1750,53432210,3201633,,,,,,,,,451799,,,,56633843,0.291451508,,0.308915145
India,1760,57454180,3265652,,,,,,,,,457305,,,,60719832,0.307244397,,0.324707936
India,1770,61777980,3329682,,,,,,,,,466246,,,,65107662,0.324013472,,0.341477005
India,1780,66427580,3393709,,,,,,,,,438691,,,,69821289,0.341826493,,0.359290018
India,1790,71427070,3457714,,,,,,,,,446875,,,,74884784,0.36074511,,0.378208425
India,1800,76803560,3521742,,,,,,,,,417057,,,,80325302,0.380848285,,0.398311661
India,1810,82584040,3585778,,,,,,,,,424319,,,,86169818,0.402200334,,0.419663771
India,1820,88800300,3579985,,,,,,,,,384602,,,,92380285,0.433176421,,0.450639933
India,1830,95483990,3772093,,,,,,,,,351721,,,,99256083,0.442061015,,0.459524626
India,1840,102670400,3702238,,,,,,,,,355654,,,,106372638,0.484295185,,0.501758602
India,1850,110398400,4051473,,,,,,,,,429525,,,,114449873,0.475859377,,0.493322777
India,1860,111988700,4261045,,,,,,,,,487173,,,,116249745,0.458972377,,0.476435763
India,1870,113601500,4470611,,,,,,,,,475215,,,,118072111,0.443757939,,0.461221346
India,1880,115297400,4491619,,,,,,,,,506863,,,,119789019,0.448279439,,0.465742976
India,1890,117001400,4883220,,,,,,,,,570717,,,,121884620,0.418419388,,0.435882717
India,1900,118702900,4968369,,,,,,,,,642368,,,,123671269,0.417232923,,0.434696414
India,1910,120405200,4611164,,,,,,,,,688684,,,,125016364,0.455997118,,0.473460463
India,1920,122108400,4640556,,,,,,,,,688704,,,,126748956,0.461218185,,0.478746126
India,1930,130853100,5131477,,,,,,,,,688710,,,,135984577,0.449943935,,0.467588736
India,1940,139598600,5815059,,,,,,,,,688713,,,,145413659,0.421740251,,0.439308081
India,1950,148343200,6673680,,,,,,,,,693194,,,,155016880,0.398922068,,0.416868817
India,1960,157089000,13921340,,,,,,,,,767696,,,,171010340,0.35039476,,0.381446996
India,1970,161064300,12990330,,,,,,,,,938295,,,,174054630,0.290792067,,0.31424534
India,1980,164181300,12100420,,,,,,,,,1241922,,,,176281720,0.23452415,,0.251808949
India,1990,165334600,11602310,,,,,,,,,1560378,,,,176936910,0.189216342,,0.202494547
India,2000,167754000,10845350,,,,,,,,,1886393,,,,178599350,0.159175189,,0.169465917
India,2001,169791600,10662340,,,,,,,,,1921370,,,,180453940,0.158539482,,0.168495227
India,2002,169537400,10528290,,,,,,,,,1956574,,,,180065690,0.155818615,,0.165494967
India,2003,169869700,10450330,,,,,,,,,1992200,,,,180320030,0.153713212,,0.1631696
India,2004,169663400,10484340,,,,,,,,,2027964,,,,180147740,0.151191166,,0.160534015
India,2005,169446400,10452310,,,,,,,,,2064047,,,,179898710,0.148734236,,0.157908915
India,2006,169524100,10444340,,,,,,,,,2100780,,,,179968440,0.146605966,,0.155638325
India,2007,169287800,10418340,,,,,,,,,2137681,,,,179706140,0.144271756,,0.153150554
India,2008,169323800,10362350,,,,,,,,,2175066,,,,179686150,0.142233114,,0.150937557
India,2009,169626400,10344300,,,,,,,,,2212619,,,,179970700,0.140472999,,0.149039442
India,2010,169235900,10339300,,,,,,,,,2250877,,,,179575200,0.138195707,,0.146638637
India,2011,169377500,10301320,,,,,,,,,2310998,,,,179678820,0.136489331,,0.144790435
India,2012,169003500,10300330,,,,,,,,,2372223,,,,179303830,0.134417789,,0.142610209
India,2013,169047000,10279430,,,,,,,,,2434119,,,,179326430,0.132726385,,0.140797227
India,2014,168840900,10262340,,,,,,,,,2496823,,,,179103240,0.130884459,,0.138839764
India,2015,168764600,10243770,,,,,,,,,2560400,,,,179008370,0.129188454,,0.137030008
India,2016,168590000,10231450,,,,,,,,,2625021,,,,178821450,0.127459352,,0.13519465
Latin America and the Caribbean (excl. Brazil),-10000,0,0,,,,,,,,,0,,,,0,0,,0
Latin America and the Caribbean (excl. Brazil),-9000,0,0,,,,,,,,,0,,,,0,0,,0
Latin America and the Caribbean (excl. Brazil),-8000,0,0,,,,,,,,,0,,,,0,0,,0
Latin America and the Caribbean (excl. Brazil),-7000,0,0,,,,,,,,,0,,,,0,0,,0
Latin America and the Caribbean (excl. Brazil),-6000,27757.26,0,,,,,,,,,0,,,,27757.26,0.008058584,,0.008058584
Latin America and the Caribbean (excl. Brazil),-5000,318058.01,0,,,,,,,,,0,,,,318058.01,0.075865837,,0.075865837
Latin America and the Caribbean (excl. Brazil),-4000,1091133.2,0,,,,,,,,,0,,,,1091133.2,0.213334496,,0.213334496
Latin America and the Caribbean (excl. Brazil),-3000,3764848.9,0,,,,,,,,,0,,,,3764848.9,0.602016627,,0.602016627
Latin America and the Caribbean (excl. Brazil),-2000,5414913.7,0,,,,,,,,,0,,,,5414913.7,0.706608555,,0.706608555
Latin America and the Caribbean (excl. Brazil),-1000,6227657.5,0,,,,,,,,,0,,,,6227657.5,0.658491836,,0.658491836
Latin America and the Caribbean (excl. Brazil),0,7124872.6,0,,,,,,,,,0,,,,7124872.6,0.607594409,,0.607594409
Latin America and the Caribbean (excl. Brazil),100,7557522.6,0,,,,,,,,,0,,,,7557522.6,0.6078488,,0.6078488
Latin America and the Caribbean (excl. Brazil),200,8014401.5,0,,,,,,,,,0,,,,8014401.5,0.607889874,,0.607889874
Latin America and the Caribbean (excl. Brazil),300,8498467.5,0,,,,,,,,,0,,,,8498467.5,0.607724258,,0.607724258
Latin America and the Caribbean (excl. Brazil),400,9011528.5,0,,,,,,,,,0,,,,9011528.5,0.607377539,,0.607377539
Latin America and the Caribbean (excl. Brazil),500,9555250.4,0,,,,,,,,,2,,,,9555250.4,0.606785175,,0.606785175
Latin America and the Caribbean (excl. Brazil),600,10131503.7,0,,,,,,,,,6,,,,10131503.7,0.605938538,,0.605938538
Latin America and the Caribbean (excl. Brazil),700,10742338,0,,,,,,,,,18,,,,10742338,0.604776889,,0.604776889
Latin America and the Caribbean (excl. Brazil),800,11389708,0,,,,,,,,,60,,,,11389708,0.603239229,,0.603239229
Latin America and the Caribbean (excl. Brazil),900,12864135,0,,,,,,,,,202,,,,12864135,0.596432542,,0.596432542
Latin America and the Caribbean (excl. Brazil),1000,14336070,0,,,,,,,,,685,,,,14336070,0.590266943,,0.590266943
Latin America and the Caribbean (excl. Brazil),1100,15871529,0,,,,,,,,,2289,,,,15871529,0.58220197,,0.58220197
Latin America and the Caribbean (excl. Brazil),1200,17407428,0,,,,,,,,,8620,,,,17407428,0.574765961,,0.574765961
Latin America and the Caribbean (excl. Brazil),1300,18946806,0,,,,,,,,,29523,,,,18946806,0.567378003,,0.567378003
Latin America and the Caribbean (excl. Brazil),1400,20483108,0,,,,,,,,,35607,,,,20483108,0.55937495,,0.55937495
Latin America and the Caribbean (excl. Brazil),1500,25231490,59999.99,,,,,,,,,43139,,,,25291489.99,0.630348228,,0.631847184
Latin America and the Caribbean (excl. Brazil),1600,8992269,15729540.5,,,,,,,,,12349,,,,24721809.5,1.080075108,,2.969374145
Latin America and the Caribbean (excl. Brazil),1700,9127356.5,28473371.2,,,,,,,,,16187,,,,37600727.7,0.830521194,,3.421385072
Latin America and the Caribbean (excl. Brazil),1710,9692048.1,29855922.3,,,,,,,,,18549,,,,39547970.4,0.843445559,,3.44164202
Latin America and the Caribbean (excl. Brazil),1720,10281277.9,31234549.6,,,,,,,,,21284,,,,41515827.5,0.856362818,,3.457995336
Latin America and the Caribbean (excl. Brazil),1730,10896628,32618209.7,,,,,,,,,24445,,,,43514837.7,0.869199548,,3.471080895
Latin America and the Caribbean (excl. Brazil),1740,11540178.8,34009412,,,,,,,,,28101,,,,45549590.8,0.881887032,,3.480846712
Latin America and the Caribbean (excl. Brazil),1750,12214022.1,35411048.9,,,,,,,,,32316,,,,47625071,0.894324753,,3.487162502
Latin America and the Caribbean (excl. Brazil),1760,12920840,36831826.5,,,,,,,,,37177,,,,49752666.5,0.906387802,,3.490114421
Latin America and the Caribbean (excl. Brazil),1770,13663615,38269584.9,,,,,,,,,42602,,,,51933199.9,0.917922985,,3.488877421
Latin America and the Caribbean (excl. Brazil),1780,14453069,39739591.1,,,,,,,,,48615,,,,54192660.1,0.928394429,,3.481071302
Latin America and the Caribbean (excl. Brazil),1790,15284587,41244273,,,,,,,,,55097,,,,56528860,0.938048406,,3.469299304
Latin America and the Caribbean (excl. Brazil),1800,16162823,42786669,,,,,,,,,61844,,,,58949492,0.946675459,,3.452740738
Latin America and the Caribbean (excl. Brazil),1810,15776879,44968670,,,,,,,,,70063,,,,60745549,0.879170694,,3.385061551
Latin America and the Caribbean (excl. Brazil),1820,15709625,49093939,,,,,,,,,79125,,,,64803564,0.81952741,,3.380621559
Latin America and the Caribbean (excl. Brazil),1830,17259435,54665786,,,,,,,,,90637,,,,71925221,0.805827989,,3.35812593
Latin America and the Caribbean (excl. Brazil),1840,18647009,59027838,,,,,,,,,103134,,,,77674847,0.792540854,,3.301359997
Latin America and the Caribbean (excl. Brazil),1850,20183153,64458391,,,,,,,,,119779,,,,84641544,0.772813269,,3.240926147
Latin America and the Caribbean (excl. Brazil),1860,21599105,72436941,,,,,,,,,142864,,,,94036046,0.744620557,,3.241855298
Latin America and the Caribbean (excl. Brazil),1870,22648384,77152655,,,,,,,,,172588,,,,99801039,0.717879047,,3.163363654
Latin America and the Caribbean (excl. Brazil),1880,24492397,83880011,,,,,,,,,218771,,,,108372408,0.696679463,,3.082623189
Latin America and the Caribbean (excl. Brazil),1890,28112454,105192131,,,,,,,,,286863,,,,133304585,0.669886959,,3.176492633
Latin America and the Caribbean (excl. Brazil),1900,31083453,124464201,,,,,,,,,374929,,,,155547654,0.644309062,,3.224248063
Latin America and the Caribbean (excl. Brazil),1910,38355091,147860001,,,,,,,,,498547,,,,186215092,0.678364631,,3.293480182
Latin America and the Caribbean (excl. Brazil),1920,45001310,168601906,,,,,,,,,596975,,,,213603216,0.69747237,,3.310622321
Latin America and the Caribbean (excl. Brazil),1930,56848194,194412635,,,,,,,,,716489,,,,251260829,0.747634942,,3.304438756
Latin America and the Caribbean (excl. Brazil),1940,61083713,224749061,,,,,,,,,849363,,,,285832774,0.678864408,,3.176651965
Latin America and the Caribbean (excl. Brazil),1950,63384931,262701102,,,,,,,,,1041723,,,,326086033,0.559779638,,2.879806266
Latin America and the Caribbean (excl. Brazil),1960,74598750,335105900,,,,,,,,,1342054,,,,409704650,0.507780056,,2.788784666
Latin America and the Caribbean (excl. Brazil),1970,84240930,326409060,,,,,,,,,1765643,,,,410649990,0.442732928,,2.158194034
Latin America and the Caribbean (excl. Brazil),1980,89574980,336836940,,,,,,,,,2297656,,,,426411920,0.372338227,,1.772475508
Latin America and the Caribbean (excl. Brazil),1990,92584170,350169180,,,,,,,,,2879791,,,,442753350,0.315774962,,1.510089927
Latin America and the Caribbean (excl. Brazil),2000,96738850,357308080,,,,,,,,,3580491,,,,454046930,0.279058932,,1.309772147
Latin America and the Caribbean (excl. Brazil),2001,96711960,354322250,,,,,,,,,3642105,,,,451034210,0.275153523,,1.28322962
Latin America and the Caribbean (excl. Brazil),2002,96276200,354430320,,,,,,,,,3711518,,,,450706520,0.270205642,,1.264938214
Latin America and the Caribbean (excl. Brazil),2003,98068780,353799450,,,,,,,,,3775381,,,,451868230,0.271562856,,1.251271068
