Entity,Year,Public health expenditure as share of GDP (Lindert (1994)),Public health expenditure as share of GDP (OECD (1993)),Publicly financed current health expenditure (% GDP) (OECD.stat (2016)),General Government Health Expenditure (%GDP) (WHO (2014))
Afghanistan,2002,,,,0.55072335
Afghanistan,2003,,,,0.60790041
Afghanistan,2004,,,,0.9694588
Afghanistan,2005,,,,0.80191917
Afghanistan,2006,,,,1.06242003
Afghanistan,2007,,,,0.52213607
Afghanistan,2008,,,,1.38558405
Afghanistan,2009,,,,2.58612678
Afghanistan,2010,,,,2.8553765
Afghanistan,2011,,,,2.08009266
Afghanistan,2012,,,,2.92056601
Afghanistan,2013,,,,2.65039389
Afghanistan,2014,,,,2.93283372
Albania,1995,,,,1.71300446
Albania,1996,,,,1.74619755
Albania,1997,,,,2.0245094
Albania,1998,,,,2.09512776
Albania,1999,,,,2.51017142
Albania,2000,,,,2.25841796
Albania,2001,,,,2.29222402
Albania,2002,,,,2.25632589
Albania,2003,,,,2.25210415
Albania,2004,,,,2.67940487
Albania,2005,,,,2.70645544
Albania,2006,,,,2.57513609
Albania,2007,,,,2.6291711
Albania,2008,,,,2.69389845
Albania,2009,,,,2.83357574
Albania,2010,,,,2.47656803
Albania,2011,,,,2.84917086
Albania,2012,,,,2.7357041
Albania,2013,,,,2.83598424
Albania,2014,,,,2.93637328
Algeria,1995,,,,2.67359436
Algeria,1996,,,,2.50218252
Algeria,1997,,,,2.55336573
Algeria,1998,,,,2.52798038
Algeria,1999,,,,2.38333129
Algeria,2000,,,,2.55856124
Algeria,2001,,,,2.97171746
Algeria,2002,,,,2.85227361
Algeria,2003,,,,2.80223702
Algeria,2004,,,,2.56624807
Algeria,2005,,,,2.28023307
Algeria,2006,,,,2.33485067
Algeria,2007,,,,2.70557079
Algeria,2008,,,,3.06280389
Algeria,2009,,,,3.83796598
Algeria,2010,,,,3.59320852
Algeria,2011,,,,3.77572931
Algeria,2012,,,,4.52025089
Algeria,2013,,,,5.18835905
Algeria,2014,,,,5.24414553
Andorra,1995,,,,3.9826833
Andorra,1996,,,,4.23564722
Andorra,1997,,,,4.29707049
Andorra,1998,,,,5.73758023
Andorra,1999,,,,3.93346564
Andorra,2000,,,,3.97654822
Andorra,2001,,,,3.97976351
Andorra,2002,,,,4.10958904
Andorra,2003,,,,3.94617981
Andorra,2004,,,,3.91626014
Andorra,2005,,,,3.45970885
Andorra,2006,,,,3.56612237
Andorra,2007,,,,4.58632291
Andorra,2008,,,,4.82507082
Andorra,2009,,,,5.03753715
Andorra,2010,,,,6.2420267
Andorra,2011,,,,4.92628931
Andorra,2012,,,,5.74703988
Andorra,2013,,,,9.6923568
Andorra,2014,,,,6.341446
Angola,1995,,,,4.6591182
Angola,1996,,,,1.73978177
Angola,1997,,,,2.01921944
Angola,1998,,,,1.41470539
Angola,1999,,,,2.13179778
Angola,2000,,,,1.67721647
Angola,2001,,,,2.81240339
Angola,2002,,,,1.68521754
Angola,2003,,,,2.04436936
Angola,2004,,,,2.40784052
Angola,2005,,,,2.02464638
Angola,2006,,,,3.02243534
Angola,2007,,,,2.21376402
Angola,2008,,,,2.71633445
Angola,2009,,,,2.66391721
Angola,2010,,,,2.06125466
Angola,2011,,,,2.15509427
Angola,2012,,,,2.1373165
Angola,2013,,,,3.08040839
Angola,2014,,,,2.1249122
Antigua and Barbuda,1995,,,,2.74634456
Antigua and Barbuda,1996,,,,2.50580046
Antigua and Barbuda,1997,,,,2.5974026
Antigua and Barbuda,1998,,,,2.67206478
Antigua and Barbuda,1999,,,,2.74420005
Antigua and Barbuda,2000,,,,2.78780548
Antigua and Barbuda,2001,,,,2.94975995
Antigua and Barbuda,2002,,,,2.95023144
Antigua and Barbuda,2003,,,,2.95001301
Antigua and Barbuda,2004,,,,2.67979353
Antigua and Barbuda,2005,,,,2.95009859
Antigua and Barbuda,2006,,,,2.95010588
Antigua and Barbuda,2007,,,,2.95
Antigua and Barbuda,2008,,,,3.34303139
Antigua and Barbuda,2009,,,,3.34389959
Antigua and Barbuda,2010,,,,3.89354714
Antigua and Barbuda,2011,,,,3.89103956
Antigua and Barbuda,2012,,,,3.65233263
Antigua and Barbuda,2013,,,,3.59259739
Antigua and Barbuda,2014,,,,3.78461068
Argentina,1995,,,,4.96644308
Argentina,1996,,,,4.63164122
Argentina,1997,,,,4.5530443
Argentina,1998,,,,4.62421172
Argentina,1999,,,,5.15231569
Argentina,2000,,,,4.96580358
Argentina,2001,,,,5.06593399
Argentina,2002,,,,4.45294005
Argentina,2003,,,,4.25102319
Argentina,2004,,,,3.52239676
Argentina,2005,,,,3.66423385
Argentina,2006,,,,3.65486893
Argentina,2007,,,,3.78307484
Argentina,2008,,,,4.12109735
Argentina,2009,,,,5.0407858
Argentina,2010,,,,4.16348234
Argentina,2011,,,,3.74539251
Argentina,2012,,,,2.95895087
Argentina,2013,,,,2.73502201
Argentina,2014,,,,2.6526738
Armenia,1995,,,,1.99627256
Armenia,1996,,,,1.62114807
Armenia,1997,,,,1.40749616
Armenia,1998,,,,1.64491307
Armenia,1999,,,,1.61241488
Armenia,2000,,,,1.137532
Armenia,2001,,,,1.59147462
Armenia,2002,,,,1.36133246
Armenia,2003,,,,1.51657027
Armenia,2004,,,,1.4044507
Armenia,2005,,,,1.9050534
Armenia,2006,,,,2.05288205
Armenia,2007,,,,2.099285
Armenia,2008,,,,1.76477031
Armenia,2009,,,,2.01000538
Armenia,2010,,,,1.92271406
Armenia,2011,,,,1.93890354
Armenia,2012,,,,1.87568154
Armenia,2013,,,,1.946691
Armenia,2014,,,,1.92567567
Australia,1880,0,,,
Australia,1890,0,,,
Australia,1900,0,,,
Australia,1910,0.38,,,
Australia,1920,0.57,,,
Australia,1930,0.44,,,
Australia,1960,,2.35,,
Australia,1961,,2.57,,
Australia,1962,,2.74,,
Australia,1963,,2.63,,
Australia,1964,,2.64,,
Australia,1965,,2.73,,
Australia,1966,,2.68,,
Australia,1967,,2.48,,
Australia,1968,,2.69,,
Australia,1969,,2.83,,
Australia,1970,,3.22,,
Australia,1971,,3.42,2.7914,
Australia,1972,,3.42,2.7681,
Australia,1973,,3.56,2.7443,
Australia,1974,,4.18,3.1283,
Australia,1975,,5.44,4.2105,
Australia,1976,,5.04,3.834,
Australia,1977,,4.85,3.6961,
Australia,1978,,4.75,3.6891,
Australia,1979,,4.55,3.5942,
Australia,1980,,4.58,3.6703,
Australia,1981,,4.66,3.5799,
Australia,1982,,4.69,3.6015,
Australia,1983,,4.96,3.807,
Australia,1984,,5.49,4.307,
Australia,1985,,5.53,4.3471,
Australia,1986,,5.64,4.4096,
Australia,1987,,5.47,4.2804,
Australia,1988,,5.30,4.1341,
Australia,1989,,5.34,4.1226,
Australia,1990,,5.59,4.2857,
Australia,1991,,5.84,4.4686,
Australia,1992,,,4.4983,
Australia,1993,,,4.4941,
Australia,1994,,,4.5053,
Australia,1995,,,4.5903,4.77523258
Australia,1996,,,4.6451,4.85630803
Australia,1997,,,4.7672,5.01647628
Australia,1998,,,4.909,5.08464781
Australia,1999,,,5.1127,5.32692741
Australia,2000,,,5.2051,5.39951167
Australia,2001,,,5.2207,5.42099866
Australia,2002,,,5.4185,5.62066015
Australia,2003,,,5.3772,5.50612734
Australia,2004,,,5.5451,5.72489889
Australia,2005,,,5.4593,5.66144848
Australia,2006,,,5.4577,5.66088659
Australia,2007,,,5.5884,5.76587639
Australia,2008,,,5.704,5.92763101
Australia,2009,,,5.9541,6.18655601
Australia,2010,,,5.8146,6.12733425
Australia,2011,,,5.9453,6.31537828
Australia,2012,,,5.905,6.28563327
Australia,2013,,,5.9687,6.27491714
Australia,2014,,,6.0058,6.31659265
Australia,2015,,,6.1761,
Austria,1880,0,,,
Austria,1890,0,,,
Austria,1900,0,,,
Austria,1910,0,,,
Austria,1920,0,,,
Austria,1930,0,,,
Austria,1960,,3.07,,
Austria,1961,,3.10,,
Austria,1962,,3.15,,
Austria,1963,,3.24,,
Austria,1964,,3.18,,
Austria,1965,,3.31,,
Austria,1966,,3.35,,
Austria,1967,,3.61,,
Austria,1968,,3.49,,
Austria,1969,,3.70,,
Austria,1970,,3.43,2.9508,
Austria,1971,,3.47,2.9285,
Austria,1972,,3.41,2.9164,
Austria,1973,,3.54,2.9769,
Austria,1974,,3.71,3.2278,
Austria,1975,,5.11,4.4247,
Austria,1976,,5.24,4.5972,
Austria,1977,,5.22,4.5795,
Austria,1978,,5.50,4.738,
Austria,1979,,5.37,4.6211,
Austria,1980,,5.42,4.7317,
Austria,1981,,5.71,4.4753,
Austria,1982,,5.44,4.4376,
Austria,1983,,5.35,4.3496,
Austria,1984,,5.28,4.3547,
Austria,1985,,5.41,4.4925,
Austria,1986,,5.62,4.5763,
Austria,1987,,5.63,4.7903,
Austria,1988,,5.57,4.7549,
Austria,1989,,5.61,4.7262,
Austria,1990,,5.58,5.7543,
Austria,1991,,5.63,5.8055,
Austria,1992,,,6.063,
Austria,1993,,,6.4826,
Austria,1994,,,6.8446,
Austria,1995,,,6.7318,7.13710014
Austria,1996,,,6.6763,7.09625698
Austria,1997,,,6.7962,7.35672859
Austria,1998,,,6.9206,7.47871954
Austria,1999,,,7.0517,7.64825179
Austria,2000,,,6.9656,7.53636652
Austria,2001,,,6.9665,7.50331423
Austria,2002,,,7.0405,7.60650834
Austria,2003,,,7.1391,7.73647976
Austria,2004,,,7.1917,7.79133646
Austria,2005,,,7.1945,7.83141883
Austria,2006,,,7.1703,7.73793279
Austria,2007,,,7.1705,7.77580259
Austria,2008,,,7.3717,7.99585689
Austria,2009,,,7.7537,8.46612961
Austria,2010,,,7.6995,8.40000694
Austria,2011,,,7.5334,8.21367472
Austria,2012,,,7.693,8.41718956
Austria,2013,,,7.6712,8.37061344
Austria,2014,,,7.7869,8.72502572
Austria,2015,,,7.8836,
Azerbaijan,1995,,,,1.39175258
Azerbaijan,1996,,,,1.48554702
Azerbaijan,1997,,,,1.22862571
Azerbaijan,1998,,,,0.90380703
Azerbaijan,1999,,,,0.98543046
Azerbaijan,2000,,,,0.86689275
Azerbaijan,2001,,,,0.84650113
Azerbaijan,2002,,,,0.79181788
Azerbaijan,2003,,,,0.82967797
Azerbaijan,2004,,,,1.02867004
Azerbaijan,2005,,,,0.88090538
Azerbaijan,2006,,,,0.86418436
Azerbaijan,2007,,,,0.98025388
Azerbaijan,2008,,,,0.82467549
Azerbaijan,2009,,,,1.33896972
Azerbaijan,2010,,,,1.16802072
Azerbaijan,2011,,,,1.08098767
Azerbaijan,2012,,,,1.2105966
Azerbaijan,2013,,,,1.15018391
Azerbaijan,2014,,,,1.23096748
Bahamas,1995,,,,2.72965879
Bahamas,1996,,,,2.7736215
Bahamas,1997,,,,2.35729076
Bahamas,1998,,,,2.53950482
Bahamas,1999,,,,2.46781879
Bahamas,2000,,,,2.50254759
Bahamas,2001,,,,2.46689596
Bahamas,2002,,,,2.51066543
Bahamas,2003,,,,2.64788612
Bahamas,2004,,,,2.88043563
Bahamas,2005,,,,2.64218965
Bahamas,2006,,,,3.2726021
Bahamas,2007,,,,3.18150171
Bahamas,2008,,,,3.35487744
Bahamas,2009,,,,3.52652415
Bahamas,2010,,,,3.4608155
Bahamas,2011,,,,3.57505624
Bahamas,2012,,,,3.29824927
Bahamas,2013,,,,3.07695572
Bahamas,2014,,,,3.5506727
Bahrain,1995,,,,2.8185465
Bahrain,1996,,,,2.7515132
Bahrain,1997,,,,3.04772175
Bahrain,1998,,,,2.88132077
Bahrain,1999,,,,2.83872771
Bahrain,2000,,,,2.36241776
Bahrain,2001,,,,2.53287851
Bahrain,2002,,,,2.5843232
Bahrain,2003,,,,2.50112365
Bahrain,2004,,,,2.26780958
Bahrain,2005,,,,2.15652224
Bahrain,2006,,,,2.12525065
Bahrain,2007,,,,2.18456725
Bahrain,2008,,,,2.31305804
Bahrain,2009,,,,2.74844438
Bahrain,2010,,,,2.59337939
Bahrain,2011,,,,2.38353276
Bahrain,2012,,,,2.76266224
Bahrain,2013,,,,3.01599439
Bahrain,2014,,,,3.1505003
Bangladesh,1995,,,,1.19980525
Bangladesh,1996,,,,1.03128412
Bangladesh,1997,,,,0.96812477
Bangladesh,1998,,,,0.9353351
Bangladesh,1999,,,,0.93516015
Bangladesh,2000,,,,0.94671241
Bangladesh,2001,,,,1.02492646
Bangladesh,2002,,,,1.06780983
Bangladesh,2003,,,,0.97554807
Bangladesh,2004,,,,1.04206719
Bangladesh,2005,,,,0.96680014
Bangladesh,2006,,,,1.03883019
Bangladesh,2007,,,,0.9876837
Bangladesh,2008,,,,0.95375247
Bangladesh,2009,,,,0.99109963
Bangladesh,2010,,,,1.05017299
Bangladesh,2011,,,,1.0410901
Bangladesh,2012,,,,0.98448372
Bangladesh,2013,,,,0.81032396
Bangladesh,2014,,,,0.78653251
Barbados,1995,,,,3.54170788
Barbados,1996,,,,3.46173985
Barbados,1997,,,,3.3299528
Barbados,1998,,,,3.18941779
Barbados,1999,,,,3.27784289
Barbados,2000,,,,3.39205001
Barbados,2001,,,,3.69664401
Barbados,2002,,,,3.96299039
Barbados,2003,,,,3.84327811
Barbados,2004,,,,3.71807147
Barbados,2005,,,,3.463279
Barbados,2006,,,,3.41584581
Barbados,2007,,,,3.75830091
Barbados,2008,,,,4.05631234
Barbados,2009,,,,4.14496178
Barbados,2010,,,,4.00992875
Barbados,2011,,,,4.15598992
Barbados,2012,,,,4.84151341
Barbados,2013,,,,4.89989427
Barbados,2014,,,,4.74463222
Belarus,1995,,,,4.79395073
Belarus,1996,,,,4.69664667
Belarus,1997,,,,5.42728239
Belarus,1998,,,,4.58891907
Belarus,1999,,,,4.71580207
Belarus,2000,,,,4.6264546
Belarus,2001,,,,4.73993535
Belarus,2002,,,,4.56054873
Belarus,2003,,,,4.86575549
Belarus,2004,,,,4.922951
Belarus,2005,,,,5.02273829
Belarus,2006,,,,4.45040013
Belarus,2007,,,,4.45142433
Belarus,2008,,,,3.87157645
Belarus,2009,,,,3.8954424
Belarus,2010,,,,4.31480555
Belarus,2011,,,,3.47255765
Belarus,2012,,,,3.8657579
Belarus,2013,,,,4.02229117
Belarus,2014,,,,3.74175525
Belgium,1880,0.06,,,
Belgium,1890,0.11,,,
Belgium,1900,0.12,,,
Belgium,1910,0.18,,,
Belgium,1920,0.21,,,
Belgium,1930,0.09,,,
Belgium,1960,,2.12,,
Belgium,1961,,2.15,,
Belgium,1962,,2.18,,
Belgium,1963,,2.33,,
Belgium,1964,,2.14,,
Belgium,1965,,2.97,,
Belgium,1966,,3.03,,
Belgium,1967,,2.97,,
Belgium,1968,,3.20,,
Belgium,1969,,3.43,,
Belgium,1970,,3.55,,
Belgium,1971,,3.59,,
Belgium,1972,,3.75,,
Belgium,1973,,3.88,,
Belgium,1974,,3.89,,
Belgium,1975,,4.70,,
Belgium,1976,,4.93,,
Belgium,1977,,5.55,,
Belgium,1978,,5.69,,
Belgium,1979,,5.69,,
Belgium,1980,,5.54,,
Belgium,1981,,5.84,,
Belgium,1982,,6.35,,
Belgium,1983,,6.22,,
Belgium,1984,,6.16,,
Belgium,1985,,6.08,,
Belgium,1986,,6.02,,
Belgium,1987,,6.37,,
Belgium,1988,,6.84,,
Belgium,1989,,6.75,,
Belgium,1990,,6.78,,
Belgium,1991,,7.00,,
Belgium,1992,,,5.6346,
Belgium,1993,,,5.6706,
Belgium,1994,,,5.4722,
Belgium,1995,,,5.7434,5.84532071
Belgium,1996,,,6.0618,6.18403772
Belgium,1997,,,5.7375,5.85345812
Belgium,1998,,,5.7862,5.89943823
Belgium,1999,,,5.8917,6.0236021
Belgium,2000,,,5.9251,6.05837422
Belgium,2001,,,6.112,6.25281463
Belgium,2002,,,6.0982,6.24450897
Belgium,2003,,,6.7277,6.91809655
Belgium,2004,,,6.9176,7.1278571
Belgium,2005,,,6.8982,7.11274823
Belgium,2006,,,6.7618,6.96237046
Belgium,2007,,,6.7376,6.95293677
Belgium,2008,,,7.1881,7.39675444
Belgium,2009,,,7.8031,8.04382236
Belgium,2010,,,7.6799,7.89670273
Belgium,2011,,,7.7865,8.00673738
Belgium,2012,,,7.9278,8.18629897
Belgium,2013,,,8.0569,8.22671911
Belgium,2014,,,8.0818,8.24998947
Belgium,2015,,,8.0319,
Belize,1995,,,,2.6323652
Belize,1996,,,,2.04804097
Belize,1997,,,,2.26361098
Belize,1998,,,,2.1556966
Belize,1999,,,,2.03548992
Belize,2000,,,,2.09169732
Belize,2001,,,,2.58942255
Belize,2002,,,,2.45654179
Belize,2003,,,,2.58939431
Belize,2004,,,,2.50717175
Belize,2005,,,,2.6479511
Belize,2006,,,,2.66925097
Belize,2007,,,,3.02231292
Belize,2008,,,,3.29067459
Belize,2009,,,,3.86242716
Belize,2010,,,,3.85838187
Belize,2011,,,,3.72560429
Belize,2012,,,,3.57774343
Belize,2013,,,,3.77713074
Belize,2014,,,,3.87965784
Benin,1995,,,,2.11172973
Benin,1996,,,,2.03155092
Benin,1997,,,,1.81442279
Benin,1998,,,,1.9397959
Benin,1999,,,,2.10991231
Benin,2000,,,,1.91752678
Benin,2001,,,,2.30826364
Benin,2002,,,,1.88867041
Benin,2003,,,,2.21126653
Benin,2004,,,,2.17523279
Benin,2005,,,,2.35247989
Benin,2006,,,,2.38575093
Benin,2007,,,,2.30708561
Benin,2008,,,,2.13769673
Benin,2009,,,,2.32862408
Benin,2010,,,,2.68857036
Benin,2011,,,,2.92900976
Benin,2012,,,,2.15409384
Benin,2013,,,,2.21545648
Benin,2014,,,,2.25119628
Bhutan,1995,,,,2.65567122
Bhutan,1996,,,,4.92248937
Bhutan,1997,,,,5.58971585
Bhutan,1998,,,,5.42076096
Bhutan,1999,,,,5.06048599
Bhutan,2000,,,,5.32505165
Bhutan,2001,,,,4.8498938
Bhutan,2002,,,,6.60698513
Bhutan,2003,,,,3.74901945
Bhutan,2004,,,,3.19355461
Bhutan,2005,,,,4.16637576
Bhutan,2006,,,,4.29057998
Bhutan,2007,,,,5.11889393
Bhutan,2008,,,,5.56240867
Bhutan,2009,,,,4.89129547
Bhutan,2010,,,,4.54479496
Bhutan,2011,,,,4.14289346
Bhutan,2012,,,,2.70086093
Bhutan,2013,,,,2.80482477
Bhutan,2014,,,,2.61503965
Bolivia,1976,,,3.5219,
Bolivia,1977,,,3.814,
Bolivia,1978,,,4.0585,
Bolivia,1979,,,4.1515,
Bolivia,1980,,,4.2395,
Bolivia,1981,,,4.353,
Bolivia,1982,,,4.2445,
Bolivia,1983,,,3.982,
Bolivia,1984,,,3.9011,
Bolivia,1985,,,3.9587,
Bolivia,1986,,,3.9517,
Bolivia,1987,,,4.4863,
Bolivia,1988,,,4.6661,
Bolivia,1989,,,4.5439,
Bolivia,1990,,,4.7257,
Bolivia,1991,,,4.5286,
Bolivia,1992,,,4.7443,
Bolivia,1993,,,4.8092,
Bolivia,1994,,,4.6264,
Bolivia,1995,,,4.879,2.11221519
Bolivia,1996,,,4.9737,2.97822552
Bolivia,1997,,,4.9056,2.66726091
Bolivia,1998,,,4.9664,3.12244206
Bolivia,1999,,,4.9358,3.6028609
Bolivia,2000,,,4.8122,3.24534362
Bolivia,2001,,,5.3592,3.74416761
Bolivia,2002,,,5.6687,4.10180746
Bolivia,2003,,,5.8477,3.49627892
Bolivia,2004,,,6.1831,3.49227642
Bolivia,2005,,,6.0364,3.86074079
Bolivia,2006,,,5.621,3.52134079
Bolivia,2007,,,5.3077,3.40882778
Bolivia,2008,,,5.7824,3.40684324
Bolivia,2009,,,6.4165,3.94822627
Bolivia,2010,,,6.0686,3.66299673
Bolivia,2011,,,5.1955,3.75214169
Bolivia,2012,,,5.5152,3.77236617
Bolivia,2013,,,5.336,4.23834918
Bolivia,2014,,,5.2084,4.56537754
Bolivia,2015,,,6.0175,
Bosnia and Herzegovina,1995,,,,3.35045316
Bosnia and Herzegovina,1996,,,,4.80289001
Bosnia and Herzegovina,1997,,,,3.49992557
Bosnia and Herzegovina,1998,,,,3.32954725
Bosnia and Herzegovina,1999,,,,4.73075263
Bosnia and Herzegovina,2000,,,,4.03209571
Bosnia and Herzegovina,2001,,,,4.31250573
Bosnia and Herzegovina,2002,,,,4.42254649
Bosnia and Herzegovina,2003,,,,5.47854787
Bosnia and Herzegovina,2004,,,,5.17327217
Bosnia and Herzegovina,2005,,,,4.86592866
Bosnia and Herzegovina,2006,,,,4.97996984
Bosnia and Herzegovina,2007,,,,5.33422194
Bosnia and Herzegovina,2008,,,,5.81286056
Bosnia and Herzegovina,2009,,,,6.80355125
Bosnia and Herzegovina,2010,,,,6.78892133
Bosnia and Herzegovina,2011,,,,6.92300649
Bosnia and Herzegovina,2012,,,,7.08021227
Bosnia and Herzegovina,2013,,,,6.62977228
Bosnia and Herzegovina,2014,,,,6.81307708
Botswana,1995,,,,2.12687352
Botswana,1996,,,,2.12312444
Botswana,1997,,,,2.42973182
Botswana,1998,,,,2.17925768
Botswana,1999,,,,2.16356984
Botswana,2000,,,,2.89985242
Botswana,2001,,,,4.14645724
Botswana,2002,,,,4.89468985
Botswana,2003,,,,2.9697964
Botswana,2004,,,,3.88809592
Botswana,2005,,,,4.09047919
Botswana,2006,,,,3.47911415
Botswana,2007,,,,3.31571188
Botswana,2008,,,,3.92832193
Botswana,2009,,,,4.49453723
Botswana,2010,,,,3.54446178
Botswana,2011,,,,3.23601695
Botswana,2012,,,,3.95538221
Botswana,2013,,,,3.50694528
Botswana,2014,,,,3.19388446
Brazil,1995,,,,2.8005584
Brazil,1996,,,,2.70045008
Brazil,1997,,,,2.87441494
Brazil,1998,,,,2.79699001
Brazil,1999,,,,2.95257503
Brazil,2000,,,,2.83247185
Brazil,2001,,,,3.04095892
Brazil,2002,,,,3.1829923
Brazil,2003,,,,3.08032817
Brazil,2004,,,,3.32367559
Brazil,2005,,,,3.43190885
Brazil,2006,,,,3.49265209
Brazil,2007,,,,3.45514823
Brazil,2008,,,,3.61158219
Brazil,2009,,,,3.84135565
Brazil,2010,,,,3.78613962
Brazil,2011,,,,3.65400199
Brazil,2012,,,,3.66135204
Brazil,2013,,,,3.82730701
Brazil,2014,,,,3.83175989
Brunei,1995,,,,2.29403875
Brunei,1996,,,,3.01649799
Brunei,1997,,,,3.01723691
Brunei,1998,,,,3.71791089
Brunei,1999,,,,3.18394048
Brunei,2000,,,,2.59858883
Brunei,2001,,,,2.57678127
Brunei,2002,,,,2.56738541
Brunei,2003,,,,2.59353869
Brunei,2004,,,,2.52226659
Brunei,2005,,,,2.21589715
Brunei,2006,,,,1.92907794
Brunei,2007,,,,2.03867096
Brunei,2008,,,,2.01577451
Brunei,2009,,,,2.59195169
Brunei,2010,,,,2.52002444
Brunei,2011,,,,2.06675797
Brunei,2012,,,,2.11253245
Brunei,2013,,,,2.4074809
Brunei,2014,,,,2.48556787
Bulgaria,1995,,,,3.51552347
Bulgaria,1996,,,,3.18254101
Bulgaria,1997,,,,3.39799999
Bulgaria,1998,,,,3.2624901
Bulgaria,1999,,,,3.88388663
Bulgaria,2000,,,,3.69827419
Bulgaria,2001,,,,4.22438928
Bulgaria,2002,,,,4.5367918
Bulgaria,2003,,,,4.61796296
Bulgaria,2004,,,,4.30515357
Bulgaria,2005,,,,4.31297146
Bulgaria,2006,,,,3.80081285
Bulgaria,2007,,,,3.73070586
Bulgaria,2008,,,,3.87031636
Bulgaria,2009,,,,3.75184985
Bulgaria,2010,,,,4.0342301
Bulgaria,2011,,,,3.75965585
Bulgaria,2012,,,,3.9998185
Bulgaria,2013,,,,4.12286174
Bulgaria,2014,,,,4.60763146
Burkina Faso,1995,,,,1.86586196
Burkina Faso,1996,,,,1.93378722
Burkina Faso,1997,,,,2.06788697
Burkina Faso,1998,,,,2.06132668
Burkina Faso,1999,,,,2.19144361
Burkina Faso,2000,,,,2.01691535
Burkina Faso,2001,,,,1.83244888
Burkina Faso,2002,,,,2.25668653
Burkina Faso,2003,,,,2.60425299
Burkina Faso,2004,,,,3.46438445
Burkina Faso,2005,,,,4.09177599
Burkina Faso,2006,,,,3.74106496
Burkina Faso,2007,,,,3.99572174
Burkina Faso,2008,,,,3.99697397
Burkina Faso,2009,,,,3.65837932
Burkina Faso,2010,,,,3.97117977
Burkina Faso,2011,,,,2.95514785
Burkina Faso,2012,,,,2.98036859
Burkina Faso,2013,,,,3.48939536
Burkina Faso,2014,,,,2.59397374
Burundi,1995,,,,1.34643228
Burundi,1996,,,,1.49410342
Burundi,1997,,,,1.13084362
Burundi,1998,,,,1.2478422
Burundi,1999,,,,1.23848573
Burundi,2000,,,,1.40436446
Burundi,2001,,,,1.63448591
Burundi,2002,,,,1.55512254
Burundi,2003,,,,1.34518824
Burundi,2004,,,,2.5449521
Burundi,2005,,,,2.93779643
Burundi,2006,,,,3.52882934
Burundi,2007,,,,3.7804362
Burundi,2008,,,,3.35531171
Burundi,2009,,,,3.09304018
Burundi,2010,,,,5.49965674
Burundi,2011,,,,5.4018773
Burundi,2012,,,,4.93086533
Burundi,2013,,,,4.39665305
Burundi,2014,,,,3.97372756
Cambodia,1995,,,,1.1239033
Cambodia,1996,,,,2.64277238
Cambodia,1997,,,,2.05571853
Cambodia,1998,,,,1.35677557
Cambodia,1999,,,,1.18493445
Cambodia,2000,,,,1.34014962
Cambodia,2001,,,,1.30376831
Cambodia,2002,,,,1.52043928
Cambodia,2003,,,,2.41616427
Cambodia,2004,,,,2.39232412
Cambodia,2005,,,,1.61821874
Cambodia,2006,,,,1.23528857
Cambodia,2007,,,,1.32177086
Cambodia,2008,,,,1.11133123
Cambodia,2009,,,,1.31246853
Cambodia,2010,,,,1.440775
Cambodia,2011,,,,1.33985553
Cambodia,2012,,,,1.5033407
Cambodia,2013,,,,1.39758471
Cambodia,2014,,,,1.25104201
Cameroon,1995,,,,0.90026871
Cameroon,1996,,,,0.89336828
Cameroon,1997,,,,0.978966
Cameroon,1998,,,,0.78462961
Cameroon,1999,,,,0.83373482
Cameroon,2000,,,,0.93262919
Cameroon,2001,,,,1.12919928
Cameroon,2002,,,,1.2903832
Cameroon,2003,,,,1.33172801
Cameroon,2004,,,,1.12963812
Cameroon,2005,,,,1.12007918
Cameroon,2006,,,,1.07609231
Cameroon,2007,,,,1.06577621
Cameroon,2008,,,,1.04928733
Cameroon,2009,,,,1.28313286
Cameroon,2010,,,,1.50760228
Cameroon,2011,,,,1.33144716
Cameroon,2012,,,,1.0667471
Cameroon,2013,,,,1.01246967
Cameroon,2014,,,,0.93863369
Canada,1880,0,,,
Canada,1890,0,,,
Canada,1900,0,,,
Canada,1910,0,,,
Canada,1920,0.01,,,
Canada,1930,0.02,,,
Canada,1960,,2.33,,
Canada,1965,,3.11,,
Canada,1970,,4.96,4.4685,
Canada,1971,,5.40,4.8581,
Canada,1972,,5.37,4.841,
Canada,1973,,5.09,4.6119,
Canada,1974,,5.07,4.6054,
Canada,1975,,5.51,5.0021,
Canada,1976,,5.54,5.0887,
Canada,1977,,5.51,5.0461,
Canada,1978,,5.48,4.9996,
Canada,1979,,5.36,4.872,
Canada,1980,,5.51,5.015,
Canada,1981,,5.70,5.1847,
Canada,1982,,6.36,5.7769,
Canada,1983,,6.53,5.9056,
Canada,1984,,6.36,5.7698,
Canada,1985,,6.36,5.7345,
Canada,1986,,6.57,5.8779,
Canada,1987,,6.53,5.8276,
Canada,1988,,6.43,5.8019,
Canada,1989,,6.54,5.9437,
Canada,1990,,6.85,6.234,
Canada,1991,,7.23,6.7476,
Canada,1992,,,6.89,
Canada,1993,,,6.6727,
Canada,1994,,,6.3353,
Canada,1995,,,6.0725,6.3135005
Canada,1996,,,5.9002,6.11241905
Canada,1997,,,5.8218,6.03311182
Canada,1998,,,6.0253,6.22897076
Canada,1999,,,5.8303,6.10769833
Canada,2000,,,5.7907,6.09842676
Canada,2001,,,6.0334,6.36490468
Canada,2002,,,6.1566,6.51430574
