Entity,Year,Total tax (% of GDP) (OECD (2018)),"Taxes on income, profits, and capital gains (% of GDP) (OECD (2018))",Social security contributions (SSC) (% of GDP) (OECD (2018),Taxes on payroll and workforce (% of GDP) (OECD (2018)),Taxes on property (% of GDP) (OECD (2018)),Taxes on goods and services (% of GDP) (OECD (2018)),Other tax (% of GDP) (OECD (2018))
Africa,2000,14.16635,,,,,,
Africa,2001,14.77207,,,,,,
Africa,2002,14.95969,,,,,,
Africa,2003,15.27215,,,,,,
Africa,2004,15.71029,,,,,,
Africa,2005,16.16036,,,,,,
Africa,2006,16.58058,,,,,,
Africa,2007,17.16140,,,,,,
Africa,2008,17.65134,,,,,,
Africa,2009,17.13240,,,,,,
Africa,2010,17.22495,,,,,,
Africa,2011,17.79419,,,,,,
Africa,2012,18.06892,,,,,,
Africa,2013,18.47696,,,,,,
Africa,2014,18.77583,,,,,,
Africa,2015,19.14279,,,,,,
Argentina,1990,13.67558,,,,,,
Argentina,1991,15.58561,,,,,,
Argentina,1992,18.19939,,,,,,
Argentina,1993,19.95190,,,,,,
Argentina,1994,19.79483,,,,,,
Argentina,1995,18.66990,,,,,,
Argentina,1996,18.20775,,,,,,
Argentina,1997,19.02222,,,,,,
Argentina,1998,19.39409,,,,,,
Argentina,1999,19.50762,,,,,,
Argentina,2000,19.80082,,,,,,
Argentina,2001,19.28983,,,,,,
Argentina,2002,18.41269,,,,,,
Argentina,2003,21.62566,,,,,,
Argentina,2004,24.32660,,,,,,
Argentina,2005,24.53157,,,,,,
Argentina,2006,25.07923,,,,,,
Argentina,2007,26.36808,,,,,,
Argentina,2008,27.62396,,,,,,
Argentina,2009,28.92403,,,,,,
Argentina,2010,29.06707,,,,,,
Argentina,2011,29.29883,,,,,,
Argentina,2012,30.63524,,,,,,
Argentina,2013,31.17895,,,,,,
Argentina,2014,31.10933,,,,,,
Argentina,2015,31.99369,,,,,,
Argentina,2016,31.29553,,,,,,
Australia,1990,28.04236,,,,,,
Australia,1991,26.60083,,,,,,
Australia,1992,26.06457,,,,,,
Australia,1993,26.52127,,,,,,
Australia,1994,27.41927,,,,,,
Australia,1995,28.17779,,,,,,
Australia,1996,28.82215,,,,,,
Australia,1997,28.60265,,,,,,
Australia,1998,29.39119,,,,,,
Australia,1999,29.78874,,,,,,
Australia,2000,30.37723,,,,,,
Australia,2001,28.89034,,,,,,
Australia,2002,29.73938,,,,,,
Australia,2003,29.92619,,,,,,
Australia,2004,30.25839,,,,,,
Australia,2005,29.92104,,,,,,
Australia,2006,29.38672,,,,,,
Australia,2007,29.50331,,,,,,
Australia,2008,26.87399,,,,,,
Australia,2009,25.64200,,,,,,
Australia,2010,25.41742,,,,,,
Australia,2011,26.05935,,,,,,
Australia,2012,27.11531,,,,,,
Australia,2013,27.32757,,,,,,
Australia,2014,27.60426,,,,,,
Australia,2015,28.22357,,,,,,
Austria,1990,39.38243,,,,,,
Austria,1991,39.84413,,,,,,
Austria,1992,41.38170,,,,,,
Austria,1993,41.78861,,,,,,
Austria,1994,41.52065,,,,,,
Austria,1995,41.37116,,,,,,
Austria,1996,42.73637,,,,,,
Austria,1997,43.53567,,,,,,
Austria,1998,43.56163,,,,,,
Austria,1999,43.18201,,,,,,
Austria,2000,42.36667,,,,,,
Austria,2001,43.97153,,,,,,
Austria,2002,42.77890,,,,,,
Austria,2003,42.56737,,,,,,
Austria,2004,42.10425,,,,,,
Austria,2005,41.18459,,,,,,
Austria,2006,40.61232,,,,,,
Austria,2007,40.78187,,,,,,
Austria,2008,41.65079,,,,,,
Austria,2009,41.24601,,,,,,
Austria,2010,41.13407,,,,,,
Austria,2011,41.31828,,,,,,
Austria,2012,41.96900,,,,,,
Austria,2013,42.81617,,,,,,
Austria,2014,43.05179,,,,,,
Austria,2015,43.66534,,,,,,
Austria,2016,42.67484,,,,,,
Bahamas,1990,12.34168,,,,,,
Bahamas,1991,12.13243,,,,,,
Bahamas,1992,13.43803,,,,,,
Bahamas,1993,13.71350,,,,,,
Bahamas,1994,14.28985,,,,,,
Bahamas,1995,14.41452,,,,,,
Bahamas,1996,14.17679,,,,,,
Bahamas,1997,14.27234,,,,,,
Bahamas,1998,14.48082,,,,,,
Bahamas,1999,13.81656,,,,,,
Bahamas,2000,15.24306,,,,,,
Bahamas,2001,14.89880,,,,,,
Bahamas,2002,12.84376,,,,,,
Bahamas,2003,13.48396,,,,,,
Bahamas,2004,13.48294,,,,,,
Bahamas,2005,13.75923,,,,,,
Bahamas,2006,15.60487,,,,,,
Bahamas,2007,16.34666,,,,,,
Bahamas,2008,17.24882,,,,,,
Bahamas,2009,16.49307,,,,,,
Bahamas,2010,16.13790,,,,,,
Bahamas,2011,18.85157,,,,,,
Bahamas,2012,17.61661,,,,,,
Bahamas,2013,16.95500,,,,,,
Bahamas,2014,17.29026,,,,,,
Bahamas,2015,19.88825,,,,,,
Bahamas,2016,22.44160,,,,,,
Barbados,1990,23.15604,,,,,,
Barbados,1991,27.28108,,,,,,
Barbados,1992,26.93472,,,,,,
Barbados,1993,25.86473,,,,,,
Barbados,1994,25.65550,,,,,,
Barbados,1995,27.23313,,,,,,
Barbados,1996,26.55448,,,,,,
Barbados,1997,30.54771,,,,,,
Barbados,1998,29.02434,,,,,,
Barbados,1999,28.87931,,,,,,
Barbados,2000,30.18281,,,,,,
Barbados,2001,31.15473,,,,,,
Barbados,2002,29.63394,,,,,,
Barbados,2003,31.15648,,,,,,
Barbados,2004,31.16431,,,,,,
Barbados,2005,29.46923,,,,,,
Barbados,2006,30.53869,,,,,,
Barbados,2007,30.22615,,,,,,
Barbados,2008,31.14505,,,,,,
Barbados,2009,30.53883,,,,,,
Barbados,2010,30.57663,,,,,,
Barbados,2011,32.36774,,,,,,
Barbados,2012,33.11358,,,,,,
Barbados,2013,29.46554,,,,,,
Barbados,2014,30.36524,,,,,,
Barbados,2015,33.59471,,,,,,
Barbados,2016,32.24707,,,,,,
Belgium,1990,41.17235,,,,,,
Belgium,1991,41.38652,,,,,,
Belgium,1992,40.96080,,,,,,
Belgium,1993,42.40467,,,,,,
Belgium,1994,42.68430,,,,,,
Belgium,1995,42.60940,,,,,,
Belgium,1996,43.01975,,,,,,
Belgium,1997,43.45061,,,,,,
Belgium,1998,44.08423,,,,,,
Belgium,1999,43.89283,,,,,,
Belgium,2000,43.53738,,,,,,
Belgium,2001,43.45429,,,,,,
Belgium,2002,43.62707,,,,,,
Belgium,2003,43.14219,,,,,,
Belgium,2004,43.21444,,,,,,
Belgium,2005,43.15082,,,,,,
Belgium,2006,42.95881,,,,,,
Belgium,2007,42.72125,,,,,,
Belgium,2008,43.25036,,,,,,
Belgium,2009,42.36971,,,,,,
Belgium,2010,42.62210,,,,,,
Belgium,2011,43.14142,,,,,,
Belgium,2012,44.17709,,,,,,
Belgium,2013,45.16449,,,,,,
Belgium,2014,44.99293,,,,,,
Belgium,2015,44.81290,,,,,,
Belgium,2016,44.17888,,,,,,
Belize,1990,21.77330,,,,,,
Belize,1991,21.30900,,,,,,
Belize,1992,19.45058,,,,,,
Belize,1993,20.28853,,,,,,
Belize,1994,20.69849,,,,,,
Belize,1995,19.57710,,,,,,
Belize,1996,20.29066,,,,,,
Belize,1997,20.25151,,,,,,
Belize,1998,20.62309,,,,,,
Belize,1999,18.84706,,,,,,
Belize,2000,19.13872,,,,,,
Belize,2001,20.74299,,,,,,
Belize,2002,21.66973,,,,,,
Belize,2003,22.41390,,,,,,
Belize,2004,21.73966,,,,,,
Belize,2005,22.27373,,,,,,
Belize,2006,22.53200,,,,,,
Belize,2007,25.38576,,,,,,
Belize,2008,24.12688,,,,,,
Belize,2009,25.41020,,,,,,
Belize,2010,26.61717,,,,,,
Belize,2011,25.05888,,,,,,
Belize,2012,24.97841,,,,,,
Belize,2013,25.71782,,,,,,
Belize,2014,27.21767,,,,,,
Belize,2015,27.25219,,,,,,
Belize,2016,29.64634,,,,,,
Bolivia,1990,8.26775,,,,,,
Bolivia,1991,8.72825,,,,,,
Bolivia,1992,10.66912,,,,,,
Bolivia,1993,11.62559,,,,,,
Bolivia,1994,13.23282,,,,,,
Bolivia,1995,13.84488,,,,,,
Bolivia,1996,13.72211,,,,,,
Bolivia,1997,14.43587,,,,,,
Bolivia,1998,15.67662,,,,,,
Bolivia,1999,14.85770,,,,,,
Bolivia,2000,17.62921,,,,,,
Bolivia,2001,16.60021,,,,,,
Bolivia,2002,16.91915,,,,,,
Bolivia,2003,16.37763,,,,,,
Bolivia,2004,18.68961,,,,,,
Bolivia,2005,19.95415,,,,,,
Bolivia,2006,19.26870,,,,,,
Bolivia,2007,19.82686,,,,,,
Bolivia,2008,21.16207,,,,,,
Bolivia,2009,21.67085,,,,,,
Bolivia,2010,20.25654,,,,,,
Bolivia,2011,22.09081,,,,,,
Bolivia,2012,24.35251,,,,,,
Bolivia,2013,25.28631,,,,,,
Bolivia,2014,26.17889,,,,,,
Bolivia,2015,27.57137,,,,,,
Bolivia,2016,25.99363,,,,,,
Brazil,1990,25.51311,,,,,,
Brazil,1991,21.03676,,,,,,
Brazil,1992,22.01694,,,,,,
Brazil,1993,22.97896,,,,,,
Brazil,1994,26.44885,,,,,,
Brazil,1995,26.63819,,,,,,
Brazil,1996,26.08909,,,,,,
Brazil,1997,26.24870,,,,,,
Brazil,1998,26.80937,,,,,,
Brazil,1999,28.12366,,,,,,
Brazil,2000,29.58572,,,,,,
Brazil,2001,30.65730,,,,,,
Brazil,2002,31.44011,,,,,,
Brazil,2003,30.90573,,,,,,
Brazil,2004,31.81122,,,,,,
Brazil,2005,32.76284,,,,,,
Brazil,2006,34.77282,,,,,,
Brazil,2007,35.10259,,,,,,
Brazil,2008,33.67130,,,,,,
Brazil,2009,32.09785,,,,,,
Brazil,2010,32.36267,,,,,,
Brazil,2011,33.20699,,,,,,
Brazil,2012,32.48484,,,,,,
Brazil,2013,32.42768,,,,,,
Brazil,2014,31.75430,,,,,,
Brazil,2015,31.97547,,,,,,
Brazil,2016,32.16134,,,,,,
Cameroon,1993,8.35010,,,,,,
Cameroon,1994,8.54751,,,,,,
Cameroon,1995,10.62814,,,,,,
Cameroon,1996,10.74016,,,,,,
Cameroon,1997,10.93754,,,,,,
Cameroon,1998,11.68724,,,,,,
Cameroon,1999,11.85567,,,,,,
Cameroon,2000,12.75485,,,,,,
Cameroon,2001,13.98104,,,,,,
Cameroon,2002,13.22050,,,,,,
Cameroon,2003,13.72360,,,,,,
Cameroon,2004,13.07804,,,,,,
Cameroon,2005,13.53041,,,,,,
Cameroon,2006,14.01604,,,,,,
Cameroon,2007,14.75839,,,,,,
Cameroon,2008,14.80548,,,,,,
Cameroon,2009,14.96434,,,,,,
Cameroon,2010,14.01771,,,,,,
Cameroon,2011,14.78383,,,,,,
Cameroon,2012,15.33350,,,,,,
Cameroon,2013,15.77661,,,,,,
Cameroon,2014,16.09873,,,,,,
Cameroon,2015,16.44009,,,,,,
Canada,1990,35.20491,,,,,,
Canada,1991,35.63973,,,,,,
Canada,1992,35.17082,,,,,,
Canada,1993,34.52896,,,,,,
Canada,1994,34.42984,,,,,,
Canada,1995,34.75822,,,,,,
Canada,1996,35.04866,,,,,,
Canada,1997,35.84680,,,,,,
Canada,1998,35.85374,,,,,,
Canada,1999,35.60988,,,,,,
Canada,2000,34.77301,,,,,,
Canada,2001,34.14233,,,,,,
Canada,2002,32.57447,,,,,,
Canada,2003,32.51670,,,,,,
Canada,2004,32.31463,,,,,,
Canada,2005,32.22113,,,,,,
Canada,2006,32.43254,,,,,,
Canada,2007,32.12032,,,,,,
Canada,2008,31.69598,,,,,,
Canada,2009,31.98508,,,,,,
Canada,2010,30.64772,,,,,,
Canada,2011,30.54331,,,,,,
Canada,2012,30.99156,,,,,,
Canada,2013,30.86321,,,,,,
Canada,2014,31.17233,,,,,,
Canada,2015,32.01674,,,,,,
Canada,2016,31.67512,,,,,,
Cape Verde,1990,10.45059,,,,,,
Cape Verde,1991,12.31644,,,,,,
Cape Verde,1992,14.13653,,,,,,
Cape Verde,1993,14.73885,,,,,,
Cape Verde,1994,14.91813,,,,,,
Cape Verde,1995,15.26148,,,,,,
Cape Verde,1996,14.96690,,,,,,
Cape Verde,1997,14.56704,,,,,,
Cape Verde,1998,14.85195,,,,,,
Cape Verde,1999,15.28580,,,,,,
Cape Verde,2000,15.55782,,,,,,
Cape Verde,2001,16.93666,,,,,,
Cape Verde,2002,19.27404,,,,,,
Cape Verde,2003,17.67855,,,,,,
Cape Verde,2004,18.69465,,,,,,
Cape Verde,2005,19.62103,,,,,,
Cape Verde,2006,21.14200,,,,,,
Cape Verde,2007,21.27806,,,,,,
Cape Verde,2008,21.69011,,,,,,
Cape Verde,2009,18.66147,,,,,,
Cape Verde,2010,18.79073,,,,,,
Cape Verde,2011,19.82580,,,,,,
Cape Verde,2012,18.19207,,,,,,
Cape Verde,2013,18.13458,,,,,,
Cape Verde,2014,17.39141,,,,,,
Cape Verde,2015,19.19436,,,,,,
Chile,1990,16.88940,,,,,,
Chile,1991,17.78654,,,,,,
Chile,1992,18.45851,,,,,,
Chile,1993,18.65441,,,,,,
Chile,1994,18.40487,,,,,,
Chile,1995,18.30043,,,,,,
Chile,1996,19.54124,,,,,,
Chile,1997,19.04881,,,,,,
Chile,1998,18.83546,,,,,,
Chile,1999,18.07914,,,,,,
Chile,2000,18.81195,,,,,,
Chile,2001,19.04627,,,,,,
Chile,2002,19.09131,,,,,,
Chile,2003,18.83957,,,,,,
Chile,2004,19.08625,,,,,,
Chile,2005,20.72485,,,,,,
Chile,2006,21.97868,,,,,,
Chile,2007,22.71037,,,,,,
Chile,2008,21.40577,,,,,,
Chile,2009,17.33365,,,,,,
Chile,2010,19.59104,,,,,,
Chile,2011,21.11571,,,,,,
Chile,2012,21.32769,,,,,,
Chile,2013,19.85962,,,,,,
Chile,2014,19.57956,,,,,,
Chile,2015,20.50744,,,,,,
Chile,2016,20.39110,,,,,,
Colombia,1990,10.61700,,,,,,
Colombia,1991,12.46090,,,,,,
Colombia,1992,13.01396,,,,,,
Colombia,1993,13.44727,,,,,,
Colombia,1994,14.73147,,,,,,
Colombia,1995,15.00011,,,,,,
Colombia,1996,15.63224,,,,,,
Colombia,1997,16.26294,,,,,,
Colombia,1998,15.29961,,,,,,
Colombia,1999,15.16067,,,,,,
Colombia,2000,14.63231,,,,,,
Colombia,2001,16.28265,,,,,,
Colombia,2002,16.23349,,,,,,
Colombia,2003,16.74377,,,,,,
Colombia,2004,17.48227,,,,,,
Colombia,2005,18.06696,,,,,,
Colombia,2006,19.06921,,,,,,
Colombia,2007,19.09411,,,,,,
Colombia,2008,18.79818,,,,,,
Colombia,2009,18.60671,,,,,,
Colombia,2010,17.97589,,,,,,
Colombia,2011,18.81026,,,,,,
Colombia,2012,19.70221,,,,,,
Colombia,2013,20.05038,,,,,,
Colombia,2014,20.35463,,,,,,
Colombia,2015,20.77667,,,,,,
Colombia,2016,19.75679,,,,,,
Costa Rica,1990,21.28590,,,,,,
Costa Rica,1991,16.86006,,,,,,
Costa Rica,1992,17.57291,,,,,,
Costa Rica,1993,17.70517,,,,,,
Costa Rica,1994,18.33746,,,,,,
Costa Rica,1995,17.44243,,,,,,
Costa Rica,1996,18.26833,,,,,,
Costa Rica,1997,18.56278,,,,,,
Costa Rica,1998,18.50687,,,,,,
Costa Rica,1999,17.81598,,,,,,
Costa Rica,2000,18.39767,,,,,,
Costa Rica,2001,19.44536,,,,,,
Costa Rica,2002,19.72176,,,,,,
Costa Rica,2003,19.72691,,,,,,
Costa Rica,2004,19.55245,,,,,,
Costa Rica,2005,20.03834,,,,,,
Costa Rica,2006,20.46230,,,,,,
Costa Rica,2007,21.86950,,,,,,
Costa Rica,2008,22.54396,,,,,,
Costa Rica,2009,21.00272,,,,,,
Costa Rica,2010,20.72803,,,,,,
Costa Rica,2011,21.18637,,,,,,
Costa Rica,2012,21.21643,,,,,,
Costa Rica,2013,21.86905,,,,,,
Costa Rica,2014,21.90656,,,,,,
Costa Rica,2015,22.58405,,,,,,
Costa Rica,2016,22.23295,,,,,,
Cote d'Ivoire,1990,21.60665,,,,,,
Cote d'Ivoire,1991,19.44930,,,,,,
Cote d'Ivoire,1992,18.04839,,,,,,
Cote d'Ivoire,1993,14.77207,,,,,,
Cote d'Ivoire,1994,15.18769,,,,,,
Cote d'Ivoire,1995,16.83716,,,,,,
Cote d'Ivoire,1996,17.57907,,,,,,
Cote d'Ivoire,1997,17.05924,,,,,,
Cote d'Ivoire,1998,15.93389,,,,,,
Cote d'Ivoire,1999,15.90616,,,,,,
Cote d'Ivoire,2000,15.32852,,,,,,
Cote d'Ivoire,2001,15.56345,,,,,,
Cote d'Ivoire,2002,15.87178,,,,,,
Cote d'Ivoire,2003,14.58824,,,,,,
Cote d'Ivoire,2004,15.84443,,,,,,
Cote d'Ivoire,2005,15.61600,,,,,,
Cote d'Ivoire,2006,16.17152,,,,,,
Cote d'Ivoire,2007,17.14771,,,,,,
Cote d'Ivoire,2008,16.90936,,,,,,
Cote d'Ivoire,2009,16.81710,,,,,,
Cote d'Ivoire,2010,16.51532,,,,,,
Cote d'Ivoire,2011,15.30081,,,,,,
Cote d'Ivoire,2012,17.70606,,,,,,
Cote d'Ivoire,2013,17.61753,,,,,,
Cote d'Ivoire,2014,16.87247,,,,,,
Cote d'Ivoire,2015,17.62528,,,,,,
Cuba,1990,29.08357,,,,,,
Cuba,1991,29.29268,,,,,,
Cuba,1992,31.92700,,,,,,
Cuba,1993,29.90617,,,,,,
Cuba,1994,33.48888,,,,,,
Cuba,1995,33.44988,,,,,,
Cuba,1996,31.85434,,,,,,
Cuba,1997,33.80522,,,,,,
Cuba,1998,35.94840,,,,,,
Cuba,1999,37.14276,,,,,,
Cuba,2000,37.18747,,,,,,
Cuba,2001,35.97392,,,,,,
Cuba,2002,36.60827,,,,,,
Cuba,2003,36.64066,,,,,,
Cuba,2004,35.55375,,,,,,
Cuba,2005,41.10210,,,,,,
Cuba,2006,45.54311,,,,,,
Cuba,2007,44.57314,,,,,,
Cuba,2008,41.66230,,,,,,
Cuba,2009,41.06475,,,,,,
Cuba,2010,37.62141,,,,,,
Cuba,2011,38.42310,,,,,,
Cuba,2012,39.74200,,,,,,
Cuba,2013,37.33564,,,,,,
Cuba,2014,37.48760,,,,,,
Cuba,2015,38.55141,,,,,,
Cuba,2016,41.67415,,,,,,
Czech Republic,1993,36.95995,,,,,,
Czech Republic,1994,35.69938,,,,,,
Czech Republic,1995,34.71188,,,,,,
Czech Republic,1996,33.30664,,,,,,
Czech Republic,1997,33.60605,,,,,,
Czech Republic,1998,32.45213,,,,,,
Czech Republic,1999,33.27758,,,,,,
Czech Republic,2000,32.42828,,,,,,
Czech Republic,2001,32.54169,,,,,,
Czech Republic,2002,33.39084,,,,,,
Czech Republic,2003,34.25725,,,,,,
Czech Republic,2004,34.68364,,,,,,
Czech Republic,2005,34.45100,,,,,,
Czech Republic,2006,34.01624,,,,,,
Czech Republic,2007,34.21129,,,,,,
Czech Republic,2008,33.45351,,,,,,
Czech Republic,2009,32.28294,,,,,,
Czech Republic,2010,32.47629,,,,,,
Czech Republic,2011,33.25871,,,,,,
Czech Republic,2012,33.67734,,,,,,
Czech Republic,2013,34.07758,,,,,,
Czech Republic,2014,33.09487,,,,,,
Czech Republic,2015,33.34604,,,,,,
Czech Republic,2016,34.03124,,,,,,
Democratic Republic of Congo,2000,0.57333,,,,,,
Democratic Republic of Congo,2001,2.29063,,,,,,
Democratic Republic of Congo,2002,2.98426,,,,,,
Democratic Republic of Congo,2003,3.36408,,,,,,
Democratic Republic of Congo,2004,4.65732,,,,,,
Democratic Republic of Congo,2005,5.18415,,,,,,
Democratic Republic of Congo,2006,5.89626,,,,,,
Democratic Republic of Congo,2007,7.07832,,,,,,
Democratic Republic of Congo,2008,8.76626,,,,,,
Democratic Republic of Congo,2009,8.01807,,,,,,
Democratic Republic of Congo,2010,8.90801,,,,,,
Democratic Republic of Congo,2011,9.30095,,,,,,
Democratic Republic of Congo,2012,10.77118,,,,,,
Democratic Republic of Congo,2013,11.07554,,,,,,
Democratic Republic of Congo,2014,10.81268,,,,,,
Democratic Republic of Congo,2015,10.83335,,,,,,
Denmark,1990,44.39743,,,,,,
Denmark,1991,43.77679,,,,,,
Denmark,1992,44.13611,,,,,,
Denmark,1993,45.46210,,,,,,
Denmark,1994,46.52855,,,,,,
Denmark,1995,46.49904,,,,,,
Denmark,1996,46.71340,,,,,,
Denmark,1997,46.72725,,,,,,
Denmark,1998,47.29787,,,,,,
Denmark,1999,47.87538,,,,,,
Denmark,2000,46.87523,,,,,,
Denmark,2001,45.91922,,,,,,
Denmark,2002,45.40459,,,,,,
Denmark,2003,45.58255,,,,,,
Denmark,2004,46.39336,,,,,,
Denmark,2005,48.00451,,,,,,
Denmark,2006,46.46186,,,,,,
Denmark,2007,46.42519,,,,,,
Denmark,2008,44.76485,,,,,,
Denmark,2009,44.96326,,,,,,
Denmark,2010,44.75593,,,,,,
Denmark,2011,44.79327,,,,,,
Denmark,2012,45.51169,,,,,,
Denmark,2013,45.88793,,,,,,
Denmark,2014,48.58266,,,,,,
Denmark,2015,45.90422,,,,,,
Denmark,2016,45.94169,,,,,,
Dominican Republic,1990,7.80648,,,,,,
Dominican Republic,1991,7.26998,,,,,,
Dominican Republic,1992,10.20775,,,,,,
Dominican Republic,1993,10.47968,,,,,,
Dominican Republic,1994,9.47459,,,,,,
Dominican Republic,1995,9.95335,,,,,,
Dominican Republic,1996,9.71012,,,,,,
Dominican Republic,1997,10.98541,,,,,,
Dominican Republic,1998,10.99845,,,,,,
Dominican Republic,1999,11.08818,,,,,,
Dominican Republic,2000,10.83301,,,,,,
Dominican Republic,2001,12.19903,,,,,,
Dominican Republic,2002,12.36048,,,,,,
Dominican Republic,2003,10.77580,,,,,,
Dominican Republic,2004,10.23489,,,,,,
Dominican Republic,2005,11.91471,,,,,,
Dominican Republic,2006,13.56048,,,,,,
Dominican Republic,2007,14.96200,,,,,,
Dominican Republic,2008,14.24164,,,,,,
Dominican Republic,2009,12.73964,,,,,,
Dominican Republic,2010,12.32391,,,,,,
Dominican Republic,2011,12.31196,,,,,,
Dominican Republic,2012,13.09192,,,,,,
Dominican Republic,2013,13.71511,,,,,,
Dominican Republic,2014,13.83771,,,,,,
Dominican Republic,2015,13.50152,,,,,,
Dominican Republic,2016,13.65273,,,,,,
Ecuador,1990,7.25385,,,,,,
Ecuador,1991,7.23200,,,,,,
Ecuador,1992,7.06726,,,,,,
Ecuador,1993,7.74100,,,,,,
Ecuador,1994,7.90576,,,,,,
Ecuador,1995,8.12296,,,,,,
Ecuador,1996,7.49293,,,,,,
Ecuador,1997,8.38509,,,,,,
Ecuador,1998,9.04435,,,,,,
Ecuador,1999,8.97372,,,,,,
Ecuador,2000,10.28779,,,,,,
Ecuador,2001,11.82185,,,,,,
Ecuador,2002,12.66828,,,,,,
Ecuador,2003,11.76816,,,,,,
Ecuador,2004,11.84057,,,,,,
Ecuador,2005,12.11692,,,,,,
Ecuador,2006,12.72029,,,,,,
Ecuador,2007,13.15963,,,,,,
Ecuador,2008,14.33338,,,,,,
Ecuador,2009,15.21647,,,,,,
Ecuador,2010,16.63083,,,,,,
Ecuador,2011,17.68431,,,,,,
Ecuador,2012,19.76551,,,,,,
Ecuador,2013,19.58521,,,,,,
Ecuador,2014,19.18607,,,,,,
Ecuador,2015,21.12775,,,,,,
Ecuador,2016,20.47066,,,,,,
El Salvador,1990,10.52928,,,,,,
El Salvador,1991,10.92450,,,,,,
El Salvador,1992,11.03162,,,,,,
El Salvador,1993,11.86294,,,,,,
El Salvador,1994,12.20428,,,,,,
El Salvador,1995,12.96119,,,,,,
El Salvador,1996,12.28025,,,,,,
El Salvador,1997,12.05624,,,,,,
El Salvador,1998,12.14259,,,,,,
El Salvador,1999,12.02964,,,,,,
El Salvador,2000,12.06819,,,,,,
El Salvador,2001,12.14364,,,,,,
El Salvador,2002,13.10931,,,,,,
El Salvador,2003,13.31565,,,,,,
El Salvador,2004,13.30594,,,,,,
El Salvador,2005,14.15520,,,,,,
El Salvador,2006,15.31054,,,,,,
El Salvador,2007,15.44173,,,,,,
El Salvador,2008,15.39651,,,,,,
El Salvador,2009,14.64016,,,,,,
El Salvador,2010,15.39933,,,,,,
El Salvador,2011,15.64822,,,,,,
El Salvador,2012,16.39964,,,,,,
El Salvador,2013,17.33821,,,,,,
El Salvador,2014,16.87951,,,,,,
El Salvador,2015,17.24151,,,,,,
El Salvador,2016,17.89305,,,,,,
Estonia,1995,36.03320,,,,,,
Estonia,1996,34.10806,,,,,,
Estonia,1997,34.13746,,,,,,
Estonia,1998,33.96267,,,,,,
Estonia,1999,32.54001,,,,,,
Estonia,2000,31.09093,,,,,,
Estonia,2001,30.36752,,,,,,
Estonia,2002,31.17648,,,,,,
Estonia,2003,30.89698,,,,,,
Estonia,2004,31.20753,,,,,,
Estonia,2005,29.96947,,,,,,
Estonia,2006,30.54341,,,,,,
Estonia,2007,31.27918,,,,,,
