Entity,Year,Number of people working in agriculture (GGDC 2017),Number of people working in mining (GGDC 2017),Number of people working in manufacturing (GGDC 2017),Number of people working in utilities (GGDC 2017),Number of people working in construction (GGDC 2017),"Number of people working in trade, restaurants and hotels (GGDC 2017)","Number of people working in transport, storage and communication (GGDC 2017)","Number of people working in finance, insurance, real estate and business services (GGDC 2017)",Number of people working in government services (GGDC 2017),"Number of people working in community, social and personal services (GGDC 2017)",Total number of people in all 10 sectors (GGDC 2017)
Spain,1984,,,2424.91043177570,,,,,,,,
Spain,1985,,,2355.83712460979,,,,,,,,
Spain,1986,,,2395.99223647987,,,,,,,,
Spain,1987,,,2480.62441192760,,,,,,,,
Spain,1988,,,2527.69883655390,,,,,,,,
Spain,1989,,,2609.57420251364,,,,,,,,
Spain,1990,,,2697.58531948126,,,,,,,,
Spain,1991,,,2663.19198792448,,,,,,,,
Spain,1992,,,2578.33467382746,,,,,,,,
Spain,1993,,,2440.53800277672,,,,,,,,
Spain,1994,,,2392.16128688775,,,,,,,,
Spain,1995,,,2431.53299996322,,,,,,,,
Spain,1996,,,2499.55500008038,,,,,,,,
Spain,1997,,,2624.34100012647,,,,,,,,
Spain,1998,,,2742.91799998263,,,,,,,,
Spain,1999,,,2858.16799996611,,,,,,,,
Spain,2000,,,2969.70000000000,,,,,,,,
Spain,2001,,,3020.00000000000,,,,,,,,
Spain,2002,,,3044.50000000000,,,,,,,,
Spain,2003,,,3062.30000000000,,,,,,,,
Spain,2004,,,3087.20000000000,,,,,,,,
Spain,2005,,,3106.30000000000,,,,,,,,
Spain,2006,,,3099.80000000000,,,,,,,,
Spain,2007,,,3074.10000000000,,,,,,,,
Spain,2008,,,3010.18148806214,,,,,,,,
Spain,2009,,,2555.61925845548,,,,,,,,
Spain,2010,,,2401.50760390179,,,,,,,,
Spain,2011,,,2301.17075808326,,,,,,,,
Sweden,1950,,,971.12389427451,,,,,,,,
Sweden,1960,,,1103.24303381334,,,,,,,,
Sweden,1961,,,1130.09186870703,,,,,,,,
Sweden,1962,,,1136.90577756263,,,,,,,,
Sweden,1963,,,1136.70237729828,,,,,,,,
Sweden,1964,,,1150.83869567034,,,,,,,,
Sweden,1965,,,1156.33050280768,,,,,,,,
Sweden,1966,,,1141.07548298172,,,,,,,,
Sweden,1967,,,1103.54813420986,,,,,,,,
Sweden,1968,,,1085.15566530637,,,,,,,,
Sweden,1969,,,1104.31198470412,,,,,,,,
Sweden,1970,,,1121.25370070329,,,,,,,,
Sweden,1971,,,1085.84117209190,,,,,,,,
Sweden,1972,,,1064.61388502350,,,,,,,,
Sweden,1973,,,1075.75003220378,,,,,,,,
Sweden,1974,,,1095.03289992807,,,,,,,,
Sweden,1975,,,1093.49133287004,,,,,,,,
Sweden,1976,,,1092.60743713523,,,,,,,,
Sweden,1977,,,1058.05663749601,,,,,,,,
Sweden,1978,,,1028.48199804557,,,,,,,,
Sweden,1979,,,1036.05843391084,,,,,,,,
Sweden,1980,,,1033.03708153635,,,,,,,,
Sweden,1981,,,1004.06491784327,,,,,,,,
Sweden,1982,,,968.94904642549,,,,,,,,
Sweden,1983,,,949.06561612180,,,,,,,,
Sweden,1984,,,953.43675810208,,,,,,,,
Sweden,1985,,,966.25668513002,,,,,,,,
Sweden,1986,,,966.84546734406,,,,,,,,
Sweden,1987,,,959.92910686542,,,,,,,,
Sweden,1988,,,977.14847173778,,,,,,,,
Sweden,1989,,,962.08650887212,,,,,,,,
Sweden,1990,,,930.70340809675,,,,,,,,
Sweden,1991,,,873.56381856965,,,,,,,,
Sweden,1992,,,797.38264827612,,,,,,,,
Sweden,1993,,,739.60000000000,,,,,,,,
Sweden,1994,,,739.90000000000,,,,,,,,
Sweden,1995,,,783.50000000000,,,,,,,,
Sweden,1996,,,782.00000000000,,,,,,,,
Sweden,1997,,,774.50000000000,,,,,,,,
Sweden,1998,,,790.80000000000,,,,,,,,
Sweden,1999,,,787.40000000000,,,,,,,,
Sweden,2000,,,790.60000000000,,,,,,,,
Sweden,2001,,,802.70000000000,,,,,,,,
Sweden,2002,,,780.80000000000,,,,,,,,
Sweden,2003,,,758.10000000000,,,,,,,,
Sweden,2004,,,723.60000000000,,,,,,,,
Sweden,2005,,,715.90000000000,,,,,,,,
Sweden,2006,,,710.20000000000,,,,,,,,
Sweden,2007,,,726.00000000000,,,,,,,,
Sweden,2008,,,726.46932835977,,,,,,,,
Sweden,2009,,,663.05780503363,,,,,,,,
Sweden,2010,,,617.54967507005,,,,,,,,
Sweden,2011,,,641.24241684755,,,,,,,,
Taiwan,1963,,,515.38003512572,,,,,,,,
Taiwan,1964,,,562.40039611214,,,,,,,,
Taiwan,1965,,,613.10862854849,,,,,,,,
Taiwan,1966,,,634.14666972417,,,,,,,,
Taiwan,1967,,,737.33325263347,,,,,,,,
Taiwan,1968,,,786.42201537673,,,,,,,,
Taiwan,1969,,,842.52345851189,,,,,,,,
Taiwan,1970,,,959.73540220498,,,,,,,,
Taiwan,1971,,,1054.90749323783,,,,,,,,
Taiwan,1972,,,1220.20638818963,,,,,,,,
Taiwan,1973,,,1421.57049658546,,,,,,,,
Taiwan,1974,,,1481.67918565884,,,,,,,,
Taiwan,1975,,,1520.74983355654,,,,,,,,
Taiwan,1976,,,1630.94909685773,,,,,,,,
Taiwan,1977,,,1770.20089321107,,,,,,,,
Taiwan,1978,,,1919.47080440996,,,,,,,,
Taiwan,1979,,,2088.95385871784,,,,,,,,
Taiwan,1980,,,2158.15108207432,,,,,,,,
Taiwan,1981,,,2168.17966516946,,,,,,,,
Taiwan,1982,,,2174.19681502654,,,,,,,,
Taiwan,1983,,,2288.52266231115,,,,,,,,
Taiwan,1984,,,2504.13719885668,,,,,,,,
Taiwan,1985,,,2509.15149040425,,,,,,,,
Taiwan,1986,,,2643.53450387913,,,,,,,,
Taiwan,1987,,,2830.06614944875,,,,,,,,
Taiwan,1988,,,2810.00898325847,,,,,,,,
Taiwan,1989,,,2803.99183340139,,,,,,,,
Taiwan,1990,,,2660.58309514087,,,,,,,,
Taiwan,1991,,,2605.42588811760,,,,,,,,
Taiwan,1992,,,2592.38873009392,,,,,,,,
Taiwan,1993,,,2491.10004083299,,,,,,,,
Taiwan,1994,,,2492.10289914251,,,,,,,,
Taiwan,1995,,,2456.00000000000,,,,,,,,
Taiwan,1996,,,2429.00000000000,,,,,,,,
Taiwan,1997,,,2577.00000000000,,,,,,,,
Taiwan,1998,,,2618.00000000000,,,,,,,,
Taiwan,1999,,,2610.00000000000,,,,,,,,
Taiwan,2000,,,2662.00000000000,,,,,,,,
Taiwan,2001,,,2594.00000000000,,,,,,,,
Taiwan,2002,,,2572.00000000000,,,,,,,,
Taiwan,2003,,,2600.00000000000,,,,,,,,
Taiwan,2004,,,2681.00000000000,,,,,,,,
Taiwan,2005,,,2732.00000000000,,,,,,,,
Taiwan,2006,,,2777.00000000000,,,,,,,,
Taiwan,2007,,,2842.00000000000,,,,,,,,
Taiwan,2008,,,2886.00000000000,,,,,,,,
Taiwan,2009,,,2790.00000000000,,,,,,,,
Taiwan,2010,,,2861.00000000000,,,,,,,,
Taiwan,2011,,,2949.00000000000,,,,,,,,
Taiwan,2012,,,2975.00000000000,,,,,,,,
Tanzania,1960,,,46.88679091284,,,,,,,,
Tanzania,1961,,,49.35451675036,,,,,,,,
Tanzania,1962,,,52.80151128899,,,,,,,,
Tanzania,1963,,,56.20103871557,,,,,,,,
Tanzania,1964,,,60.29799392114,,,,,,,,
Tanzania,1965,,,67.80727107029,,,,,,,,
Tanzania,1966,,,79.29311456708,,,,,,,,
Tanzania,1967,,,85.82364751054,,,,,,,,
Tanzania,1968,,,89.49246890194,,,,,,,,
Tanzania,1969,,,96.08351717305,,,,,,,,
Tanzania,1970,,,99.93715488936,,,,,,,,
Tanzania,1971,,,106.82289944097,,,,,,,,
Tanzania,1972,,,113.05806926162,,,,,,,,
Tanzania,1973,,,115.30016917888,,,,,,,,
Tanzania,1974,,,114.07588010984,,,,,,,,
Tanzania,1975,,,111.73092876772,,,,,,,,
Tanzania,1976,,,128.39652295873,,,,,,,,
Tanzania,1977,,,117.75928456415,,,,,,,,
Tanzania,1978,,,118.82935620936,,,,,,,,
Tanzania,1979,,,127.43359557061,,,,,,,,
Tanzania,1980,,,125.78280551459,,,,,,,,
Tanzania,1981,,,115.89431031315,,,,,,,,
Tanzania,1982,,,116.33826604896,,,,,,,,
Tanzania,1983,,,110.20445171548,,,,,,,,
Tanzania,1984,,,117.41734648793,,,,,,,,
Tanzania,1985,,,117.11633517998,,,,,,,,
Tanzania,1986,,,116.62465890813,,,,,,,,
Tanzania,1987,,,126.50595236248,,,,,,,,
Tanzania,1988,,,140.56390714298,,,,,,,,
Tanzania,1989,,,151.33632378815,,,,,,,,
Tanzania,1990,,,147.47273580822,,,,,,,,
Tanzania,1991,,,165.17983456253,,,,,,,,
Tanzania,1992,,,168.25254874731,,,,,,,,
Tanzania,1993,,,169.28843309276,,,,,,,,
Tanzania,1994,,,168.94572995875,,,,,,,,
Tanzania,1995,,,171.67474830774,,,,,,,,
Tanzania,1996,,,179.92836482948,,,,,,,,
Tanzania,1997,,,188.90538547134,,,,,,,,
Tanzania,1998,,,203.99454755144,,,,,,,,
Tanzania,1999,,,216.29526245927,,,,,,,,
Tanzania,2000,,,226.66394774165,,,,,,,,
Tanzania,2001,,,237.88601441353,,,,,,,,
Tanzania,2002,,,255.58200000000,,,,,,,,
Tanzania,2003,,,294.43104916067,,,,,,,,
Tanzania,2004,,,340.42272067884,,,,,,,,
Tanzania,2005,,,394.37127305331,,,,,,,,
Tanzania,2006,,,452.18250617783,,,,,,,,
Tanzania,2007,,,491.60334618459,,,,,,,,
Tanzania,2008,,,540.21520104890,,,,,,,,
Tanzania,2009,,,583.37094658418,,,,,,,,
Tanzania,2010,,,629.39098289781,,,,,,,,
Tanzania,2011,,,678.41208800827,,,,,,,,
Thailand,1960,,,541.04844833877,,,,,,,,
Thailand,1961,,,567.78099413929,,,,,,,,
Thailand,1962,,,595.31323148085,,,,,,,,
Thailand,1963,,,623.87364366090,,,,,,,,
Thailand,1964,,,653.57647232814,,,,,,,,
Thailand,1965,,,683.50778429283,,,,,,,,
Thailand,1966,,,714.46727109600,,,,,,,,
Thailand,1967,,,746.22644944021,,,,,,,,
Thailand,1968,,,779.12804427162,,,,,,,,
Thailand,1969,,,813.28629723895,,,,,,,,
Thailand,1970,,,849.61514153197,,,,,,,,
Thailand,1971,,,921.93010517184,,,,,,,,
Thailand,1972,,,992.87416902707,,,,,,,,
Thailand,1973,,,1067.70244893879,,,,,,,,
Thailand,1974,,,1146.64342820443,,,,,,,,
Thailand,1975,,,1228.32620703936,,,,,,,,
Thailand,1976,,,1310.92291906405,,,,,,,,
Thailand,1977,,,1394.09083933234,,,,,,,,
Thailand,1978,,,1402.04242341157,,,,,,,,
Thailand,1979,,,1695.55581387691,,,,,,,,
Thailand,1980,,,1758.46703892654,,,,,,,,
Thailand,1981,,,1664.14053907210,,,,,,,,
Thailand,1982,,,1917.22977365713,,,,,,,,
Thailand,1983,,,1902.73151272794,,,,,,,,
Thailand,1984,,,1855.19581336908,,,,,,,,
Thailand,1985,,,1967.64772373537,,,,,,,,
Thailand,1986,,,2088.74643864683,,,,,,,,
Thailand,1987,,,2339.06925766546,,,,,,,,
Thailand,1988,,,2268.93889316345,,,,,,,,
Thailand,1989,,,2582.26606690817,,,,,,,,
Thailand,1990,,,2920.19799804687,,,,,,,,
Thailand,1991,,,3237.03198242187,,,,,,,,
Thailand,1992,,,3324.71508789062,,,,,,,,
Thailand,1993,,,3676.65600585937,,,,,,,,
Thailand,1994,,,3595.17504882812,,,,,,,,
Thailand,1995,,,4074.99609375000,,,,,,,,
Thailand,1996,,,4019.51708984375,,,,,,,,
Thailand,1997,,,3967.60595703125,,,,,,,,
Thailand,1998,,,3885.35107421875,,,,,,,,
Thailand,1999,,,4076.51196289062,,,,,,,,
Thailand,2000,,,4449.49902343750,,,,,,,,
Thailand,2001,,,4750.37011718750,,,,,,,,
Thailand,2002,,,5039.79980468750,,,,,,,,
Thailand,2003,,,5086.29980468750,,,,,,,,
Thailand,2004,,,5313.29980468750,,,,,,,,
Thailand,2005,,,5350.10009765625,,,,,,,,
Thailand,2006,,,5306.60009765625,,,,,,,,
Thailand,2007,,,5593.00000000000,,,,,,,,
Thailand,2008,,,5231.39990234375,,,,,,,,
Thailand,2009,,,5373.90478515625,,,,,,,,
Thailand,2010,,,5349.61181640625,,,,,,,,
Thailand,2011,,,5359.57617187500,,,,,,,,
United States of America,1950,,,15641.11106019370,,,,,,,,
United States of America,1951,,,16868.27668912510,,,,,,,,
United States of America,1952,,,17176.31826509160,,,,,,,,
United States of America,1953,,,17589.79911079290,,,,,,,,
United States of America,1954,,,16393.55985578620,,,,,,,,
United States of America,1955,,,16934.01762377540,,,,,,,,
United States of America,1956,,,17273.14754329120,,,,,,,,
United States of America,1957,,,17178.34753697120,,,,,,,,
United States of America,1958,,,15865.80724328330,,,,,,,,
United States of America,1959,,,16582.18254877340,,,,,,,,
United States of America,1960,,,16700.43822676020,,,,,,,,
United States of America,1961,,,16258.68974370220,,,,,,,,
United States of America,1962,,,16808.92070821910,,,,,,,,
United States of America,1963,,,16927.17638620590,,,,,,,,
United States of America,1964,,,17214.50836412420,,,,,,,,
United States of America,1965,,,17980.72697190620,,,,,,,,
United States of America,1966,,,19134.94148184330,,,,,,,,
United States of America,1967,,,19361.67964128900,,,,,,,,
United States of America,1968,,,19696.90028219360,,,,,,,,
United States of America,1969,,,20107.37453636260,,,,,,,,
United States of America,1970,,,19265.90231531620,,,,,,,,
United States of America,1971,,,18432.24865149210,,,,,,,,
United States of America,1972,,,18889.63424899470,,,,,,,,
United States of America,1973,,,19942.20751504220,,,,,,,,
United States of America,1974,,,19924.61576129210,,,,,,,,
United States of America,1975,,,18234.83008162990,,,,,,,,
United States of America,1976,,,18935.56827267550,,,,,,,,
United States of America,1977,,,19656.83017642950,,,,,,,,
United States of America,1978,,,20465.52981617400,,,,,,,,
United States of America,1979,,,21046.66473102930,,,,,,,,
United States of America,1980,,,20345.65998912880,,,,,,,,
United States of America,1981,,,20317.01417238040,,,,,,,,
United States of America,1982,,,19061.57314386020,,,,,,,,
United States of America,1983,,,18749.52397045250,,,,,,,,
United States of America,1984,,,19690.41811385780,,,,,,,,
United States of America,1985,,,19460.68056936930,,,,,,,,
United States of America,1986,,,19155.14063635440,,,,,,,,
United States of America,1987,,,19239.68502321260,,,,,,,,
United States of America,1988,,,19554.21252040090,,,,,,,,
United States of America,1989,,,19636.31048745700,,,,,,,,
United States of America,1990,,,19258.14737707900,,,,,,,,
United States of America,1991,,,18565.29102809600,,,,,,,,
United States of America,1992,,,18223.90924102290,,,,,,,,
United States of America,1993,,,18237.04527454380,,,,,,,,
United States of America,1994,,,18392.59015564340,,,,,,,,
United States of America,1995,,,18617.60802262440,,,,,,,,
United States of America,1996,,,18623.88397352470,,,,,,,,
United States of America,1997,,,18799.98375934680,,,,,,,,
United States of America,1998,,,19134.21342801750,,,,,,,,
United States of America,1999,,,18867.87212220680,,,,,,,,
United States of America,2000,,,18769.36369673750,,,,,,,,
United States of America,2001,,,17941.32195056220,,,,,,,,
United States of America,2002,,,16615.95832898070,,,,,,,,
United States of America,2003,,,15823.67518960000,,,,,,,,
United States of America,2004,,,15531.94002483620,,,,,,,,
United States of America,2005,,,15433.47798804370,,,,,,,,
United States of America,2006,,,15351.12067009280,,,,,,,,
United States of America,2007,,,15056.99702710890,,,,,,,,
United States of America,2008,,,14525.14841550330,,,,,,,,
United States of America,2009,,,12897.92923262490,,,,,,,,
United States of America,2010,,,12540.00405934360,,,,,,,,
Venezuela,1950,,,163.78478102413,,,,,,,,
Venezuela,1951,,,159.85656876553,,,,,,,,
Venezuela,1952,,,174.03738491365,,,,,,,,
Venezuela,1953,,,194.02884878205,,,,,,,,
Venezuela,1954,,,219.15830266704,,,,,,,,
Venezuela,1955,,,235.41314119015,,,,,,,,
Venezuela,1956,,,240.31475665043,,,,,,,,
Venezuela,1957,,,251.19196695416,,,,,,,,
Venezuela,1958,,,262.29829396033,,,,,,,,
Venezuela,1959,,,286.77776515252,,,,,,,,
Venezuela,1960,,,272.17474089873,,,,,,,,
Venezuela,1961,,,287.67740095421,,,,,,,,
Venezuela,1962,,,307.24895713771,,,,,,,,
Venezuela,1963,,,323.05980108520,,,,,,,,
Venezuela,1964,,,344.43177961435,,,,,,,,
Venezuela,1965,,,361.86280135026,,,,,,,,
Venezuela,1966,,,359.63238970716,,,,,,,,
Venezuela,1967,,,371.46025620666,,,,,,,,
Venezuela,1968,,,376.21177771657,,,,,,,,
Venezuela,1969,,,380.83162763261,,,,,,,,
Venezuela,1970,,,417.90460322793,,,,,,,,
Venezuela,1971,,,448.13996015862,,,,,,,,
Venezuela,1972,,,468.11019227970,,,,,,,,
Venezuela,1973,,,499.27331363263,,,,,,,,
Venezuela,1974,,,521.19940393601,,,,,,,,
Venezuela,1975,,,522.06406697649,,,,,,,,
Venezuela,1976,,,562.63708175270,,,,,,,,
Venezuela,1977,,,570.72971038238,,,,,,,,
Venezuela,1978,,,605.33692675054,,,,,,,,
Venezuela,1979,,,648.57982092146,,,,,,,,
Venezuela,1980,,,723.77748839579,,,,,,,,
Venezuela,1981,,,723.38124918801,,,,,,,,
Venezuela,1982,,,759.63178838538,,,,,,,,
Venezuela,1983,,,755.89493440929,,,,,,,,
Venezuela,1984,,,795.66485124852,,,,,,,,
Venezuela,1985,,,830.80059265034,,,,,,,,
Venezuela,1986,,,885.05026383367,,,,,,,,
Venezuela,1987,,,906.99217676516,,,,,,,,
Venezuela,1988,,,958.02482619780,,,,,,,,
Venezuela,1989,,,914.78955145420,,,,,,,,
Venezuela,1990,,,939.85757033313,,,,,,,,
Venezuela,1991,,,1022.52463304977,,,,,,,,
Venezuela,1992,,,1036.92449364725,,,,,,,,
Venezuela,1993,,,1007.32512131884,,,,,,,,
Venezuela,1994,,,875.86361227670,,,,,,,,
Venezuela,1995,,,848.43559061302,,,,,,,,
Venezuela,1996,,,822.71930189967,,,,,,,,
Venezuela,1997,,,924.83090540870,,,,,,,,
Venezuela,1998,,,922.98470700556,,,,,,,,
Venezuela,1999,,,897.53791509585,,,,,,,,
Venezuela,2000,,,898.37464638523,,,,,,,,
Venezuela,2001,,,859.73934058327,,,,,,,,
Venezuela,2002,,,801.96474167019,,,,,,,,
Venezuela,2003,,,796.16743094502,,,,,,,,
Venezuela,2004,,,829.56091685826,,,,,,,,
Venezuela,2005,,,907.40051330808,,,,,,,,
Venezuela,2006,,,998.64534964338,,,,,,,,
Venezuela,2007,,,1053.85303860019,,,,,,,,
Venezuela,2008,,,1059.55685690388,,,,,,,,
Venezuela,2009,,,1067.33870894255,,,,,,,,
Venezuela,2010,,,1062.29227137271,,,,,,,,
Venezuela,2011,,,1070.91411060295,,,,,,,,
Zambia,1965,,,19.56462006509,,,,,,,,
Zambia,1966,,,26.82300526247,,,,,,,,
Zambia,1967,,,29.71129223015,,,,,,,,
Zambia,1968,,,33.44200828589,,,,,,,,
Zambia,1969,,,35.30000000000,,,,,,,,
Zambia,1970,,,39.85370298215,,,,,,,,
Zambia,1971,,,45.21986971488,,,,,,,,
Zambia,1972,,,49.23636630688,,,,,,,,
Zambia,1973,,,53.85032350975,,,,,,,,
Zambia,1974,,,61.63522034877,,,,,,,,
Zambia,1975,,,60.77204000212,,,,,,,,
Zambia,1976,,,60.52534861851,,,,,,,,
Zambia,1977,,,60.70616115850,,,,,,,,
Zambia,1978,,,65.36061684203,,,,,,,,
Zambia,1979,,,63.41549937233,,,,,,,,
Zambia,1980,,,64.54000000000,,,,,,,,
Zambia,1981,,,70.25251025226,,,,,,,,
Zambia,1982,,,70.11957039537,,,,,,,,
Zambia,1983,,,76.02345192142,,,,,,,,
Zambia,1984,,,76.95738453427,,,,,,,,
Zambia,1985,,,82.76563150537,,,,,,,,
Zambia,1986,,,77.49902467998,,,,,,,,
Zambia,1987,,,80.84780705453,,,,,,,,
Zambia,1988,,,87.25180006996,,,,,,,,
Zambia,1989,,,88.37471973394,,,,,,,,
Zambia,1990,,,94.21600000000,,,,,,,,
Zambia,1991,,,85.21885957587,,,,,,,,
Zambia,1992,,,81.78738786957,,,,,,,,
Zambia,1993,,,75.75517552083,,,,,,,,
Zambia,1994,,,72.08887221472,,,,,,,,
Zambia,1995,,,70.45550641780,,,,,,,,
Zambia,1996,,,72.99590733933,,,,,,,,
Zambia,1997,,,75.30343006989,,,,,,,,
Zambia,1998,,,75.34037395495,,,,,,,,
Zambia,1999,,,76.11548658461,,,,,,,,
Zambia,2000,,,77.51500000000,,,,,,,,
Zambia,2001,,,80.84976440204,,,,,,,,
Zambia,2002,,,85.61174042891,,,,,,,,
Zambia,2003,,,92.36417592250,,,,,,,,
Zambia,2004,,,97.00200422036,,,,,,,,
Zambia,2005,,,100.23046661571,,,,,,,,
Zambia,2006,,,106.57244783835,,,,,,,,
Zambia,2007,,,110.50714516986,,,,,,,,
Zambia,2008,,,113.41106994972,,,,,,,,
Zambia,2009,,,117.10023213859,,,,,,,,
Zambia,2010,,,123.43897111656,,,,,,,,
