Entity,Year,Import trade share from labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Import trade share from capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000)
Finland,1985,0.19108,18.03336,,
Finland,1986,0.20311,16.44449,,
Finland,1987,0.17950,17.35565,,
Finland,1988,0.13855,15.71514,,
Finland,1989,0.15827,17.14629,,
Finland,1990,0.13601,18.02229,,
Finland,1991,0.16919,16.40579,,
Finland,1992,0.15977,17.92403,,
Finland,1993,0.20826,19.39131,,
Finland,1994,0.24416,21.88328,,
Finland,1995,0.19581,21.15702,,
Finland,1996,0.24156,22.28481,,
Finland,1997,0.26106,23.25963,,
Finland,1998,0.24645,23.14740,,
Finland,1999,0.21834,22.25776,,
Finland,2000,0.24867,25.62483,,
France,1962,0.74449,7.91368,,
France,1963,0.70356,8.23252,,
France,1964,0.69318,8.75323,,
France,1965,0.59075,8.32050,,
France,1966,0.57800,8.87347,,
France,1967,0.48182,8.59038,,
France,1968,0.41757,8.95374,,
France,1969,0.40485,10.40345,,
France,1970,0.42174,11.59378,,
France,1971,0.38881,11.50322,,
France,1972,0.39692,11.90959,,
France,1973,0.43194,12.68443,,
France,1974,0.56819,16.19271,,
France,1975,0.40900,13.32426,,
France,1976,0.44091,15.44549,,
France,1977,0.48712,15.16436,,
France,1978,0.38538,14.48794,,
France,1979,0.40649,15.39676,,
France,1980,0.40666,16.49076,,
France,1981,0.39810,17.68046,,
France,1982,0.49851,17.85129,,
France,1983,0.48503,16.91373,,
France,1984,0.53473,17.51816,,
France,1985,0.50416,17.47578,,
France,1986,0.38692,15.36539,,
France,1987,0.38545,15.86049,,
France,1988,0.37427,16.37144,,
France,1989,0.40573,17.60279,,
France,1990,0.41344,17.60784,,
France,1991,0.41718,17.47795,,
France,1992,0.42996,16.37499,,
France,1993,0.44550,14.60856,,
France,1994,0.46872,15.73578,,
France,1995,0.48137,16.55051,,
France,1996,0.48794,16.19036,,
France,1997,0.52530,17.33264,,
France,1998,0.54905,17.98019,,
France,1999,0.54959,18.17151,,
France,2000,0.62851,21.51711,,
French Polynesia,1970,0.33483,98.06832,,
French Polynesia,1971,0.25071,76.84034,,
French Polynesia,1972,0.28989,73.30080,,
French Polynesia,1973,0.31065,46.81699,,
French Polynesia,1974,0.43409,49.40850,,
French Polynesia,1975,0.72306,85.40656,,
French Polynesia,1976,0.55453,67.47825,,
French Polynesia,1977,0.24231,30.83121,,
French Polynesia,1978,0.06242,35.02017,,
French Polynesia,1979,0.45479,58.14198,,
French Polynesia,1980,0.40258,62.03598,,
French Polynesia,1981,0.42426,62.88101,,
French Polynesia,1982,0.40109,57.23869,,
French Polynesia,1983,0.20663,19.07826,,
French Polynesia,1984,0.00930,33.52501,,
French Polynesia,1985,0.02372,30.69027,,
French Polynesia,1986,0.03255,29.15067,,
French Polynesia,1987,0.02822,30.35959,,
French Polynesia,1988,0.01805,32.39972,,
French Polynesia,1989,0.03388,34.68761,,
French Polynesia,1990,0.00597,32.98520,,
French Polynesia,1991,0.02036,32.33259,,
French Polynesia,1992,0.00559,35.68286,,
French Polynesia,1993,0.02079,30.58081,,
French Polynesia,1994,0.02530,28.33597,,
French Polynesia,1995,0.02914,28.18277,,
French Polynesia,1996,0.01157,32.80167,,
French Polynesia,1997,0.04217,36.68206,,
French Polynesia,1998,0.02422,33.20802,,
French Polynesia,1999,0.03921,40.47935,,
French Polynesia,2000,0.01203,37.36136,,
Gambia,1962,0.73617,12.46541,,
Gambia,1963,0.92978,11.92086,,
Gambia,1964,1.73936,14.71681,,
Gambia,1965,2.13547,15.51111,,
Gambia,1966,1.53620,16.16852,,
Gambia,1967,1.95503,17.17846,,
Gambia,1968,1.53023,19.56862,,
Gambia,1969,1.86906,15.45926,,
Gambia,1970,2.29480,14.55037,,
Gambia,1971,2.03286,17.62080,,
Gambia,1972,1.95600,14.78214,,
Gambia,1973,1.72067,11.99296,,
Gambia,1974,1.75227,10.89804,,
Gambia,1975,1.99802,10.78106,,
Gambia,1976,1.83683,13.74781,,
Gambia,1977,0.72395,16.12550,,
Gambia,1978,0.01206,16.84594,,
Gambia,1979,1.57947,17.21855,,
Gambia,1980,1.03734,18.94301,,
Gambia,1981,1.34890,13.76451,,
Gambia,1982,0.18250,12.96329,,
Gambia,1983,0.05266,12.33804,,
Gambia,1984,0.07559,11.17260,,
Gambia,1985,0.01635,9.68258,,
Gambia,1986,,23.41265,,
Gambia,1987,0.15327,22.34950,,
Gambia,1988,0.04747,22.13033,,
Gambia,1989,,17.37482,,
Gambia,1990,0.20943,18.97136,,
Gambia,1991,0.86497,24.43956,,
Gambia,1992,1.62757,28.21152,,
Gambia,1993,0.52408,28.95658,,
Gambia,1994,0.67274,21.83983,,
Gambia,1995,0.95802,21.35522,,
Gambia,1996,1.37237,19.85772,,
Gambia,1997,2.08640,21.51516,,
Gambia,1998,2.10869,20.73022,,
Gambia,1999,2.78953,22.25281,,
Gambia,2000,0.40196,20.75018,,
Georgia,1992,,8.72128,,
Georgia,1993,,9.44276,,
Georgia,1994,0.00003,0.02689,,
Georgia,1995,0.03221,9.89450,,
Georgia,1996,0.05735,18.54776,,
Georgia,1997,0.03746,22.26655,,
Georgia,1998,0.00830,20.95141,,
Georgia,1999,0.04004,16.71288,,
Georgia,2000,,13.81348,,
Germany,1962,0.42353,9.78669,,
Germany,1963,0.43544,9.39832,,
Germany,1964,0.44508,9.87590,,
Germany,1965,0.47866,10.74729,,
Germany,1966,0.45172,10.61713,,
Germany,1967,0.41046,10.06707,,
Germany,1968,0.39307,10.91325,,
Germany,1969,0.36071,12.02527,,
Germany,1970,0.35290,12.71674,,
Germany,1971,0.30540,12.59222,,
Germany,1972,0.27530,12.32244,,
Germany,1973,0.27284,12.59395,,
Germany,1974,0.31893,13.97994,,
Germany,1975,0.32544,13.69306,,
Germany,1976,0.37999,15.27034,,
Germany,1977,0.44869,15.10945,,
Germany,1978,0.35499,14.48314,,
Germany,1979,0.36250,15.93967,,
Germany,1980,0.37954,17.20128,,
Germany,1981,0.38753,17.84576,,
Germany,1982,0.40378,17.02844,,
Germany,1983,0.37907,16.97727,,
Germany,1984,0.47253,19.30627,,
Germany,1985,0.45675,19.86618,,
Germany,1986,0.37084,17.06599,,
Germany,1987,0.34601,16.65903,,
Germany,1988,0.39144,17.01151,,
Germany,1989,0.43972,18.30611,,
Germany,1990,0.41528,18.52127,,
Germany,1991,0.36081,19.83525,,
Germany,1992,0.32477,18.33819,,
Germany,1993,0.34324,15.97732,,
Germany,1994,0.36385,16.67826,,
Germany,1995,0.37201,17.30345,,
Germany,1996,0.38554,17.67855,,
Germany,1997,0.43267,19.33360,,
Germany,1998,0.43048,20.27712,,
Germany,1999,0.41259,20.81050,,
Germany,2000,0.49400,24.79702,,
Ghana,1962,1.23915,13.89884,,
Ghana,1963,0.70593,13.32874,,
Ghana,1964,0.38555,10.26702,,
Ghana,1965,0.31077,11.19624,,
Ghana,1966,0.34369,8.75293,,
Ghana,1967,0.44754,9.63931,,
Ghana,1968,0.48065,9.86796,,
Ghana,1969,0.35196,9.53788,,
Ghana,1970,0.42093,10.17862,,
Ghana,1971,0.34207,10.07202,,
Ghana,1972,0.29774,7.11451,,
Ghana,1973,0.45020,7.72777,,
Ghana,1974,0.35371,10.15618,,
Ghana,1975,0.27187,9.11489,,
Ghana,1976,0.19013,7.86075,,
Ghana,1977,0.21503,5.43435,,
Ghana,1978,0.03811,4.33081,,
Ghana,1979,0.20835,4.02972,,
Ghana,1980,0.00280,2.80161,,
Ghana,1981,0.03245,1.74870,,
Ghana,1982,0.00108,0.81539,,
Ghana,1983,0.00413,1.35407,,
Ghana,1984,0.13160,2.70435,,
Ghana,1985,0.11686,3.80806,,
Ghana,1986,0.02941,5.61268,,
Ghana,1987,0.05196,8.48272,,
Ghana,1988,0.07425,8.47399,,
Ghana,1989,0.15180,9.23574,,
Ghana,1990,0.19040,9.25911,,
Ghana,1991,0.20125,8.49976,,
Ghana,1992,0.32511,9.32681,,
Ghana,1993,0.26638,12.69240,,
Ghana,1994,0.28289,14.04832,,
Ghana,1995,0.29740,14.84272,,
Ghana,1996,0.49315,18.06064,,
Ghana,1997,0.51517,18.62400,,
Ghana,1998,0.56185,16.46361,,
Ghana,1999,0.59569,15.06035,,
Ghana,2000,0.11986,19.94631,,
Greece,1962,0.24312,11.59725,,
Greece,1963,0.31232,11.37841,,
Greece,1964,0.26629,11.51845,,
Greece,1965,0.38181,12.52375,,
Greece,1966,0.30356,12.11852,,
Greece,1967,0.28906,10.72237,,
Greece,1968,0.21607,11.54598,,
Greece,1969,0.21502,11.69905,,
Greece,1970,0.19818,13.41125,,
Greece,1971,0.21141,12.92905,,
Greece,1972,0.22155,12.37567,,
Greece,1973,0.22795,14.38209,,
Greece,1974,0.43353,15.04206,,
Greece,1975,0.67466,16.38598,,
Greece,1976,0.79437,17.07489,,
Greece,1977,0.49521,17.06959,,
Greece,1978,0.61354,15.15106,,
Greece,1979,1.03771,14.86443,,
Greece,1980,2.04971,15.36827,,
Greece,1981,1.29135,13.87093,,
Greece,1982,0.55327,16.52906,,
Greece,1983,0.20841,17.12171,,
Greece,1984,0.21969,17.35502,,
Greece,1985,0.28414,17.99138,,
Greece,1986,0.45622,17.91545,,
Greece,1987,0.45096,17.58960,,
Greece,1988,0.18914,14.82534,,
Greece,1989,0.27880,18.99897,,
Greece,1990,0.22260,19.14515,,
Greece,1991,0.25750,19.55939,,
Greece,1992,0.45366,19.11869,,
Greece,1993,0.55267,19.27953,,
Greece,1994,0.69585,17.34390,,
Greece,1995,0.48885,18.07448,,
Greece,1996,0.73863,18.17249,,
Greece,1997,0.61195,17.77694,,
Greece,1998,0.58014,19.86351,,
Greece,1999,0.40950,19.53149,,
Greece,2000,0.52702,21.34347,,
Greenland,1970,,9.30491,,
Greenland,1971,,3.63222,,
Greenland,1972,,11.90407,,
Greenland,1973,0.01306,12.58371,,
Greenland,1974,0.00120,63.11672,,
Greenland,1975,,64.73712,,
Greenland,1976,0.00042,60.20967,,
Greenland,1977,0.00396,61.37564,,
Greenland,1978,0.00686,51.02514,,
Greenland,1979,0.00701,67.62576,,
Greenland,1980,0.00534,69.90572,,
Greenland,1981,0.00327,68.88786,,
Greenland,1982,0.00430,69.31301,,
Greenland,1983,0.00269,64.65806,,
Greenland,1984,,64.28000,,
Greenland,1985,,61.84867,,
Greenland,1986,,51.73685,,
Greenland,1987,,58.56116,,
Greenland,1988,,55.32085,,
Greenland,1989,,34.24934,,
Greenland,1990,0.01058,25.81439,,
Greenland,1991,0.01231,24.05102,,
Greenland,1992,0.01186,29.25755,,
Greenland,1993,0.04761,23.25761,,
Greenland,1994,,22.43900,,
Greenland,1995,,21.75932,,
Greenland,1996,0.01223,25.45099,,
Greenland,1997,,33.42168,,
Greenland,1998,,31.13351,,
Greenland,1999,0.01555,30.68576,,
Greenland,2000,0.01448,30.52652,,
Guatemala,1962,0.00157,10.41361,,
Guatemala,1963,1.72786,11.56167,,
Guatemala,1964,1.98414,13.36271,,
Guatemala,1965,2.35256,16.59722,,
Guatemala,1966,2.44092,14.14110,,
Guatemala,1967,2.90910,15.91582,,
Guatemala,1968,2.57485,14.58617,,
Guatemala,1969,2.90262,13.27425,,
Guatemala,1970,3.19694,13.38075,,
Guatemala,1971,2.99892,13.88932,,
Guatemala,1972,2.99942,14.25557,,
Guatemala,1973,3.18555,15.16981,,
Guatemala,1974,3.55535,20.81111,,
Guatemala,1975,2.68176,19.12416,,
Guatemala,1976,2.28613,18.47402,,
Guatemala,1977,3.65365,16.95902,,
Guatemala,1978,0.00473,14.57514,,
Guatemala,1979,2.57500,18.39037,,
Guatemala,1980,1.58891,18.22458,,
Guatemala,1981,1.72258,23.17801,,
Guatemala,1982,1.87738,10.01484,,
Guatemala,1983,0.35292,6.29683,,
Guatemala,1984,,7.78916,,
Guatemala,1985,0.00140,6.84850,,
Guatemala,1986,0.00264,9.39442,,
Guatemala,1987,0.00524,16.02587,,
Guatemala,1988,0.01126,16.22859,,
Guatemala,1989,0.00958,19.12946,,
Guatemala,1990,0.01790,21.47018,,
Guatemala,1991,0.05921,20.49108,,
Guatemala,1992,0.02775,22.65944,,
Guatemala,1993,0.04948,23.14659,,
Guatemala,1994,0.05618,20.60600,,
Guatemala,1995,0.04163,22.00877,,
Guatemala,1996,0.08158,20.06550,,
Guatemala,1997,0.10295,21.10174,,
Guatemala,1998,0.12226,22.74204,,
Guatemala,1999,0.17062,23.99854,,
Guatemala,2000,0.06993,13.44971,,
Guinea-Bissau,1962,0.01134,9.66867,,
Guinea-Bissau,1963,0.00558,8.55672,,
Guinea-Bissau,1964,0.01088,9.51847,,
Guinea-Bissau,1965,0.00267,11.71269,,
Guinea-Bissau,1966,0.13736,12.31932,,
Guinea-Bissau,1967,0.15579,13.14364,,
Guinea-Bissau,1968,0.59507,13.55732,,
Guinea-Bissau,1969,4.39653,17.25361,,
Guinea-Bissau,1970,1.09586,15.01028,,
Guinea-Bissau,1971,0.08078,16.75356,,
Guinea-Bissau,1972,0.17635,16.71881,,
Guinea-Bissau,1973,0.23272,18.46543,,
Guinea-Bissau,1974,0.08675,16.97876,,
Guinea-Bissau,1975,0.33285,13.82340,,
Guinea-Bissau,1976,0.09364,15.49382,,
Guinea-Bissau,1977,0.01883,23.46360,,
Guinea-Bissau,1978,0.00992,26.94047,,
Guinea-Bissau,1979,0.46455,22.90486,,
Guinea-Bissau,1980,0.96134,41.04261,,
Guinea-Bissau,1981,0.79979,27.87529,,
Guinea-Bissau,1982,0.00396,26.65667,,
Guinea-Bissau,1983,0.00198,21.90459,,
Guinea-Bissau,1984,,23.13364,,
Guinea-Bissau,1985,,32.69672,,
Guinea-Bissau,1986,0.23686,19.90373,,
Guinea-Bissau,1987,0.03643,29.15813,,
Guinea-Bissau,1988,0.11722,36.40122,,
Guinea-Bissau,1989,0.07510,33.67578,,
Guinea-Bissau,1990,0.35774,28.61658,,
Guinea-Bissau,1991,0.59163,23.73824,,
Guinea-Bissau,1992,0.32151,30.18531,,
Guinea-Bissau,1993,0.15630,31.80453,,
Guinea-Bissau,1994,0.22540,52.40902,,
Guinea-Bissau,1995,0.68079,35.11353,,
Guinea-Bissau,1996,0.35441,58.59928,,
Guinea-Bissau,1997,1.60122,69.31278,,
Guinea-Bissau,1998,2.50897,66.56607,,
Guinea-Bissau,1999,2.69772,68.02911,,
Guinea-Bissau,2000,0.32038,63.30651,,
Haiti,1962,0.10073,11.38891,,
Haiti,1963,0.06113,9.59955,,
Haiti,1964,0.06543,9.86963,,
Haiti,1965,0.09168,9.21755,,
Haiti,1966,0.08139,8.61591,,
Haiti,1967,0.10754,8.69612,,
Haiti,1968,0.12618,9.81660,,
Haiti,1969,0.13284,10.66172,,
Haiti,1970,0.16620,14.31192,,
Haiti,1971,0.10870,13.67785,,
Haiti,1972,0.13905,17.93239,,
Haiti,1973,0.46085,20.43947,,
Haiti,1974,0.15203,13.56096,,
Haiti,1975,0.08643,14.39699,,
Haiti,1976,0.11444,15.79739,,
Haiti,1977,0.08735,14.80765,,
Haiti,1978,0.00062,21.47336,,
Haiti,1979,0.06273,24.84439,,
Haiti,1980,0.09138,25.37503,,
Haiti,1981,0.04339,24.56241,,
Haiti,1982,0.00532,21.76061,,
Haiti,1983,0.00098,22.20873,,
Haiti,1984,,20.93226,,
Haiti,1985,,19.75505,,
Haiti,1986,,16.39281,,
Haiti,1987,,22.79876,,
Haiti,1988,,24.28213,,
Haiti,1989,,22.71969,,
Haiti,1990,0.02167,19.41314,,
Haiti,1991,,16.81151,,
Haiti,1992,,14.65909,,
Haiti,1993,,17.62319,,
Haiti,1994,,13.54102,,
Haiti,1995,0.05817,29.79213,,
Haiti,1996,0.06318,24.27232,,
Haiti,1997,0.16850,24.18492,,
Haiti,1998,0.18951,21.58033,,
Haiti,1999,0.14491,21.29617,,
Haiti,2000,0.08809,6.95199,,
Honduras,1962,0.03439,13.43979,,
Honduras,1963,2.86977,15.94062,,
Honduras,1964,3.21523,14.79643,,
Honduras,1965,3.94390,15.64785,,
Honduras,1966,4.38904,18.03635,,
Honduras,1967,5.18180,17.88911,,
Honduras,1968,5.67380,18.25529,,
Honduras,1969,4.77826,18.58614,,
Honduras,1970,5.17387,21.06982,,
Honduras,1971,1.31812,20.25287,,
Honduras,1972,1.80007,17.65629,,
Honduras,1973,2.35476,21.15963,,
Honduras,1974,2.56339,27.17880,,
Honduras,1975,2.80733,27.40257,,
Honduras,1976,2.72326,25.00710,,
Honduras,1977,2.71026,26.05030,,
Honduras,1978,0.00600,20.26848,,
Honduras,1979,2.56127,27.81898,,
Honduras,1980,2.38102,30.00555,,
Honduras,1981,2.26859,25.43503,,
Honduras,1982,0.32894,14.89630,,
Honduras,1983,1.92006,19.92428,,
Honduras,1984,0.01114,14.08747,,
Honduras,1985,,12.04631,,
Honduras,1986,0.00412,12.27421,,
Honduras,1987,0.00868,13.51904,,
Honduras,1988,0.02010,13.26539,,
Honduras,1989,0.02709,13.35742,,
Honduras,1990,0.00616,25.15308,,
Honduras,1991,0.05100,25.51488,,
Honduras,1992,0.02373,29.81653,,
Honduras,1993,0.02812,33.58435,,
Honduras,1994,0.02318,37.36850,,
Honduras,1995,0.03238,39.14748,,
Honduras,1996,0.05121,44.52786,,
Honduras,1997,0.09264,46.48269,,
Honduras,1998,0.07267,49.04212,,
Honduras,1999,0.24779,47.96375,,
Honduras,2000,0.13560,11.82372,,
Hong Kong,1962,3.01756,70.87777,,
Hong Kong,1963,3.94530,65.23499,,
Hong Kong,1964,3.43879,65.71782,,
Hong Kong,1965,2.60124,59.42607,,
Hong Kong,1966,3.05417,64.83118,,
Hong Kong,1967,2.90628,61.82291,,
Hong Kong,1968,3.75426,69.15413,,
Hong Kong,1969,3.07147,71.08118,,
Hong Kong,1970,3.25905,71.48238,,
Hong Kong,1971,3.29058,71.12239,,
Hong Kong,1972,3.08247,64.04820,,
Hong Kong,1973,3.40046,65.49278,,
Hong Kong,1974,2.60324,67.43131,,
Hong Kong,1975,2.70733,63.32026,,
Hong Kong,1976,2.81201,65.21722,,
Hong Kong,1977,1.99491,63.50188,,
Hong Kong,1978,2.32487,70.19984,,
Hong Kong,1979,2.40517,72.66862,,
Hong Kong,1980,2.25908,72.92626,,
Hong Kong,1981,1.84347,76.59419,,
Hong Kong,1982,1.56949,70.02654,,
Hong Kong,1983,1.73111,77.40907,,
Hong Kong,1984,1.60422,82.19542,,
Hong Kong,1985,1.52831,80.21235,,
Hong Kong,1986,1.60817,83.07448,,
Hong Kong,1987,1.60987,92.65855,,
Hong Kong,1988,1.92494,104.22292,,
Hong Kong,1989,1.89847,102.79935,,
Hong Kong,1990,1.89829,106.92674,,
Hong Kong,1991,2.11291,113.36208,,
Hong Kong,1992,2.11629,118.71895,,
Hong Kong,1993,2.01761,114.22898,,
Hong Kong,1994,2.16362,118.90712,,
Hong Kong,1995,2.57066,131.46298,,
Hong Kong,1996,2.58373,122.09171,,
Hong Kong,1997,2.64475,116.30106,,
Hong Kong,1998,2.47357,106.58739,,
Hong Kong,1999,2.85840,104.88493,,
Hong Kong,2000,3.34503,120.86706,,
Hungary,1970,0.80078,10.58024,,
Hungary,1971,0.68883,11.11341,,
Hungary,1972,0.61410,10.71303,,
Hungary,1973,0.59542,11.43335,,
Hungary,1974,0.84565,16.46073,,
Hungary,1975,0.53442,15.00268,,
Hungary,1976,0.38726,4.25886,,
Hungary,1977,0.29855,4.86511,,
Hungary,1978,0.15907,15.99342,,
Hungary,1979,0.25582,2.90457,,
Hungary,1980,0.16844,5.88238,,
Hungary,1981,0.32914,3.12385,,
Hungary,1982,0.15598,2.09553,,
Hungary,1983,0.06593,1.91720,,
Hungary,1984,0.36427,20.82332,,
Hungary,1985,0.47268,20.36546,,
Hungary,1986,0.52851,20.62805,,
Hungary,1987,0.51713,20.21453,,
Hungary,1988,0.60509,18.58453,,
Hungary,1989,0.48196,17.95810,,
Hungary,1990,0.31140,20.96907,,
Hungary,1991,0.34785,29.99550,,
Hungary,1992,0.14611,26.42980,,
Hungary,1993,0.55961,30.12053,,
Hungary,1994,0.95307,32.27883,,
Hungary,1995,1.08787,31.74055,,
Hungary,1996,0.98338,33.15114,,
Hungary,1997,0.88300,43.36334,,
Hungary,1998,0.94390,51.08681,,
Hungary,1999,0.96930,55.33083,,
Hungary,2000,1.26702,65.77234,,
Iceland,1962,0.16480,23.61432,,
Iceland,1963,0.17464,26.43959,,
Iceland,1964,0.18295,25.60308,,
Iceland,1965,0.12391,22.08992,,
Iceland,1966,0.06091,22.12586,,
Iceland,1967,0.07616,23.23172,,
Iceland,1968,0.10091,24.97608,,
Iceland,1969,0.11749,24.41023,,
Iceland,1970,0.10697,26.58828,,
Iceland,1971,0.11010,29.93564,,
Iceland,1972,0.11967,25.46947,,
Iceland,1973,0.17520,25.96326,,
Iceland,1974,0.18880,30.67932,,
Iceland,1975,0.26565,30.68211,,
Iceland,1976,0.12762,24.27874,,
Iceland,1977,0.19420,24.42096,,
Iceland,1978,0.12171,24.02560,,
Iceland,1979,0.15313,25.06530,,
Iceland,1980,0.13332,26.15783,,
Iceland,1981,0.24904,26.41195,,
Iceland,1982,0.14934,25.81385,,
Iceland,1983,0.10640,25.97820,,
Iceland,1984,0.00419,19.22993,,
Iceland,1985,,19.66035,,
Iceland,1986,0.01773,22.36651,,
Iceland,1987,0.00239,22.75973,,
Iceland,1988,0.02896,18.84181,,
Iceland,1989,0.01693,17.67880,,
Iceland,1990,0.02059,19.08415,,
Iceland,1991,0.01303,17.73272,,
Iceland,1992,0.02600,18.73891,,
Iceland,1993,0.01147,16.87775,,
Iceland,1994,0.04289,16.62848,,
Iceland,1995,0.04000,18.97075,,
Iceland,1996,0.05877,22.08468,,
Iceland,1997,0.07187,22.02596,,
Iceland,1998,0.05526,23.39522,,
Iceland,1999,0.02848,25.11941,,
Iceland,2000,0.00826,24.69619,,
India,1962,0.36408,3.59826,,
India,1963,0.27802,2.93948,,
India,1964,0.27434,3.48358,,
India,1965,0.33222,3.93500,,
India,1966,0.34488,4.63830,,
India,1967,0.32433,4.65477,,
India,1968,0.33080,3.79206,,
India,1969,0.29286,2.57746,,
India,1970,0.27164,2.67329,,
India,1971,0.25668,2.74179,,
India,1972,0.23111,2.23493,,
India,1973,0.20455,2.70100,,
India,1974,0.22792,3.04644,,
India,1975,0.18929,4.36089,,
India,1976,0.18906,3.49796,,
India,1977,0.19652,3.53704,,
India,1978,0.06440,3.76419,,
India,1979,0.17093,4.38626,,
India,1980,0.15837,4.62462,,
India,1981,0.16418,5.20227,,
India,1982,0.12390,5.27649,,
India,1983,0.02856,3.74430,,
India,1984,0.22567,5.43443,,
India,1985,0.27762,6.05797,,
India,1986,0.34120,5.59238,,
India,1987,0.20614,5.35999,,
India,1988,0.25565,5.66697,,
India,1989,0.22888,6.25783,,
India,1990,0.25977,6.91144,,
India,1991,0.37163,6.31664,,
India,1992,0.45173,7.76099,,
India,1993,0.32686,7.62317,,
India,1994,0.45180,8.22521,,
India,1995,0.46885,9.23529,,
India,1996,0.37172,9.24472,,
India,1997,0.46610,8.97958,,
India,1998,0.56987,9.04753,,
India,1999,0.56938,9.58603,,
Iran,1962,0.39515,7.90173,,
Iran,1963,0.29490,8.75967,,
Iran,1964,0.30397,10.14697,,
Iran,1965,0.41953,11.88114,,
Iran,1966,0.37231,11.59202,,
Iran,1967,0.46476,12.72461,,
Iran,1968,0.43010,14.14295,,
Iran,1969,0.57220,13.05780,,
Iran,1970,0.54675,13.25232,,
Iran,1971,0.33941,13.45473,,
Iran,1972,0.40289,14.00566,,
Iran,1973,0.36740,12.21252,,
Iran,1974,0.47375,13.04047,,
Iran,1975,1.12174,20.62928,,
Iran,1976,0.72782,17.24964,,
Iran,1977,0.39117,14.93574,,
Iran,1978,0.09653,18.39634,,
Iran,1979,0.21045,6.77469,,
Iran,1980,0.27006,9.21897,,
Iran,1981,0.24148,8.69671,,
Iran,1982,0.09950,5.98874,,
Iran,1983,0.37568,8.70392,,
Iran,1984,0.23755,6.19663,,
Iran,1985,0.20154,11.25827,,
Iran,1986,0.17356,9.49317,,
Iran,1987,0.20607,7.51306,,
Iran,1988,0.11957,6.88422,,
Iran,1989,0.28241,7.81076,,
Iran,1990,0.19186,12.36646,,
Iran,1991,0.32121,15.79197,,
Iran,1992,0.24477,16.61439,,
Iran,1993,0.19709,9.97098,,
Iran,1994,0.20585,6.98392,,
Iran,1995,0.27455,7.12906,,
Iran,1996,0.26011,8.05748,,
Iran,1997,0.56625,11.67077,,
Iran,1998,0.54323,12.14467,,
Iran,1999,0.49307,10.16452,,
Iran,2000,0.56790,12.61778,,
Ireland,1962,1.16269,28.89945,,
Ireland,1963,1.17609,30.03119,,
Ireland,1964,0.96064,30.70745,,
Ireland,1965,1.09078,30.73223,,
Ireland,1966,1.03818,29.33603,,
Ireland,1967,1.01289,27.70888,,
Ireland,1968,1.10099,31.06937,,
Ireland,1969,1.01594,33.09208,,
Ireland,1970,0.85859,33.80852,,
Ireland,1971,0.75774,33.52028,,
Ireland,1972,0.63128,31.05679,,
Ireland,1973,0.76376,35.47156,,
Ireland,1974,1.18935,45.63890,,
Ireland,1975,0.86120,37.51270,,
Ireland,1976,0.71689,42.15160,,
Ireland,1977,0.92421,45.08710,,
Ireland,1978,0.72293,46.03570,,
Ireland,1979,0.68153,51.63855,,
Ireland,1980,0.57488,49.54266,,
Ireland,1981,0.52688,49.96425,,
Ireland,1982,0.44169,43.99120,,
Ireland,1983,0.41299,42.93083,,
Ireland,1984,0.41705,45.99239,,
Ireland,1985,0.43284,45.26145,,
Ireland,1986,0.36875,38.81366,,
Ireland,1987,0.37039,38.79912,,
Ireland,1988,0.39531,39.86652,,
Ireland,1989,0.37383,43.03322,,
Ireland,1990,0.36822,40.87468,,
Ireland,1991,0.34872,40.56864,,
Ireland,1992,0.35604,39.13859,,
Ireland,1993,0.35424,40.23663,,
Ireland,1994,0.44879,43.95194,,
Ireland,1995,0.51602,45.60816,,
Ireland,1996,0.49986,46.08592,,
Ireland,1997,0.49190,46.37618,,
Ireland,1998,0.62839,48.15348,,
Ireland,1999,0.61659,46.77324,,
Ireland,2000,0.59594,49.69793,,
Israel,1962,0.25611,24.39689,,
Israel,1963,0.43502,22.40153,,
Israel,1964,0.42202,23.84312,,
Israel,1965,0.29106,20.21902,,
Israel,1966,0.30826,18.47165,,
Israel,1967,0.27123,16.63720,,
Israel,1968,0.33259,23.41466,,
Israel,1969,0.28779,24.38488,,
Israel,1970,0.25837,21.64560,,
Israel,1971,0.20715,25.75202,,
Israel,1972,0.17007,21.34738,,
Israel,1973,0.13984,24.59825,,
Israel,1974,0.12407,23.15406,,
Israel,1975,0.14209,23.52311,,
Israel,1976,0.18658,21.65275,,
Israel,1977,0.22859,24.04362,,
Israel,1978,0.29049,30.26103,,
Israel,1979,0.21926,28.28139,,
Israel,1980,0.20332,25.21618,,
Israel,1981,0.08229,22.51249,,
Israel,1982,0.09921,21.54940,,
Israel,1983,0.10322,21.93878,,
Israel,1984,1.33761,25.18354,,
Israel,1985,1.81555,26.81992,,
Israel,1986,0.12451,26.17936,,
Israel,1987,0.19657,26.84157,,
Israel,1988,0.29033,23.87931,,
Israel,1989,0.59853,24.11163,,
Israel,1990,0.50469,25.03575,,
Israel,1991,0.73698,23.89027,,
Israel,1992,0.52670,23.94773,,
Israel,1993,0.55973,26.06788,,
Israel,1994,0.51362,26.68575,,
Israel,1995,0.54605,27.58000,,
Israel,1996,0.67807,26.37164,,
Israel,1997,0.60833,24.50946,,
