Entity,Year,Import trade share from labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Import trade share from capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000)
United Kingdom,1979,0.62404,19.87437,,
United Kingdom,1980,0.57253,17.49474,,
United Kingdom,1981,0.52637,17.24637,,
United Kingdom,1982,0.52991,17.61569,,
United Kingdom,1983,0.41611,18.77534,,
United Kingdom,1984,0.54732,21.54661,,
United Kingdom,1985,0.48610,21.24974,,
United Kingdom,1986,0.40581,20.06727,,
United Kingdom,1987,0.38560,19.68021,,
United Kingdom,1988,0.38139,19.91697,,
United Kingdom,1989,0.38258,20.55664,,
United Kingdom,1990,0.36853,19.72822,,
United Kingdom,1991,0.33995,17.74525,,
United Kingdom,1992,0.35435,18.13356,,
United Kingdom,1993,0.44815,19.30010,,
United Kingdom,1994,0.45867,18.96702,,
United Kingdom,1995,0.48681,20.48673,,
United Kingdom,1996,0.58635,20.87158,,
United Kingdom,1997,0.53811,20.26890,,
United Kingdom,1998,0.51468,19.47365,,
United Kingdom,1999,0.50775,19.39377,,
United Kingdom,2000,0.56317,20.43477,,
United States,1962,0.18493,2.32588,,
United States,1963,0.18753,2.31172,,
United States,1964,0.19257,2.33308,,
United States,1965,0.18083,2.51080,,
United States,1966,0.17305,2.77867,,
United States,1967,0.15519,2.79337,,
United States,1968,0.16039,3.17879,,
United States,1969,0.14907,3.22449,,
United States,1970,0.14837,3.47851,,
United States,1971,0.14807,3.67463,,
United States,1972,0.11504,3.74530,,
United States,1973,0.14134,4.13047,,
United States,1974,0.22905,6.05853,,
United States,1975,0.18277,5.32556,,
United States,1976,0.22297,5.96324,,
United States,1977,0.24669,6.51644,,
United States,1978,0.22075,6.94240,,
United States,1979,0.24330,7.28048,,
United States,1980,0.24388,7.68577,,
United States,1981,0.21842,7.47808,,
United States,1982,0.21663,6.77772,,
United States,1983,0.21389,6.68889,,
United States,1984,0.21637,7.72361,,
United States,1985,0.18693,7.74562,,
United States,1986,0.18648,7.95232,,
United States,1987,0.20070,8.13238,,
United States,1988,0.19561,8.19944,,
United States,1989,0.20259,8.16293,,
United States,1990,0.20556,8.09079,,
United States,1991,0.20220,7.76506,,
United States,1992,0.23750,7.95826,,
United States,1993,0.26395,8.23832,,
United States,1994,0.28483,8.88527,,
United States,1995,0.31696,9.47468,,
United States,1996,0.33694,9.46020,,
United States,1997,0.38240,9.74061,,
United States,1998,0.40695,9.71882,,
United States,1999,0.41058,10.25887,,
United States,2000,0.45601,11.36294,,
Uruguay,1962,0.08339,5.42375,,
Uruguay,1963,0.07985,5.23408,,
Uruguay,1964,0.11405,4.99474,,
Uruguay,1965,0.08352,3.83237,,
Uruguay,1966,0.12168,3.88122,,
Uruguay,1967,0.07236,3.68582,,
Uruguay,1968,0.07743,5.21169,,
Uruguay,1969,0.09565,4.63581,,
Uruguay,1970,0.14502,8.28693,,
Uruguay,1971,0.06328,6.90885,,
Uruguay,1972,0.04188,7.45951,,
Uruguay,1973,0.03040,7.06538,,
Uruguay,1974,0.17920,9.38842,,
Uruguay,1975,0.30955,12.20873,,
Uruguay,1976,0.17039,12.11481,,
Uruguay,1977,0.14218,12.42775,,
Uruguay,1978,0.01516,10.83671,,
Uruguay,1979,0.12408,13.30717,,
Uruguay,1980,0.12074,11.94177,,
Uruguay,1981,0.12320,11.76179,,
Uruguay,1982,0.01814,7.26851,,
Uruguay,1983,0.09355,11.65038,,
Uruguay,1984,,8.43027,,
Uruguay,1985,0.01232,8.53851,,
Uruguay,1986,0.03032,12.75583,,
Uruguay,1987,0.03921,12.53279,,
Uruguay,1988,0.02289,13.30733,,
Uruguay,1989,0.03554,14.50622,,
Uruguay,1990,0.02253,12.28651,,
Uruguay,1991,0.02177,12.32828,,
Uruguay,1992,0.02447,12.97251,,
Uruguay,1993,0.06363,15.89690,,
Uruguay,1994,0.07177,14.77309,,
Uruguay,1995,0.07592,14.63315,,
Uruguay,1996,0.09540,15.01606,,
Uruguay,1997,0.17535,16.12547,,
Uruguay,1998,0.15583,15.54588,,
Uruguay,1999,0.12608,14.02361,,
Uruguay,2000,0.02575,13.85058,,
Venezuela,1962,0.06208,10.34080,,
Venezuela,1963,0.02258,7.70496,,
Venezuela,1964,0.04508,13.10803,,
Venezuela,1965,0.03923,14.41790,,
Venezuela,1966,0.09098,12.54107,,
Venezuela,1967,0.05784,13.33239,,
Venezuela,1968,0.04830,12.01576,,
Venezuela,1969,0.02021,11.89482,,
Venezuela,1970,0.01978,11.75074,,
Venezuela,1971,0.04477,11.94967,,
Venezuela,1972,0.03030,12.67381,,
Venezuela,1973,0.09362,12.22437,,
Venezuela,1974,0.05497,12.10258,,
Venezuela,1975,0.05243,17.89429,,
Venezuela,1976,0.10934,16.06538,,
Venezuela,1977,0.04974,19.57154,,
Venezuela,1978,0.02019,17.54236,,
Venezuela,1979,0.12139,16.64593,,
Venezuela,1980,0.03930,15.14498,,
Venezuela,1981,0.02180,15.02272,,
Venezuela,1982,0.01175,14.05118,,
Venezuela,1983,0.00033,6.71519,,
Venezuela,1984,0.03417,7.25382,,
Venezuela,1985,0.03572,12.00586,,
Venezuela,1986,0.02239,6.72026,,
Venezuela,1987,0.03462,10.00721,,
Venezuela,1988,0.04230,10.93746,,
Venezuela,1989,0.03758,8.94674,,
Venezuela,1990,0.03464,13.51184,,
Venezuela,1991,0.03559,18.95220,,
Venezuela,1992,0.05992,21.37337,,
Venezuela,1993,0.05342,19.11569,,
Venezuela,1994,0.11543,13.74202,,
Venezuela,1995,0.11734,14.18945,,
Venezuela,1996,0.06091,12.90592,,
Venezuela,1997,0.06858,15.10715,,
Venezuela,1998,0.10986,15.16883,,
Venezuela,1999,0.06373,13.30354,,
Venezuela,2000,0.05751,11.76689,,
Zimbabwe,1963,,0.00023,,
Zimbabwe,1964,0.00051,0.61731,,
Zimbabwe,1965,0.32883,10.51889,,
Zimbabwe,1966,0.16797,4.52018,,
Zimbabwe,1967,0.11944,3.42997,,
Zimbabwe,1968,0.12517,2.51000,,
Zimbabwe,1969,0.15034,0.48979,,
Zimbabwe,1970,0.18685,0.49241,,
Zimbabwe,1971,0.17848,0.47143,,
Zimbabwe,1972,0.14702,0.32593,,
Zimbabwe,1973,0.15843,0.25634,,
Zimbabwe,1974,0.20211,0.25110,,
Zimbabwe,1975,0.18912,0.20764,,
Zimbabwe,1976,0.07103,0.14750,,
Zimbabwe,1977,0.05071,0.14088,,
Zimbabwe,1978,,0.12410,,
Zimbabwe,1979,0.02801,0.12149,,
Zimbabwe,1980,0.21368,2.25804,,
Zimbabwe,1981,0.00103,4.81220,,
Zimbabwe,1982,0.00203,5.12394,,
Zimbabwe,1983,0.00659,5.03781,,
Zimbabwe,1984,0.05130,6.66081,,
Zimbabwe,1985,0.06145,4.12657,,
Zimbabwe,1986,0.02476,4.61244,,
Zimbabwe,1987,0.05177,4.46033,,
Zimbabwe,1988,0.03351,4.47386,,
Zimbabwe,1989,0.05491,5.77579,,
Zimbabwe,1990,0.07320,6.00556,,
Zimbabwe,1991,0.04972,7.04949,,
Zimbabwe,1992,0.02895,14.47479,,
Zimbabwe,1993,0.06721,15.22268,,
Zimbabwe,1994,0.07449,13.76760,,
Zimbabwe,1995,0.15034,21.20711,,
Zimbabwe,1996,0.17289,17.69446,,
Zimbabwe,1997,0.21451,15.56171,,
Zimbabwe,1998,0.28516,19.03544,,
Zimbabwe,1999,0.26595,17.65617,,
Zimbabwe,2000,0.08656,13.12220,,
