Entity,Year,Public expenditure on health %GDP (OWID extrapolated series),Public expenditure on health %GDP - (Lindert (1994)),Public expenditure on health %GDP - (OECD (1993)),Public expenditure on health %GDP (OECDstat (2016)),Public expenditure on health %GDP (WHO (2017))
Libya,2004,2.27661867,,,,2.27661867
Libya,2005,1.74911743,,,,1.74911743
Libya,2006,1.64016681,,,,1.64016681
Libya,2007,1.74809734,,,,1.74809734
Libya,2008,1.38240756,,,,1.38240756
Libya,2009,2.17818001,,,,2.17818001
Libya,2010,2.13678965,,,,2.13678965
Libya,2011,3.02,,,,3.02
Libya,2012,3.02,,,,3.02
Libya,2013,3.02,,,,3.02
Libya,2014,3.65407916,,,,3.65407916
Lithuania,1995,3.98521792,,,,3.98521792
Lithuania,1996,3.9310042,,,,3.9310042
Lithuania,1997,4.16143197,,,,4.16143197
Lithuania,1998,4.61611598,,,,4.61611598
Lithuania,1999,4.64619213,,,,4.64619213
Lithuania,2000,4.50192924,,,,4.50192924
Lithuania,2001,4.54791886,,,,4.54791886
Lithuania,2002,4.79217207,,,,4.79217207
Lithuania,2003,4.92987539,,,,4.92987539
Lithuania,2004,3.83247282,,,,3.83247282
Lithuania,2005,3.95366446,,,,3.95366446
Lithuania,2006,4.30671585,,,,4.30671585
Lithuania,2007,4.54217728,,,,4.54217728
Lithuania,2008,4.78419577,,,,4.78419577
Lithuania,2009,5.48554662,,,,5.48554662
Lithuania,2010,5.02095568,,,,5.02095568
Lithuania,2011,4.73913687,,,,4.73913687
Lithuania,2012,4.34953944,,,,4.34953944
Lithuania,2013,4.31263081,,,,4.31263081
Lithuania,2014,4.44688961,,,,4.44688961
Luxembourg,1975,3.670954859,,5.19,,
Luxembourg,1976,3.714428998,,5.25,3.5219,
Luxembourg,1977,4.022497004,,5.68,3.814,
Luxembourg,1978,4.280362898,,6.05,4.0585,
Luxembourg,1979,4.378446857,,6.13,4.1515,
Luxembourg,1980,4.471257485,,6.34,4.2395,
Luxembourg,1981,4.590962103,,6.59,4.353,
Luxembourg,1982,4.476530817,,6.43,4.2445,
Luxembourg,1983,4.199680931,,6.04,3.982,
Luxembourg,1984,4.114358433,,5.91,3.9011,
Luxembourg,1985,4.175107208,,6.05,3.9587,
Luxembourg,1986,4.167724544,,5.99,3.9517,
Luxembourg,1987,4.731549111,,6.71,4.4863,
Luxembourg,1988,4.921178099,,6.64,4.6661,
Luxembourg,1989,4.792297886,,6.27,4.5439,
Luxembourg,1990,4.984036207,,6.59,4.7257,
Luxembourg,1991,4.776161493,,,4.5286,
Luxembourg,1992,5.003652999,,,4.7443,
Luxembourg,1993,5.072100837,,,4.8092,
Luxembourg,1994,4.87930785,,,4.6264,
Luxembourg,1995,5.14571654,,,4.879,5.14571654
Luxembourg,1996,5.24556016,,,4.9737,5.24556016
Luxembourg,1997,5.17376634,,,4.9056,5.17376634
Luxembourg,1998,5.2379038,,,4.9664,5.2379038
Luxembourg,1999,5.23218973,,,4.9358,5.23218973
Luxembourg,2000,6.36126718,,,4.8122,6.36126718
Luxembourg,2001,6.23638901,,,5.3592,6.23638901
Luxembourg,2002,7.07085849,,,5.6687,7.07085849
Luxembourg,2003,6.45762351,,,5.8477,6.45762351
Luxembourg,2004,6.95829766,,,6.1831,6.95829766
Luxembourg,2005,6.74770644,,,6.0364,6.74770644
Luxembourg,2006,6.59737985,,,5.621,6.59737985
Luxembourg,2007,5.82007398,,,5.3077,5.82007398
Luxembourg,2008,6.49296978,,,5.7824,6.49296978
Luxembourg,2009,7.02564427,,,6.4165,7.02564427
Luxembourg,2010,6.59470188,,,6.0686,6.59470188
Luxembourg,2011,6.26066183,,,5.1955,6.26066183
Luxembourg,2012,5.98807092,,,5.5152,5.98807092
Luxembourg,2013,5.93923733,,,5.336,5.93923733
Luxembourg,2014,5.82283606,,,5.2084,5.82283606
Luxembourg,2015,,,,6.0175,
Macedonia,1995,4.99639742,,,,4.99639742
Macedonia,1996,5.13595365,,,,5.13595365
Macedonia,1997,5.55499629,,,,5.55499629
Macedonia,1998,6.48932137,,,,6.48932137
Macedonia,1999,5.34163916,,,,5.34163916
Macedonia,2000,4.78776654,,,,4.78776654
Macedonia,2001,4.63111247,,,,4.63111247
Macedonia,2002,5.19157114,,,,5.19157114
Macedonia,2003,5.22603491,,,,5.22603491
Macedonia,2004,5.03928924,,,,5.03928924
Macedonia,2005,4.78161478,,,,4.78161478
Macedonia,2006,4.87674973,,,,4.87674973
Macedonia,2007,4.44586774,,,,4.44586774
Macedonia,2008,4.7474917,,,,4.7474917
Macedonia,2009,4.45685773,,,,4.45685773
Macedonia,2010,4.29290363,,,,4.29290363
Macedonia,2011,4.27293274,,,,4.27293274
Macedonia,2012,4.42539678,,,,4.42539678
Macedonia,2013,4.20426909,,,,4.20426909
Macedonia,2014,4.10142063,,,,4.10142063
Madagascar,1995,1.4415262,,,,1.4415262
Madagascar,1996,1.91497211,,,,1.91497211
Madagascar,1997,2.14802212,,,,2.14802212
Madagascar,1998,1.96133518,,,,1.96133518
Madagascar,1999,2.03991364,,,,2.03991364
Madagascar,2000,2.57330423,,,,2.57330423
Madagascar,2001,2.80851566,,,,2.80851566
Madagascar,2002,2.74321383,,,,2.74321383
Madagascar,2003,2.26017419,,,,2.26017419
Madagascar,2004,2.43699522,,,,2.43699522
Madagascar,2005,2.62144999,,,,2.62144999
Madagascar,2006,2.81771162,,,,2.81771162
Madagascar,2007,2.73982184,,,,2.73982184
Madagascar,2008,2.41891842,,,,2.41891842
Madagascar,2009,2.40821292,,,,2.40821292
Madagascar,2010,2.60655861,,,,2.60655861
Madagascar,2011,2.43587228,,,,2.43587228
Madagascar,2012,1.8161053,,,,1.8161053
Madagascar,2013,2.56044494,,,,2.56044494
Madagascar,2014,1.47341461,,,,1.47341461
Malawi,1995,1.86521374,,,,1.86521374
Malawi,1996,1.26338764,,,,1.26338764
Malawi,1997,1.60043401,,,,1.60043401
Malawi,1998,1.88109678,,,,1.88109678
Malawi,1999,2.27478223,,,,2.27478223
Malawi,2000,2.77855655,,,,2.77855655
Malawi,2001,2.2150815,,,,2.2150815
Malawi,2002,2.91255003,,,,2.91255003
Malawi,2003,4.57849666,,,,4.57849666
Malawi,2004,5.71696331,,,,5.71696331
Malawi,2005,6.06636651,,,,6.06636651
Malawi,2006,6.19490826,,,,6.19490826
Malawi,2007,4.41611059,,,,4.41611059
Malawi,2008,6.09662472,,,,6.09662472
Malawi,2009,6.18575293,,,,6.18575293
Malawi,2010,6.33925489,,,,6.33925489
Malawi,2011,6.93370255,,,,6.93370255
Malawi,2012,6.76593456,,,,6.76593456
Malawi,2013,5.79345079,,,,5.79345079
Malawi,2014,5.99862084,,,,5.99862084
Malaysia,1995,1.6735801,,,,1.6735801
Malaysia,1996,1.69310012,,,,1.69310012
Malaysia,1997,1.50346883,,,,1.50346883
Malaysia,1998,1.62348937,,,,1.62348937
Malaysia,1999,1.68239323,,,,1.68239323
Malaysia,2000,1.69353255,,,,1.69353255
Malaysia,2001,1.99038232,,,,1.99038232
Malaysia,2002,1.95887394,,,,1.95887394
Malaysia,2003,2.36204142,,,,2.36204142
Malaysia,2004,2.11804054,,,,2.11804054
Malaysia,2005,1.69082761,,,,1.69082761
Malaysia,2006,2.01181669,,,,2.01181669
Malaysia,2007,1.96186767,,,,1.96186767
Malaysia,2008,1.93670636,,,,1.93670636
Malaysia,2009,2.33663975,,,,2.33663975
Malaysia,2010,2.28629659,,,,2.28629659
Malaysia,2011,2.13591373,,,,2.13591373
Malaysia,2012,2.21523329,,,,2.21523329
Malaysia,2013,2.20314715,,,,2.20314715
Malaysia,2014,2.30029002,,,,2.30029002
Maldives,1995,3.66261366,,,,3.66261366
Maldives,1996,3.60309376,,,,3.60309376
Maldives,1997,3.54408858,,,,3.54408858
Maldives,1998,4.64846689,,,,4.64846689
Maldives,1999,4.74957875,,,,4.74957875
Maldives,2000,5.11944821,,,,5.11944821
Maldives,2001,3.70026801,,,,3.70026801
Maldives,2002,3.5671826,,,,3.5671826
Maldives,2003,3.77820096,,,,3.77820096
Maldives,2004,3.87687767,,,,3.87687767
Maldives,2005,7.12664977,,,,7.12664977
Maldives,2006,5.23783045,,,,5.23783045
Maldives,2007,4.55326737,,,,4.55326737
Maldives,2008,7.02587791,,,,7.02587791
Maldives,2009,6.72971155,,,,6.72971155
Maldives,2010,5.27343524,,,,5.27343524
Maldives,2011,5.60878186,,,,5.60878186
Maldives,2012,6.50292714,,,,6.50292714
Maldives,2013,8.26383345,,,,8.26383345
Maldives,2014,10.75705209,,,,10.75705209
Mali,1995,2.62742229,,,,2.62742229
Mali,1996,2.99378762,,,,2.99378762
Mali,1997,2.47827615,,,,2.47827615
Mali,1998,2.13675293,,,,2.13675293
Mali,1999,1.81939669,,,,1.81939669
Mali,2000,2.06992132,,,,2.06992132
Mali,2001,2.87244863,,,,2.87244863
Mali,2002,2.53887745,,,,2.53887745
Mali,2003,2.75719898,,,,2.75719898
Mali,2004,3.09188655,,,,3.09188655
Mali,2005,2.96873995,,,,2.96873995
Mali,2006,2.73683072,,,,2.73683072
Mali,2007,2.58295809,,,,2.58295809
Mali,2008,1.97680192,,,,1.97680192
Mali,2009,1.85606743,,,,1.85606743
Mali,2010,1.71786093,,,,1.71786093
Mali,2011,1.68155275,,,,1.68155275
Mali,2012,1.67327338,,,,1.67327338
Mali,2013,1.78141653,,,,1.78141653
Mali,2014,1.95543294,,,,1.95543294
Malta,1995,3.81951774,,,,3.81951774
Malta,1996,4.10534536,,,,4.10534536
Malta,1997,4.3843844,,,,4.3843844
Malta,1998,4.44369679,,,,4.44369679
Malta,1999,4.39365625,,,,4.39365625
Malta,2000,4.74239481,,,,4.74239481
Malta,2001,4.83426775,,,,4.83426775
Malta,2002,5.42940094,,,,5.42940094
Malta,2003,5.54202425,,,,5.54202425
Malta,2004,5.65368589,,,,5.65368589
Malta,2005,5.99744889,,,,5.99744889
Malta,2006,6.0463127,,,,6.0463127
Malta,2007,5.48224056,,,,5.48224056
Malta,2008,5.15623215,,,,5.15623215
Malta,2009,5.25002876,,,,5.25002876
Malta,2010,5.21954508,,,,5.21954508
Malta,2011,6.46201208,,,,6.46201208
Malta,2012,6.62523457,,,,6.62523457
Malta,2013,6.55428283,,,,6.55428283
Malta,2014,6.74343039,,,,6.74343039
Marshall Islands,1995,28.04978525,,,,28.04978525
Marshall Islands,1996,16.67889286,,,,16.67889286
Marshall Islands,1997,17.16813342,,,,17.16813342
Marshall Islands,1998,15.64522955,,,,15.64522955
Marshall Islands,1999,15.42742281,,,,15.42742281
Marshall Islands,2000,19.24043333,,,,19.24043333
Marshall Islands,2001,16.07197043,,,,16.07197043
Marshall Islands,2002,14.8351456,,,,14.8351456
Marshall Islands,2003,14.21128802,,,,14.21128802
Marshall Islands,2004,15.09092986,,,,15.09092986
Marshall Islands,2005,14.67971014,,,,14.67971014
Marshall Islands,2006,17.05555556,,,,17.05555556
Marshall Islands,2007,17.592,,,,17.592
Marshall Islands,2008,16.48169935,,,,16.48169935
Marshall Islands,2009,16.02894737,,,,16.02894737
Marshall Islands,2010,14.39817073,,,,14.39817073
Marshall Islands,2011,14.2716763,,,,14.2716763
Marshall Islands,2012,13.90652174,,,,13.90652174
Marshall Islands,2013,14.55189791,,,,14.55189791
Marshall Islands,2014,14.44916839,,,,14.44916839
Mauritania,1995,2.23033439,,,,2.23033439
Mauritania,1996,1.32880839,,,,1.32880839
Mauritania,1997,1.49219146,,,,1.49219146
Mauritania,1998,2.08476202,,,,2.08476202
Mauritania,1999,2.90181302,,,,2.90181302
Mauritania,2000,2.77099352,,,,2.77099352
Mauritania,2001,1.87956046,,,,1.87956046
Mauritania,2002,2.86206036,,,,2.86206036
Mauritania,2003,2.17921835,,,,2.17921835
Mauritania,2004,2.46411253,,,,2.46411253
Mauritania,2005,2.03335606,,,,2.03335606
Mauritania,2006,1.44761643,,,,1.44761643
Mauritania,2007,1.65179135,,,,1.65179135
Mauritania,2008,1.35456473,,,,1.35456473
Mauritania,2009,1.79980274,,,,1.79980274
Mauritania,2010,1.52105378,,,,1.52105378
Mauritania,2011,1.27914138,,,,1.27914138
Mauritania,2012,1.37024701,,,,1.37024701
Mauritania,2013,1.7260388,,,,1.7260388
Mauritania,2014,1.87101626,,,,1.87101626
Mauritius,1995,1.97915469,,,,1.97915469
Mauritius,1996,1.90491623,,,,1.90491623
Mauritius,1997,1.91146883,,,,1.91146883
Mauritius,1998,1.95449996,,,,1.95449996
Mauritius,1999,1.88277773,,,,1.88277773
Mauritius,2000,1.96954971,,,,1.96954971
Mauritius,2001,2.0041706,,,,2.0041706
Mauritius,2002,2.18055167,,,,2.18055167
Mauritius,2003,2.18834909,,,,2.18834909
Mauritius,2004,2.34908884,,,,2.34908884
Mauritius,2005,2.2148368,,,,2.2148368
Mauritius,2006,2.0475075,,,,2.0475075
Mauritius,2007,1.87290984,,,,1.87290984
Mauritius,2008,1.78295421,,,,1.78295421
Mauritius,2009,2.16869134,,,,2.16869134
Mauritius,2010,2.58258813,,,,2.58258813
Mauritius,2011,2.46122411,,,,2.46122411
Mauritius,2012,2.29270279,,,,2.29270279
Mauritius,2013,2.36555619,,,,2.36555619
Mauritius,2014,2.36468574,,,,2.36468574
Mexico,1990,1.74807484,,,1.7481,
Mexico,1991,2.042170607,,,2.0422,
Mexico,1992,2.154668987,,,2.1547,
Mexico,1993,2.240567751,,,2.2406,
Mexico,1994,2.337266359,,,2.3373,
Mexico,1995,2.13016934,,,2.1302,2.13016934
Mexico,1996,1.90175756,,,1.9018,1.90175756
Mexico,1997,2.10860616,,,2.1086,2.10860616
Mexico,1998,2.20977666,,,2.2098,2.20977666
Mexico,1999,2.39474016,,,2.3017,2.39474016
Mexico,2000,2.31810751,,,2.1959,2.31810751
Mexico,2001,2.39862085,,,2.2985,2.39862085
Mexico,2002,2.42202735,,,2.308,2.42202735
Mexico,2003,2.54127743,,,2.4679,2.54127743
Mexico,2004,2.6880039,,,2.6286,2.6880039
Mexico,2005,2.61887786,,,2.5011,2.61887786
Mexico,2006,2.56034516,,,2.4473,2.56034516
Mexico,2007,2.64237477,,,2.5499,2.64237477
Mexico,2008,2.76093682,,,2.6373,2.76093682
Mexico,2009,3.09593557,,,2.8821,3.09593557
Mexico,2010,3.10329567,,,2.9285,3.10329567
Mexico,2011,3.0671313,,,2.954,3.0671313
Mexico,2012,3.16097116,,,3.0563,3.16097116
Mexico,2013,3.2569934,,,3.1736,3.2569934
Mexico,2014,3.25955157,,,2.9488,3.25955157
Mexico,2015,,,,2.9821,
Micronesia (country),1995,8.69618637,,,,8.69618637
Micronesia (country),1996,8.13502702,,,,8.13502702
Micronesia (country),1997,7.27708841,,,,7.27708841
Micronesia (country),1998,6.46213818,,,,6.46213818
Micronesia (country),1999,7.06485656,,,,7.06485656
Micronesia (country),2000,7.35330987,,,,7.35330987
Micronesia (country),2001,8.00699375,,,,8.00699375
Micronesia (country),2002,7.41407386,,,,7.41407386
Micronesia (country),2003,9.02986286,,,,9.02986286
Micronesia (country),2004,9.89982259,,,,9.89982259
Micronesia (country),2005,11.3112,,,,11.3112
Micronesia (country),2006,11.03399209,,,,11.03399209
Micronesia (country),2007,11.13554688,,,,11.13554688
Micronesia (country),2008,11.6954023,,,,11.6954023
Micronesia (country),2009,12.1732852,,,,12.1732852
Micronesia (country),2010,12.61078231,,,,12.61078231
Micronesia (country),2011,12.53821521,,,,12.53821521
Micronesia (country),2012,11.58813926,,,,11.58813926
Micronesia (country),2013,12.08993841,,,,12.08993841
Micronesia (country),2014,12.43375206,,,,12.43375206
Moldova,1995,5.81589506,,,,5.81589506
Moldova,1996,6.70979738,,,,6.70979738
Moldova,1997,6.07502523,,,,6.07502523
Moldova,1998,4.32372287,,,,4.32372287
Moldova,1999,2.90196397,,,,2.90196397
Moldova,2000,3.22971286,,,,3.22971286
Moldova,2001,3.20753727,,,,3.20753727
Moldova,2002,4.04061004,,,,4.04061004
Moldova,2003,3.9671965,,,,3.9671965
Moldova,2004,4.18238012,,,,4.18238012
Moldova,2005,4.17613938,,,,4.17613938
Moldova,2006,4.71868436,,,,4.71868436
Moldova,2007,4.91970803,,,,4.91970803
Moldova,2008,5.38984775,,,,5.38984775
Moldova,2009,6.0594372,,,,6.0594372
Moldova,2010,5.62147875,,,,5.62147875
Moldova,2011,5.31153991,,,,5.31153991
Moldova,2012,5.51752278,,,,5.51752278
Moldova,2013,5.03134017,,,,5.03134017
Moldova,2014,5.30398831,,,,5.30398831
Monaco,1995,2.78280464,,,,2.78280464
Monaco,1996,2.72203158,,,,2.72203158
Monaco,1997,2.8387481,,,,2.8387481
Monaco,1998,2.76040232,,,,2.76040232
Monaco,1999,2.98990756,,,,2.98990756
Monaco,2000,2.86618724,,,,2.86618724
Monaco,2001,2.91177246,,,,2.91177246
Monaco,2002,2.9567881,,,,2.9567881
Monaco,2003,3.4665385,,,,3.4665385
Monaco,2004,3.54513005,,,,3.54513005
Monaco,2005,3.52893665,,,,3.52893665
Monaco,2006,3.36032026,,,,3.36032026
Monaco,2007,2.95265479,,,,2.95265479
Monaco,2008,3.18977759,,,,3.18977759
Monaco,2009,3.8011579,,,,3.8011579
Monaco,2010,3.89646038,,,,3.89646038
Monaco,2011,3.70525709,,,,3.70525709
Monaco,2012,3.76419501,,,,3.76419501
Monaco,2013,3.55496015,,,,3.55496015
Monaco,2014,3.84109846,,,,3.84109846
Mongolia,1995,2.59891791,,,,2.59891791
Mongolia,1996,3.03388933,,,,3.03388933
Mongolia,1997,3.06342556,,,,3.06342556
Mongolia,1998,3.48132748,,,,3.48132748
Mongolia,1999,3.41739995,,,,3.41739995
Mongolia,2000,3.82828628,,,,3.82828628
Mongolia,2001,3.89985284,,,,3.89985284
Mongolia,2002,3.45527907,,,,3.45527907
Mongolia,2003,2.91803129,,,,2.91803129
Mongolia,2004,2.92676436,,,,2.92676436
Mongolia,2005,2.48459122,,,,2.48459122
Mongolia,2006,2.39691359,,,,2.39691359
Mongolia,2007,2.73641224,,,,2.73641224
Mongolia,2008,3.18351906,,,,3.18351906
Mongolia,2009,2.76837271,,,,2.76837271
Mongolia,2010,2.65447806,,,,2.65447806
Mongolia,2011,2.59570626,,,,2.59570626
Mongolia,2012,2.2605149,,,,2.2605149
Mongolia,2013,2.21159453,,,,2.21159453
Mongolia,2014,2.62057288,,,,2.62057288
Montenegro,1995,5.19650592,,,,5.19650592
Montenegro,1996,5.19650592,,,,5.19650592
Montenegro,1997,5.19650592,,,,5.19650592
Montenegro,1998,5.19650592,,,,5.19650592
Montenegro,1999,5.19650592,,,,5.19650592
Montenegro,2000,5.19650592,,,,5.19650592
Montenegro,2001,5.95718477,,,,5.95718477
Montenegro,2002,5.88024212,,,,5.88024212
Montenegro,2003,6.66301135,,,,6.66301135
Montenegro,2004,6.23236672,,,,6.23236672
Montenegro,2005,6.02294002,,,,6.02294002
Montenegro,2006,5.61349987,,,,5.61349987
Montenegro,2007,4.5478217,,,,4.5478217
Montenegro,2008,3.99179679,,,,3.99179679
Montenegro,2009,3.61393065,,,,3.61393065
Montenegro,2010,4.17346944,,,,4.17346944
Montenegro,2011,4.18659029,,,,4.18659029
Montenegro,2012,4.47237839,,,,4.47237839
Montenegro,2013,3.71908824,,,,3.71908824
Montenegro,2014,3.66738093,,,,3.66738093
Morocco,1995,1.18413372,,,,1.18413372
Morocco,1996,1.14335155,,,,1.14335155
Morocco,1997,1.07339024,,,,1.07339024
Morocco,1998,1.17910212,,,,1.17910212
Morocco,1999,1.1491419,,,,1.1491419
Morocco,2000,1.22973785,,,,1.22973785
Morocco,2001,1.42775923,,,,1.42775923
Morocco,2002,1.37880895,,,,1.37880895
Morocco,2003,1.39499543,,,,1.39499543
Morocco,2004,1.4295298,,,,1.4295298
Morocco,2005,1.43892587,,,,1.43892587
Morocco,2006,1.71440251,,,,1.71440251
Morocco,2007,1.89807732,,,,1.89807732
Morocco,2008,1.89197177,,,,1.89197177
Morocco,2009,2.04639606,,,,2.04639606
Morocco,2010,2.06757204,,,,2.06757204
Morocco,2011,2.08777206,,,,2.08777206
Morocco,2012,2.18146636,,,,2.18146636
Morocco,2013,1.95774948,,,,1.95774948
Morocco,2014,2.00132628,,,,2.00132628
Mozambique,1995,3.39655618,,,,3.39655618
Mozambique,1996,2.59826124,,,,2.59826124
Mozambique,1997,2.95587394,,,,2.95587394
Mozambique,1998,2.96847683,,,,2.96847683
Mozambique,1999,3.5660975,,,,3.5660975
Mozambique,2000,4.31188308,,,,4.31188308
Mozambique,2001,3.96759611,,,,3.96759611
Mozambique,2002,4.48886203,,,,4.48886203
Mozambique,2003,4.10824098,,,,4.10824098
Mozambique,2004,3.52192794,,,,3.52192794
Mozambique,2005,4.30613507,,,,4.30613507
Mozambique,2006,3.95098184,,,,3.95098184
Mozambique,2007,3.10000509,,,,3.10000509
Mozambique,2008,2.6068045,,,,2.6068045
Mozambique,2009,2.51515994,,,,2.51515994
Mozambique,2010,3.01810283,,,,3.01810283
Mozambique,2011,2.66457773,,,,2.66457773
Mozambique,2012,2.77638277,,,,2.77638277
Mozambique,2013,3.11908763,,,,3.11908763
Mozambique,2014,3.93673477,,,,3.93673477
Myanmar,2012,0.8196291,,,,0.8196291
Myanmar,2013,0.82684616,,,,0.82684616
Myanmar,2014,1.0448998,,,,1.0448998
Namibia,1995,4.41365872,,,,
Namibia,1996,4.7509088,,,,
Namibia,1997,4.92451172,,,,
Namibia,1998,4.95259665,,,,
Namibia,1999,5.11174435,,,,
Namibia,2000,4.21402942,,,,
Namibia,2001,3.4742469,,,,
Namibia,2002,3.57696867,,,,
Namibia,2003,3.72233541,,,,
Namibia,2004,3.20703876,,,,
Namibia,2005,3.57961972,,,,
Namibia,2006,3.12912009,,,,
Namibia,2007,3.80077117,,,,
Namibia,2008,3.89854309,,,,
Namibia,2009,4.41722957,,,,
Namibia,2010,4.59442937,,,,
Namibia,2011,5.31576441,,,,
Namibia,2012,4.85409775,,,,
Namibia,2013,5.02913642,,,,
Namibia,2014,5.3571377,,,,
Nauru,1995,12.33493098,,,,12.33493098
Nauru,1996,11.59428355,,,,11.59428355
Nauru,1997,11.82601857,,,,11.82601857
Nauru,1998,12.56498453,,,,12.56498453
Nauru,1999,12.3379839,,,,12.3379839
Nauru,2000,12.54768588,,,,12.54768588
Nauru,2001,13.31280698,,,,13.31280698
Nauru,2002,14.53541811,,,,14.53541811
Nauru,2003,13.45467078,,,,13.45467078
Nauru,2004,10.64962726,,,,10.64962726
Nauru,2005,11.6177752,,,,11.6177752
Nauru,2006,12.57633672,,,,12.57633672
Nauru,2007,18.10282404,,,,18.10282404
Nauru,2008,15.60670301,,,,15.60670301
Nauru,2009,8.72753415,,,,8.72753415
Nauru,2010,8.45455182,,,,8.45455182
Nauru,2011,7.11055696,,,,7.11055696
Nauru,2012,6.52396561,,,,6.52396561
Nauru,2013,4.19216355,,,,4.19216355
Nauru,2014,2.86766633,,,,2.86766633
Nepal,1995,1.40737879,,,,1.40737879
Nepal,1996,1.42214041,,,,1.42214041
Nepal,1997,1.47102706,,,,1.47102706
Nepal,1998,2.55439609,,,,2.55439609
Nepal,1999,1.76323186,,,,1.76323186
Nepal,2000,1.35212335,,,,1.35212335
Nepal,2001,1.5944633,,,,1.5944633
Nepal,2002,1.64084097,,,,1.64084097
Nepal,2003,1.52768761,,,,1.52768761
Nepal,2004,1.59032658,,,,1.59032658
Nepal,2005,1.58532843,,,,1.58532843
Nepal,2006,2.04487497,,,,2.04487497
Nepal,2007,2.28312508,,,,2.28312508
Nepal,2008,2.7256987,,,,2.7256987
Nepal,2009,2.82439526,,,,2.82439526
Nepal,2010,2.86731707,,,,2.86731707
Nepal,2011,3.24209748,,,,3.24209748
Nepal,2012,2.4668546,,,,2.4668546
Nepal,2013,2.21990256,,,,2.21990256
Nepal,2014,2.33781912,,,,2.33781912
Netherlands,1880,0,0,,,
Netherlands,1890,0,0,,,
Netherlands,1900,0,0,,,
Netherlands,1910,0,0,,,
Netherlands,1920,0,0,,,
Netherlands,1930,0,0,,,
Netherlands,1960,1.015408153,,1.30,,
Netherlands,1961,1.305746663,,1.67,,
Netherlands,1962,1.64570093,,2.10,,
Netherlands,1963,2.058669354,,2.63,,
Netherlands,1964,2.145592875,,2.74,,
Netherlands,1965,2.356225783,,3.01,,
Netherlands,1966,2.653460842,,3.39,,
Netherlands,1967,2.965897253,,3.79,,
Netherlands,1968,3.239019728,,4.14,,
Netherlands,1969,3.582925735,,4.58,,
Netherlands,1970,3.95029875,,5.04,,
Netherlands,1971,3.835965283,,4.90,,
Netherlands,1972,3.69407358,,4.72,3.8785,
Netherlands,1973,3.75293493,,4.85,3.9403,
Netherlands,1974,3.948567962,,5.09,4.1457,
Netherlands,1975,4.273638817,,5.56,4.487,
Netherlands,1976,4.234207427,,5.50,4.4456,
Netherlands,1977,4.324690085,,5.61,4.5406,
Netherlands,1978,4.42345905,,5.75,4.6443,
Netherlands,1979,4.510893872,,5.86,4.7361,
Netherlands,1980,4.599566877,,6.01,4.8292,
Netherlands,1981,4.691478209,,6.18,4.9257,
Netherlands,1982,4.894540343,,6.38,5.1389,
Netherlands,1983,4.851775381,,6.34,5.094,
Netherlands,1984,4.662904738,,6.13,4.8957,
Netherlands,1985,4.624997266,,6.02,4.8559,
Netherlands,1986,4.521466056,,5.89,4.7472,
Netherlands,1987,4.628711817,,6.12,4.8598,
Netherlands,1988,4.541562731,,5.95,4.7683,
Netherlands,1989,4.744053395,,5.84,4.9809,
Netherlands,1990,4.802724256,,5.82,5.0425,
Netherlands,1991,5.03493133,,6.08,5.2863,
Netherlands,1992,5.433721741,,,5.705,
Netherlands,1993,5.576493851,,,5.8549,
Netherlands,1994,5.426197394,,,5.6971,
Netherlands,1995,5.2868541,,,5.5508,5.2868541
Netherlands,1996,4.94823422,,,5.0962,4.94823422
Netherlands,1997,5.07155645,,,5.0553,5.07155645
Netherlands,1998,4.84946705,,,4.8146,4.84946705
Netherlands,1999,4.72208428,,,4.7221,4.72208428
Netherlands,2000,4.68262134,,,4.6826,4.68262134
Netherlands,2001,4.89473375,,,4.8947,4.89473375
Netherlands,2002,5.2119207,,,5.2119,5.2119207
Netherlands,2003,5.62741917,,,5.6274,5.62741917
Netherlands,2004,5.5911587,,,5.5912,5.5911587
Netherlands,2005,6.66893702,,,6.6689,6.66893702
Netherlands,2006,7.97446453,,,7.9745,7.97446453
Netherlands,2007,7.98048949,,,7.9805,7.98048949
Netherlands,2008,8.20974143,,,8.2097,8.20974143
Netherlands,2009,8.90151685,,,8.9015,8.90151685
Netherlands,2010,9.08129607,,,9.0813,9.08129607
Netherlands,2011,9.08585792,,,9.0859,9.08585792
Netherlands,2012,9.52842158,,,8.8867,9.52842158
Netherlands,2013,9.61713475,,,8.8651,9.61713475
Netherlands,2014,9.48113273,,,8.8163,9.48113273
Netherlands,2015,,,,8.6876,
New Zealand,1880,0.17,0.17,,,
New Zealand,1890,0.39,0.39,,,
New Zealand,1900,0.51,0.51,,,
New Zealand,1910,0.72,0.72,,,
New Zealand,1920,1.07,1.07,,,
New Zealand,1930,1.13,1.13,,,
New Zealand,1960,3.459138038,,3.50,,
New Zealand,1961,3.630074832,,3.68,,
New Zealand,1962,3.63566276,,3.68,,
New Zealand,1963,3.551836869,,3.60,,
New Zealand,1964,3.569580397,,3.61,,
New Zealand,1965,3.65501077,,3.70,,
New Zealand,1966,3.85352751,,3.90,,
New Zealand,1967,3.851554593,,3.90,,
New Zealand,1968,3.877498649,,3.93,,
New Zealand,1969,3.891007408,,3.94,,
New Zealand,1970,4.15516275,,4.21,4.1552,
New Zealand,1971,3.821965737,,4.39,3.822,
New Zealand,1972,3.976564351,,4.57,3.9766,
New Zealand,1973,3.966464441,,4.54,3.9665,
